number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.2848836820062347,2026-01-02 23:33:16.351759,2026-01-02 23:33:25.670082,0 days 00:00:09.318323,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.41300131732650436,2026-01-02 23:33:25.687625,2026-01-02 23:33:34.133953,0 days 00:00:08.446328,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.26715006245585,2026-01-02 23:33:34.146076,2026-01-02 23:33:42.203299,0 days 00:00:08.057223,0.34474115788895177,64,2.3102018878452926e-05,1,COMPLETE
3,0.2677738407496174,2026-01-02 23:33:42.218834,2026-01-02 23:33:50.216512,0 days 00:00:07.997678,0.3056937753654446,96,1.9010245319870364e-05,1,COMPLETE
4,0.2751718194349967,2026-01-02 23:33:50.228661,2026-01-02 23:33:58.365265,0 days 00:00:08.136604,0.4862528132298237,128,0.00015304852121831474,1,COMPLETE
5,0.27275524697246256,2026-01-02 23:33:58.378798,2026-01-02 23:34:06.496888,0 days 00:00:08.118090,0.29807076404450805,64,0.0004138040112561013,1,COMPLETE
6,0.2578484647921786,2026-01-02 23:34:06.508035,2026-01-02 23:34:15.336521,0 days 00:00:08.828486,0.31868411173731187,64,1.1715937392307055e-05,3,COMPLETE
7,0.25722695391541395,2026-01-02 23:34:15.350447,2026-01-02 23:34:24.046134,0 days 00:00:08.695687,0.4687496940092467,64,2.3426581058204037e-05,3,COMPLETE
8,0.2663568285864406,2026-01-02 23:34:24.060128,2026-01-02 23:34:32.137343,0 days 00:00:08.077215,0.43149500366077176,96,1.5030900645056805e-05,1,COMPLETE
9,0.2711465852594783,2026-01-02 23:34:32.150932,2026-01-02 23:34:40.173376,0 days 00:00:08.022444,0.4947547746402069,96,5.170191786366994e-05,1,COMPLETE
10,0.3148046839713875,2026-01-02 23:34:40.186085,2026-01-02 23:34:49.033033,0 days 00:00:08.846948,0.4013327895532881,128,0.00010649438604541333,2,COMPLETE
11,0.25795378908883654,2026-01-02 23:34:49.044380,2026-01-02 23:34:57.859264,0 days 00:00:08.814884,0.23014399918851394,64,1.039985333573791e-05,3,COMPLETE
12,0.2609957072853104,2026-01-02 23:34:57.871592,2026-01-02 23:35:06.671148,0 days 00:00:08.799556,0.37886235933603785,64,3.3838993736737575e-05,3,COMPLETE
13,0.2579271640937275,2026-01-02 23:35:06.683955,2026-01-02 23:35:15.718501,0 days 00:00:09.034546,0.2588851281878767,64,1.0653619069845855e-05,3,COMPLETE
14,0.27227273828716986,2026-01-02 23:35:15.730138,2026-01-02 23:35:24.020396,0 days 00:00:08.290258,0.4267224090902197,32,3.6393666092531963e-05,2,COMPLETE
15,0.23995430652240102,2026-01-02 23:35:24.032612,2026-01-02 23:35:33.044744,0 days 00:00:09.012132,0.3311224457287053,64,0.00020230486198944854,3,COMPLETE
16,0.2604507697183305,2026-01-02 23:35:33.058453,2026-01-02 23:35:41.512748,0 days 00:00:08.454295,0.44444087662759113,64,0.000242874975923093,2,COMPLETE
17,0.2773639038176998,2026-01-02 23:35:41.523644,2026-01-02 23:35:50.306785,0 days 00:00:08.783141,0.35238680837136166,64,0.0008607419445086135,3,COMPLETE
18,0.3037841432902992,2026-01-02 23:35:50.318495,2026-01-02 23:35:59.973094,0 days 00:00:09.654599,0.18958949036187403,128,0.00018766870441105796,3,COMPLETE
19,0.2813012779171416,2026-01-02 23:35:59.985040,2026-01-02 23:36:08.330905,0 days 00:00:08.345865,0.10601020567960973,32,8.468355116704903e-05,2,COMPLETE
20,0.23891966355790414,2026-01-02 23:36:08.342122,2026-01-02 23:36:17.183298,0 days 00:00:08.841176,0.4637614139902977,64,0.00035927186383067895,3,COMPLETE
21,0.23753652996666189,2026-01-02 23:36:17.197877,2026-01-02 23:36:26.003861,0 days 00:00:08.805984,0.4598698918242731,64,0.0003342701179635904,3,COMPLETE
22,0.23794164070577964,2026-01-02 23:36:26.018068,2026-01-02 23:36:34.899405,0 days 00:00:08.881337,0.3931662770068378,64,0.00028145983736969855,3,COMPLETE
23,0.23796288150085512,2026-01-02 23:36:34.910638,2026-01-02 23:36:43.711903,0 days 00:00:08.801265,0.39222531013436535,64,0.0003327528914795921,3,COMPLETE
24,0.30507401920505584,2026-01-02 23:36:43.724290,2026-01-02 23:36:52.070611,0 days 00:00:08.346321,0.39124187226159046,64,0.0008889364153883668,2,COMPLETE
25,0.24113814201484338,2026-01-02 23:36:52.083151,2026-01-02 23:37:00.989004,0 days 00:00:08.905853,0.4120883168085956,64,0.0002941856699291301,3,COMPLETE
26,0.24657727551106598,2026-01-02 23:37:01.000098,2026-01-02 23:37:09.844631,0 days 00:00:08.844533,0.37394469143775966,64,0.0005511324751284095,3,COMPLETE
27,0.28723540051583046,2026-01-02 23:37:09.856750,2026-01-02 23:37:19.510900,0 days 00:00:09.654150,0.4588421820668561,128,0.00011621329666491898,3,COMPLETE
28,0.2917767011688122,2026-01-02 23:37:19.522433,2026-01-02 23:37:27.938347,0 days 00:00:08.415914,0.27309824447219666,32,0.0005603553956608588,2,COMPLETE
29,0.28290554343879004,2026-01-02 23:37:27.949644,2026-01-02 23:37:36.863187,0 days 00:00:08.913543,0.36157194241386315,32,0.0003071041509475538,3,COMPLETE
30,0.2657795033789137,2026-01-02 23:37:36.875506,2026-01-02 23:37:45.192270,0 days 00:00:08.316764,0.4134686048502243,64,0.00015617751337003517,2,COMPLETE
31,0.23961559662555545,2026-01-02 23:37:45.203325,2026-01-02 23:37:54.057714,0 days 00:00:08.854389,0.46198352590425573,64,0.0003730778540975992,3,COMPLETE
32,0.2393734950405762,2026-01-02 23:37:54.071849,2026-01-02 23:38:02.831967,0 days 00:00:08.760118,0.49857167776664124,64,0.00041203488630700335,3,COMPLETE
33,0.24984202537765876,2026-01-02 23:38:02.843208,2026-01-02 23:38:11.502665,0 days 00:00:08.659457,0.4460030376944489,64,0.000636084796798203,3,COMPLETE
34,0.33770650825409826,2026-01-02 23:38:11.514765,2026-01-02 23:38:20.417001,0 days 00:00:08.902236,0.3973838750713056,96,0.00026643401341393003,3,COMPLETE
35,0.23939748740111402,2026-01-02 23:38:20.427859,2026-01-02 23:38:29.367755,0 days 00:00:08.939896,0.46978047986430116,64,0.00035733134881275235,3,COMPLETE
36,0.25166905938964074,2026-01-02 23:38:29.381166,2026-01-02 23:38:38.273349,0 days 00:00:08.892183,0.4293791532273792,64,0.0007451315600222927,3,COMPLETE
37,0.23740969967170927,2026-01-02 23:38:38.286781,2026-01-02 23:38:47.099123,0 days 00:00:08.812342,0.3404906220505859,64,0.0004979390876379917,3,COMPLETE
38,0.33608359196912774,2026-01-02 23:38:47.114257,2026-01-02 23:38:56.662991,0 days 00:00:09.548734,0.2944781240635134,128,0.0004770901756535368,3,COMPLETE
39,0.23959393970160942,2026-01-02 23:38:56.680644,2026-01-02 23:39:05.517461,0 days 00:00:08.836817,0.3294429570421697,64,0.00020251769633119698,3,COMPLETE
40,0.25589142177075735,2026-01-02 23:39:05.529116,2026-01-02 23:39:13.920412,0 days 00:00:08.391296,0.34491572440039253,96,0.000133892869297279,2,COMPLETE
41,0.24162426009896282,2026-01-02 23:39:13.932095,2026-01-02 23:39:22.734882,0 days 00:00:08.802787,0.3684407910717573,64,0.00044372588736279035,3,COMPLETE
42,0.23802984592193036,2026-01-02 23:39:22.745911,2026-01-02 23:39:31.726391,0 days 00:00:08.980480,0.47820204195752736,64,0.00033392370353655233,3,COMPLETE
43,0.2580968254394853,2026-01-02 23:39:31.739702,2026-01-02 23:39:40.590468,0 days 00:00:08.850766,0.4808186146123927,64,0.0006977112816956808,3,COMPLETE
44,0.24289544983476333,2026-01-02 23:39:40.604195,2026-01-02 23:39:49.608805,0 days 00:00:09.004610,0.38835767770537377,64,0.00024015344246941295,3,COMPLETE
45,0.2903037053676479,2026-01-02 23:39:49.620692,2026-01-02 23:39:58.339853,0 days 00:00:08.719161,0.41149048750110107,64,0.00099506036271598,3,COMPLETE
46,0.2983105610291354,2026-01-02 23:39:58.352845,2026-01-02 23:40:07.402871,0 days 00:00:09.050026,0.3148454360393825,96,8.429732925268856e-05,3,COMPLETE
