number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.159597328631316,2026-01-03 21:36:22.888998,2026-01-03 21:36:33.232496,0 days 00:00:10.343498,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.24808139516931166,2026-01-03 21:36:33.246982,2026-01-03 21:36:43.382780,0 days 00:00:10.135798,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.1663813980314907,2026-01-03 21:36:43.394481,2026-01-03 21:36:52.833393,0 days 00:00:09.438912,,64,2.3102018878452926e-05,1,COMPLETE
3,0.18461922328871538,2026-01-03 21:36:52.845146,2026-01-03 21:37:02.441383,0 days 00:00:09.596237,,128,0.00016738085788752134,1,COMPLETE
4,0.14413145524850252,2026-01-03 21:37:02.453861,2026-01-03 21:37:12.288926,0 days 00:00:09.835065,0.12602063719411183,96,2.5081156860452307e-05,2,COMPLETE
5,0.2355346080630809,2026-01-03 21:37:12.301423,2026-01-03 21:37:22.834764,0 days 00:00:10.533341,0.27606099749584057,32,0.000790261954970823,3,COMPLETE
6,0.1626668464183203,2026-01-03 21:37:22.845218,2026-01-03 21:37:32.572915,0 days 00:00:09.727697,0.2246844304357644,64,1.7541893487450798e-05,2,COMPLETE
7,0.19438794464882037,2026-01-03 21:37:32.584379,2026-01-03 21:37:42.200715,0 days 00:00:09.616336,0.4579309401710595,64,0.00010968217207529509,2,COMPLETE
8,0.2510680455259907,2026-01-03 21:37:42.211625,2026-01-03 21:37:53.779706,0 days 00:00:11.568081,0.25547091587579285,128,0.0001569639638866114,3,COMPLETE
9,0.1566293347759179,2026-01-03 21:37:53.792084,2026-01-03 21:38:04.194187,0 days 00:00:10.402103,0.42087879230161584,96,3.488976654890367e-05,3,COMPLETE
10,0.2551813309006824,2026-01-03 21:38:04.204696,2026-01-03 21:38:13.631749,0 days 00:00:09.427053,,96,1.1176284636053914e-05,1,COMPLETE
11,0.1415947584192923,2026-01-03 21:38:13.645010,2026-01-03 21:38:23.421954,0 days 00:00:09.776944,0.4185413303727785,96,4.260390924999258e-05,2,COMPLETE
12,0.1437262069565214,2026-01-03 21:38:23.435510,2026-01-03 21:38:33.623127,0 days 00:00:10.187617,0.37456142900281797,96,6.094046787183484e-05,2,COMPLETE
13,0.14197896730036597,2026-01-03 21:38:33.635122,2026-01-03 21:38:43.391671,0 days 00:00:09.756549,0.3736495272739965,96,5.6497531101299134e-05,2,COMPLETE
14,0.24611399439926815,2026-01-03 21:38:43.403004,2026-01-03 21:38:53.232471,0 days 00:00:09.829467,0.3576566958861141,96,0.0003230674617349937,2,COMPLETE
15,0.14279777284059436,2026-01-03 21:38:53.243826,2026-01-03 21:39:03.453131,0 days 00:00:10.209305,0.49572130590951596,96,5.959206131645761e-05,2,COMPLETE
16,0.17578621697192487,2026-01-03 21:39:03.464233,2026-01-03 21:39:12.874540,0 days 00:00:09.410307,,96,3.539728451056159e-05,1,COMPLETE
17,0.15544151568929893,2026-01-03 21:39:12.887787,2026-01-03 21:39:22.753518,0 days 00:00:09.865731,0.34934720124612645,32,9.174385522435317e-05,2,COMPLETE
18,0.15347937516047075,2026-01-03 21:39:22.764622,2026-01-03 21:39:34.011401,0 days 00:00:11.246779,0.4138285538138516,128,1.0474370708877702e-05,3,COMPLETE
19,0.19683207376738282,2026-01-03 21:39:34.022331,2026-01-03 21:39:43.790610,0 days 00:00:09.768279,,96,0.00023793537960598534,1,COMPLETE
20,0.1418173659783224,2026-01-03 21:39:43.803147,2026-01-03 21:39:53.700942,0 days 00:00:09.897795,0.3429886409165314,96,4.044758550598602e-05,2,COMPLETE
21,0.1414185722219426,2026-01-03 21:39:53.712079,2026-01-03 21:40:03.598157,0 days 00:00:09.886078,0.33087427036181166,96,4.431326257074161e-05,2,COMPLETE
22,0.1419141678484408,2026-01-03 21:40:03.611719,2026-01-03 21:40:13.752883,0 days 00:00:10.141164,0.31295845115948157,96,3.9747358153530675e-05,2,COMPLETE
23,0.1956561182648525,2026-01-03 21:40:13.765256,2026-01-03 21:40:23.616745,0 days 00:00:09.851489,0.31228583707116986,96,9.556401961581507e-05,2,COMPLETE
24,0.14584308564934204,2026-01-03 21:40:23.627563,2026-01-03 21:40:33.549789,0 days 00:00:09.922226,0.42618731370026697,96,1.8360019037910805e-05,2,COMPLETE
25,0.141798793916608,2026-01-03 21:40:33.561758,2026-01-03 21:40:43.462602,0 days 00:00:09.900844,0.3368595387308066,96,4.065449748768122e-05,2,COMPLETE
26,0.21144571753164462,2026-01-03 21:40:43.477660,2026-01-03 21:40:54.092890,0 days 00:00:10.615230,0.2828336233233776,32,2.6452730656806583e-05,3,COMPLETE
27,0.15193634709780515,2026-01-03 21:40:54.103951,2026-01-03 21:41:03.608860,0 days 00:00:09.504909,,64,7.756193022802541e-05,1,COMPLETE
28,0.16049341505575057,2026-01-03 21:41:03.620363,2026-01-03 21:41:14.046648,0 days 00:00:10.426285,0.3918360786645086,128,1.4766718738526944e-05,2,COMPLETE
29,0.1511158477972066,2026-01-03 21:41:14.057518,2026-01-03 21:41:24.432922,0 days 00:00:10.375404,0.4610628594861361,32,0.00013146487769257476,3,COMPLETE
30,0.14113863334782778,2026-01-03 21:41:24.444708,2026-01-03 21:41:34.686171,0 days 00:00:10.241463,0.326517048065234,96,4.805910164199214e-05,2,COMPLETE
31,0.14132038063024246,2026-01-03 21:41:34.699731,2026-01-03 21:41:44.588085,0 days 00:00:09.888354,0.32709479798966357,96,4.565129593422757e-05,2,COMPLETE
32,0.1559770395103418,2026-01-03 21:41:44.599682,2026-01-03 21:41:54.491287,0 days 00:00:09.891605,0.24397983064433337,96,7.306604028787637e-05,2,COMPLETE
33,0.1414112332709488,2026-01-03 21:41:54.502349,2026-01-03 21:42:04.779563,0 days 00:00:10.277214,0.30712695506614324,96,4.43178405126637e-05,2,COMPLETE
34,0.14357277182394718,2026-01-03 21:42:04.789917,2026-01-03 21:42:14.764139,0 days 00:00:09.974222,0.31459318839562794,96,2.798014919327603e-05,2,COMPLETE
35,0.15424152236830257,2026-01-03 21:42:14.775709,2026-01-03 21:42:24.601909,0 days 00:00:09.826200,0.29088616054653527,96,7.209699250835254e-05,2,COMPLETE
36,0.15894856963719886,2026-01-03 21:42:24.613772,2026-01-03 21:42:34.187103,0 days 00:00:09.573331,,64,4.965148135490109e-05,1,COMPLETE
37,0.14331216991717244,2026-01-03 21:42:34.198003,2026-01-03 21:42:44.398872,0 days 00:00:10.200869,0.22130159892713064,96,2.9847286926052102e-05,2,COMPLETE
38,0.15866420713152396,2026-01-03 21:42:44.411266,2026-01-03 21:42:54.864402,0 days 00:00:10.453136,0.32764825440753026,128,2.0905183195330986e-05,2,COMPLETE
39,0.1603395064877093,2026-01-03 21:42:54.874850,2026-01-03 21:43:05.520495,0 days 00:00:10.645645,0.26579691300320085,96,5.020168758239286e-05,3,COMPLETE
40,0.18539942899982145,2026-01-03 21:43:05.531735,2026-01-03 21:43:15.457106,0 days 00:00:09.925371,,64,0.0009884157497090013,1,COMPLETE
41,0.14113172773409105,2026-01-03 21:43:15.467728,2026-01-03 21:43:25.393692,0 days 00:00:09.925964,0.38953124668649214,96,4.974863200000384e-05,2,COMPLETE
42,0.14313998010759832,2026-01-03 21:43:25.406827,2026-01-03 21:43:35.288733,0 days 00:00:09.881906,0.3826164186595434,96,3.097926158267149e-05,2,COMPLETE
43,0.22488690843499756,2026-01-03 21:43:35.299813,2026-01-03 21:43:45.207055,0 days 00:00:09.907242,0.1512724702232537,96,0.00012569357673101228,2,COMPLETE
44,0.1410938169670866,2026-01-03 21:43:45.219304,2026-01-03 21:43:55.492338,0 days 00:00:10.273034,0.2945355794335061,96,4.8513188258286037e-05,2,COMPLETE
45,0.16201440337135586,2026-01-03 21:43:55.506510,2026-01-03 21:44:05.376605,0 days 00:00:09.870095,0.2947910007656878,32,6.644236978967163e-05,2,COMPLETE
46,0.14484943890796179,2026-01-03 21:44:05.388262,2026-01-03 21:44:15.306471,0 days 00:00:09.918209,0.2291665208174549,96,2.1811148200455565e-05,2,COMPLETE
47,0.14734539935463467,2026-01-03 21:44:15.317579,2026-01-03 21:44:25.466145,0 days 00:00:10.148566,0.19390207250110006,96,1.4647426394720678e-05,2,COMPLETE
48,0.1413294259057553,2026-01-03 21:44:25.477991,2026-01-03 21:44:35.422350,0 days 00:00:09.944359,0.2689913494030081,96,5.303447864622692e-05,2,COMPLETE
49,0.23778820415017163,2026-01-03 21:44:35.433254,2026-01-03 21:44:45.853586,0 days 00:00:10.420332,0.27348221377385273,128,8.879303731812454e-05,2,COMPLETE
50,0.14266485173177812,2026-01-03 21:44:45.864553,2026-01-03 21:44:55.664899,0 days 00:00:09.800346,0.24974683479395526,96,3.4229823324068685e-05,2,COMPLETE
51,0.14131506953044928,2026-01-03 21:44:55.676825,2026-01-03 21:45:05.908959,0 days 00:00:10.232134,0.3002077230407552,96,5.298097004859212e-05,2,COMPLETE
52,0.1413079642473275,2026-01-03 21:45:05.920264,2026-01-03 21:45:16.024782,0 days 00:00:10.104518,0.36254338958090426,96,5.305393577597511e-05,2,COMPLETE
53,0.14637113078666747,2026-01-03 21:45:16.036332,2026-01-03 21:45:26.018423,0 days 00:00:09.982091,0.3656500540874231,96,6.500993562459901e-05,2,COMPLETE
54,0.22692236194047619,2026-01-03 21:45:26.029844,2026-01-03 21:45:36.084238,0 days 00:00:10.054394,0.40363233021102757,96,0.00011603716379369193,2,COMPLETE
55,0.17338329033435187,2026-01-03 21:45:36.095972,2026-01-03 21:45:46.314896,0 days 00:00:10.218924,0.36088463888450695,96,8.355399860031071e-05,2,COMPLETE
