number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.13529013922577304,2025-12-24 12:24:16.204222,2025-12-24 12:24:50.386425,0 days 00:00:34.182203,5.6115164153345e-05,COMPLETE
1,0.18592833456262362,2025-12-24 12:24:50.405344,2025-12-24 12:25:23.832883,0 days 00:00:33.427539,0.0007969454818643932,COMPLETE
2,0.18537584015115602,2025-12-24 12:25:23.842691,2025-12-24 12:25:57.348442,0 days 00:00:33.505751,0.000291063591313307,COMPLETE
3,0.1983761562873677,2025-12-24 12:25:57.358749,2025-12-24 12:26:30.924844,0 days 00:00:33.566095,0.00015751320499779721,COMPLETE
4,0.13634327012420752,2025-12-24 12:26:30.934506,2025-12-24 12:27:04.632932,0 days 00:00:33.698426,2.0513382630874486e-05,COMPLETE
5,0.13634317464932968,2025-12-24 12:27:04.643399,2025-12-24 12:27:38.223959,0 days 00:00:33.580560,2.0511104188433963e-05,COMPLETE
6,0.13636903646177814,2025-12-24 12:27:38.234860,2025-12-24 12:28:11.778745,0 days 00:00:33.543885,1.3066739238053272e-05,COMPLETE
7,0.18167291691665202,2025-12-24 12:28:11.789744,2025-12-24 12:28:45.250948,0 days 00:00:33.461204,0.0005399484409787432,COMPLETE
8,0.20258270460495265,2025-12-24 12:28:45.261242,2025-12-24 12:29:18.814292,0 days 00:00:33.553050,0.00015930522616241006,COMPLETE
9,0.2077659425206782,2025-12-24 12:29:18.825085,2025-12-24 12:29:52.244446,0 days 00:00:33.419361,0.0002607024758370766,COMPLETE
10,0.13531264892130015,2025-12-24 12:29:52.255622,2025-12-24 12:30:25.727720,0 days 00:00:33.472098,5.6098759789230884e-05,COMPLETE
11,0.13522489724718786,2025-12-24 12:30:25.738342,2025-12-24 12:30:59.287265,0 days 00:00:33.548923,5.686536606827121e-05,COMPLETE
12,0.13257568031997635,2025-12-24 12:30:59.299644,2025-12-24 12:31:32.910275,0 days 00:00:33.610631,5.0941963733263534e-05,COMPLETE
13,0.13246722973400285,2025-12-24 12:31:32.924639,2025-12-24 12:32:06.557950,0 days 00:00:33.633311,4.939713749567097e-05,COMPLETE
14,0.1350627083398693,2025-12-24 12:32:06.569796,2025-12-24 12:32:40.278843,0 days 00:00:33.709047,3.062334729257135e-05,COMPLETE
15,0.14724080275139834,2025-12-24 12:32:40.290422,2025-12-24 12:33:13.861233,0 days 00:00:33.570811,8.571185941593194e-05,COMPLETE
16,0.13257068155743967,2025-12-24 12:33:13.872218,2025-12-24 12:33:47.416653,0 days 00:00:33.544435,3.242551761422184e-05,COMPLETE
