number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.12150782748732791,2025-12-23 21:20:56.954843,2025-12-23 21:21:28.949808,0 days 00:00:31.994965,5.6115164153345e-05,COMPLETE
1,0.13286518589476437,2025-12-23 21:21:28.975678,2025-12-23 21:22:00.480434,0 days 00:00:31.504756,0.0007969454818643932,COMPLETE
2,0.14396487035739783,2025-12-23 21:22:00.491628,2025-12-23 21:22:31.962914,0 days 00:00:31.471286,0.000291063591313307,COMPLETE
3,0.12444183208604141,2025-12-23 21:22:31.976465,2025-12-23 21:23:03.530336,0 days 00:00:31.553871,0.00015751320499779721,COMPLETE
4,0.12564271952393333,2025-12-23 21:23:03.542026,2025-12-23 21:23:35.022756,0 days 00:00:31.480730,2.0513382630874486e-05,COMPLETE
5,0.12564243683435786,2025-12-23 21:23:35.034435,2025-12-23 21:24:06.657805,0 days 00:00:31.623370,2.0511104188433963e-05,COMPLETE
6,0.12348339512430345,2025-12-23 21:24:06.669770,2025-12-23 21:24:38.212723,0 days 00:00:31.542953,1.3066739238053272e-05,COMPLETE
7,0.14107674270661325,2025-12-23 21:24:38.224906,2025-12-23 21:25:09.794213,0 days 00:00:31.569307,0.0005399484409787432,COMPLETE
8,0.12486649750977305,2025-12-23 21:25:09.806450,2025-12-23 21:25:41.494776,0 days 00:00:31.688326,0.00015930522616241006,COMPLETE
9,0.14296636483451322,2025-12-23 21:25:41.505903,2025-12-23 21:26:13.049599,0 days 00:00:31.543696,0.0002607024758370766,COMPLETE
10,0.12151847530020958,2025-12-23 21:26:13.061521,2025-12-23 21:26:44.686081,0 days 00:00:31.624560,5.6098759789230884e-05,COMPLETE
11,0.12112733172938127,2025-12-23 21:26:44.697869,2025-12-23 21:27:16.195581,0 days 00:00:31.497712,5.686536606827121e-05,COMPLETE
12,0.12401042042343886,2025-12-23 21:27:16.208486,2025-12-23 21:27:47.639286,0 days 00:00:31.430800,5.0941963733263534e-05,COMPLETE
13,0.11808728825363825,2025-12-23 21:27:47.650783,2025-12-23 21:28:19.148720,0 days 00:00:31.497937,6.329443279587906e-05,COMPLETE
14,0.11278045913686653,2025-12-23 21:28:19.162944,2025-12-23 21:28:50.732869,0 days 00:00:31.569925,8.897244890543264e-05,COMPLETE
15,0.11421756725428445,2025-12-23 21:28:50.747408,2025-12-23 21:29:22.286618,0 days 00:00:31.539210,0.00010294805463050141,COMPLETE
16,0.11925690223696928,2025-12-23 21:29:22.298342,2025-12-23 21:29:53.932428,0 days 00:00:31.634086,0.00011915121225027982,COMPLETE
17,0.12633448565683908,2025-12-23 21:29:53.943680,2025-12-23 21:30:25.492764,0 days 00:00:31.549084,2.624831210818909e-05,COMPLETE
