number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.2323865859201645,2025-12-23 12:26:59.152528,2025-12-23 12:27:28.274970,0 days 00:00:29.122442,5.6115164153345e-05,COMPLETE
1,0.20639196635669593,2025-12-23 12:27:28.289668,2025-12-23 12:27:57.158960,0 days 00:00:28.869292,0.0007969454818643932,COMPLETE
2,0.2847638966481597,2025-12-23 12:27:57.175501,2025-12-23 12:28:26.041396,0 days 00:00:28.865895,0.000291063591313307,COMPLETE
3,0.31432410966581775,2025-12-23 12:28:26.052067,2025-12-23 12:28:55.001776,0 days 00:00:28.949709,0.00015751320499779721,COMPLETE
4,0.1784642528194356,2025-12-23 12:28:55.013108,2025-12-23 12:29:23.901533,0 days 00:00:28.888425,2.0513382630874486e-05,COMPLETE
5,0.1784650721159097,2025-12-23 12:29:23.914269,2025-12-23 12:29:52.707972,0 days 00:00:28.793703,2.0511104188433963e-05,COMPLETE
6,0.18005856220643862,2025-12-23 12:29:52.718806,2025-12-23 12:30:21.629223,0 days 00:00:28.910417,1.3066739238053272e-05,COMPLETE
7,0.21355701685125408,2025-12-23 12:30:21.643731,2025-12-23 12:30:50.585546,0 days 00:00:28.941815,0.0005399484409787432,COMPLETE
8,0.3137735945668496,2025-12-23 12:30:50.599550,2025-12-23 12:31:19.463757,0 days 00:00:28.864207,0.00015930522616241006,COMPLETE
9,0.295921221258412,2025-12-23 12:31:19.475518,2025-12-23 12:31:48.336821,0 days 00:00:28.861303,0.0002607024758370766,COMPLETE
10,0.19760642467851847,2025-12-23 12:31:48.348844,2025-12-23 12:32:17.306003,0 days 00:00:28.957159,4.194601131160366e-05,COMPLETE
11,0.18078037770151864,2025-12-23 12:32:17.319096,2025-12-23 12:32:46.195707,0 days 00:00:28.876611,1.0142441256676946e-05,COMPLETE
12,0.17885369594255215,2025-12-23 12:32:46.218605,2025-12-23 12:33:15.093997,0 days 00:00:28.875392,2.584204865433121e-05,COMPLETE
13,0.17809438270271777,2025-12-23 12:33:15.108558,2025-12-23 12:33:43.978951,0 days 00:00:28.870393,2.3698268785731603e-05,COMPLETE
14,0.25343785414883024,2025-12-23 12:33:43.991246,2025-12-23 12:34:12.932142,0 days 00:00:28.940896,6.228997444898858e-05,COMPLETE
15,0.1792652674331429,2025-12-23 12:34:12.943909,2025-12-23 12:34:41.878012,0 days 00:00:28.934103,2.7909825068093165e-05,COMPLETE
16,0.18037884548065297,2025-12-23 12:34:41.889843,2025-12-23 12:35:10.801305,0 days 00:00:28.911462,1.641911905586424e-05,COMPLETE
17,0.1844038375925939,2025-12-23 12:35:10.811767,2025-12-23 12:35:39.735852,0 days 00:00:28.924085,3.474901712968186e-05,COMPLETE
18,0.2937721440199688,2025-12-23 12:35:39.746103,2025-12-23 12:36:08.628100,0 days 00:00:28.881997,9.756377654499412e-05,COMPLETE
19,0.23746561700488028,2025-12-23 12:36:08.644696,2025-12-23 12:36:37.557557,0 days 00:00:28.912861,5.743921379695772e-05,COMPLETE
20,0.17954985029066725,2025-12-23 12:36:37.572348,2025-12-23 12:37:06.519053,0 days 00:00:28.946705,1.54345858851688e-05,COMPLETE
21,0.17998098896927647,2025-12-23 12:37:06.530096,2025-12-23 12:37:35.327624,0 days 00:00:28.797528,2.1709314405482923e-05,COMPLETE
22,0.17860181531809452,2025-12-23 12:37:35.338846,2025-12-23 12:38:04.174375,0 days 00:00:28.835529,2.063774386940047e-05,COMPLETE
23,0.1903406201733017,2025-12-23 12:38:04.188546,2025-12-23 12:38:32.909999,0 days 00:00:28.721453,3.841288543549781e-05,COMPLETE
24,0.1804132021917017,2025-12-23 12:38:32.921375,2025-12-23 12:39:01.802042,0 days 00:00:28.880667,1.1284489695724916e-05,COMPLETE
25,0.2958026657362735,2025-12-23 12:39:01.812314,2025-12-23 12:39:30.723923,0 days 00:00:28.911609,9.055715353992103e-05,COMPLETE
26,0.1801578313250712,2025-12-23 12:39:30.734732,2025-12-23 12:39:59.548406,0 days 00:00:28.813674,1.7362166982993917e-05,COMPLETE
27,0.1799931776726105,2025-12-23 12:39:59.559367,2025-12-23 12:40:28.459154,0 days 00:00:28.899787,2.9957448120990464e-05,COMPLETE
28,0.2126786628975001,2025-12-23 12:40:28.471415,2025-12-23 12:40:57.353402,0 days 00:00:28.881987,5.042138193028106e-05,COMPLETE
29,0.2706755855086597,2025-12-23 12:40:57.367906,2025-12-23 12:41:26.214412,0 days 00:00:28.846506,6.724577944902844e-05,COMPLETE
30,0.18011933632809163,2025-12-23 12:41:26.225417,2025-12-23 12:41:55.212763,0 days 00:00:28.987346,2.1315663964488833e-05,COMPLETE
31,0.17945832833845624,2025-12-23 12:41:55.223478,2025-12-23 12:42:24.157539,0 days 00:00:28.934061,1.5721335622863503e-05,COMPLETE
32,0.17864677912717444,2025-12-23 12:42:24.173169,2025-12-23 12:42:53.134742,0 days 00:00:28.961573,2.4804869017344286e-05,COMPLETE
33,0.19037049759173608,2025-12-23 12:42:53.151469,2025-12-23 12:43:22.064679,0 days 00:00:28.913210,3.842032562509468e-05,COMPLETE
34,0.17863419477881223,2025-12-23 12:43:22.075526,2025-12-23 12:43:50.952385,0 days 00:00:28.876859,1.899506366471908e-05,COMPLETE
35,0.18023645367593286,2025-12-23 12:43:50.963282,2025-12-23 12:44:19.913582,0 days 00:00:28.950300,1.1753040267662469e-05,COMPLETE
36,0.17993383433295065,2025-12-23 12:44:19.924437,2025-12-23 12:44:48.870911,0 days 00:00:28.946474,1.361460511029764e-05,COMPLETE
37,0.19906886146254515,2025-12-23 12:44:48.888553,2025-12-23 12:45:17.823662,0 days 00:00:28.935109,0.0009818226878189125,COMPLETE
38,0.31257147367421495,2025-12-23 12:45:17.834830,2025-12-23 12:45:46.737232,0 days 00:00:28.902402,0.00015089512900106275,COMPLETE
39,0.18048971543823888,2025-12-23 12:45:46.750873,2025-12-23 12:46:16.044440,0 days 00:00:29.293567,3.096059593875119e-05,COMPLETE
40,0.21469186365042175,2025-12-23 12:46:16.055724,2025-12-23 12:46:44.900844,0 days 00:00:28.845120,0.0005339037562131424,COMPLETE
41,0.1784528444290596,2025-12-23 12:46:44.912014,2025-12-23 12:47:13.806554,0 days 00:00:28.894540,2.0477089267866283e-05,COMPLETE
42,0.1785464172527751,2025-12-23 12:47:13.817553,2025-12-23 12:47:42.754887,0 days 00:00:28.937334,2.061204666603592e-05,COMPLETE
43,0.20706216890418377,2025-12-23 12:47:42.766012,2025-12-23 12:48:11.763740,0 days 00:00:28.997728,4.7253611349799265e-05,COMPLETE
44,0.17866748737554772,2025-12-23 12:48:11.775242,2025-12-23 12:48:40.709875,0 days 00:00:28.934633,2.483587905829434e-05,COMPLETE
45,0.17996665419296715,2025-12-23 12:48:40.721857,2025-12-23 12:49:09.646125,0 days 00:00:28.924268,1.3437145398724397e-05,COMPLETE
46,0.2897342325106011,2025-12-23 12:49:09.657448,2025-12-23 12:49:38.630858,0 days 00:00:28.973410,7.835572577725647e-05,COMPLETE
47,0.1807158099873892,2025-12-23 12:49:38.642088,2025-12-23 12:50:07.544901,0 days 00:00:28.902813,1.0530361579665647e-05,COMPLETE
48,0.18221819525099822,2025-12-23 12:50:07.556077,2025-12-23 12:50:36.437810,0 days 00:00:28.881733,3.289625819502738e-05,COMPLETE
49,0.3028502237025504,2025-12-23 12:50:36.448897,2025-12-23 12:51:05.357841,0 days 00:00:28.908944,0.00012418981314546735,COMPLETE
50,0.17811710827038713,2025-12-23 12:51:05.369064,2025-12-23 12:51:34.304975,0 days 00:00:28.935911,2.356936842613593e-05,COMPLETE
51,0.17885641420079987,2025-12-23 12:51:34.315702,2025-12-23 12:52:03.278683,0 days 00:00:28.962981,2.5871511746583064e-05,COMPLETE
52,0.17995876673221534,2025-12-23 12:52:03.289655,2025-12-23 12:52:32.236690,0 days 00:00:28.947035,2.1007662688707922e-05,COMPLETE
53,0.1800457846834871,2025-12-23 12:52:32.247063,2025-12-23 12:53:01.165368,0 days 00:00:28.918305,1.7445002555378028e-05,COMPLETE
54,0.2962150509710193,2025-12-23 12:53:01.176264,2025-12-23 12:53:30.209432,0 days 00:00:29.033168,0.00025695327964024464,COMPLETE
55,0.20408609637678207,2025-12-23 12:53:30.220198,2025-12-23 12:53:59.256352,0 days 00:00:29.036154,4.5538773128324805e-05,COMPLETE
56,0.1800224405094402,2025-12-23 12:53:59.267931,2025-12-23 12:54:28.244257,0 days 00:00:28.976326,1.319700678217366e-05,COMPLETE
57,0.17840574671629447,2025-12-23 12:54:28.255077,2025-12-23 12:54:57.355350,0 days 00:00:29.100273,2.432738992875609e-05,COMPLETE
58,0.178793098046713,2025-12-23 12:54:57.366056,2025-12-23 12:55:26.336520,0 days 00:00:28.970464,2.5440812806417905e-05,COMPLETE
59,0.18437179771389967,2025-12-23 12:55:26.347936,2025-12-23 12:55:55.280268,0 days 00:00:28.932332,3.472483077428179e-05,COMPLETE
60,0.1797781441925237,2025-12-23 12:55:55.292199,2025-12-23 12:56:24.200586,0 days 00:00:28.908387,1.4651547752368258e-05,COMPLETE
61,0.17859934872331068,2025-12-23 12:56:24.212259,2025-12-23 12:56:53.216996,0 days 00:00:29.004737,1.862918663701514e-05,COMPLETE
62,0.18002004870335117,2025-12-23 12:56:53.230417,2025-12-23 12:57:22.268886,0 days 00:00:29.038469,2.2668261146207605e-05,COMPLETE
63,0.1795289361528396,2025-12-23 12:57:22.286393,2025-12-23 12:57:51.323311,0 days 00:00:29.036918,2.840692787049653e-05,COMPLETE
64,0.19239873650414113,2025-12-23 12:57:51.336901,2025-12-23 12:58:20.278035,0 days 00:00:28.941134,3.951933701995733e-05,COMPLETE
65,0.18024626028613835,2025-12-23 12:58:20.290581,2025-12-23 12:58:49.276847,0 days 00:00:28.986266,1.688389789093454e-05,COMPLETE
66,0.1785758187286096,2025-12-23 12:58:49.287184,2025-12-23 12:59:18.373338,0 days 00:00:29.086154,2.0005402186628374e-05,COMPLETE
67,0.1781249286171557,2025-12-23 12:59:18.384430,2025-12-23 12:59:47.336712,0 days 00:00:28.952282,2.3120526858352327e-05,COMPLETE
68,0.1795305807447455,2025-12-23 12:59:47.354733,2025-12-23 13:00:16.303698,0 days 00:00:28.948965,2.8548272003870865e-05,COMPLETE
69,0.2247685847246796,2025-12-23 13:00:16.314563,2025-12-23 13:00:45.326697,0 days 00:00:29.012134,5.4460412834113016e-05,COMPLETE
70,0.18025429886700853,2025-12-23 13:00:45.337925,2025-12-23 13:01:14.363943,0 days 00:00:29.026018,1.2090375121681757e-05,COMPLETE
71,0.18002620093352487,2025-12-23 13:01:14.376923,2025-12-23 13:01:43.428413,0 days 00:00:29.051490,2.1490552636411963e-05,COMPLETE
72,0.1781754589008226,2025-12-23 13:01:43.439649,2025-12-23 13:02:12.487849,0 days 00:00:29.048200,2.3394003497928086e-05,COMPLETE
73,0.17945288701254167,2025-12-23 13:02:12.500278,2025-12-23 13:02:41.511214,0 days 00:00:29.010936,1.5693857236566403e-05,COMPLETE
74,0.1786263053145452,2025-12-23 13:02:41.521883,2025-12-23 13:03:10.520248,0 days 00:00:28.998365,2.4740661203957136e-05,COMPLETE
75,0.1839934965329115,2025-12-23 13:03:10.532432,2025-12-23 13:03:39.573946,0 days 00:00:29.041514,3.440348650312794e-05,COMPLETE
76,0.1800364937329561,2025-12-23 13:03:39.585730,2025-12-23 13:04:08.706827,0 days 00:00:29.121097,2.993843516586979e-05,COMPLETE
77,0.1987381117097317,2025-12-23 13:04:08.717725,2025-12-23 13:04:37.777457,0 days 00:00:29.059732,4.2631312056683295e-05,COMPLETE
78,0.17886044889555772,2025-12-23 13:04:37.788213,2025-12-23 13:05:06.888678,0 days 00:00:29.100465,1.8015699725180707e-05,COMPLETE
79,0.18022984947542822,2025-12-23 13:05:06.899425,2025-12-23 13:05:35.834231,0 days 00:00:28.934806,2.3309541280071508e-05,COMPLETE
80,0.18764230380700064,2025-12-23 13:05:35.845516,2025-12-23 13:06:04.791820,0 days 00:00:28.946304,3.682433351553547e-05,COMPLETE
81,0.178661337818442,2025-12-23 13:06:04.807097,2025-12-23 13:06:33.629750,0 days 00:00:28.822653,1.9799977631025137e-05,COMPLETE
