number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.2504688770494609,2025-12-23 10:58:29.856738,2025-12-23 10:59:00.599006,0 days 00:00:30.742268,5.6115164153345e-05,COMPLETE
1,0.22379650053612804,2025-12-23 10:59:00.622959,2025-12-23 10:59:29.506872,0 days 00:00:28.883913,0.0007969454818643932,COMPLETE
2,0.22141315630320071,2025-12-23 10:59:29.525105,2025-12-23 10:59:58.167252,0 days 00:00:28.642147,0.000291063591313307,COMPLETE
3,0.2307783611154621,2025-12-23 10:59:58.183141,2025-12-23 11:00:26.762494,0 days 00:00:28.579353,0.00015751320499779721,COMPLETE
4,0.16706958724912524,2025-12-23 11:00:26.776909,2025-12-23 11:00:55.861994,0 days 00:00:29.085085,2.0513382630874486e-05,COMPLETE
5,0.16706932659749332,2025-12-23 11:00:55.879374,2025-12-23 11:01:25.131243,0 days 00:00:29.251869,2.0511104188433963e-05,COMPLETE
6,0.1662138028430325,2025-12-23 11:01:25.149461,2025-12-23 11:01:54.242886,0 days 00:00:29.093425,1.3066739238053272e-05,COMPLETE
7,0.2190125812908752,2025-12-23 11:01:54.256425,2025-12-23 11:02:23.324582,0 days 00:00:29.068157,0.0005399484409787432,COMPLETE
8,0.23093601519500523,2025-12-23 11:02:23.336697,2025-12-23 11:02:52.451425,0 days 00:00:29.114728,0.00015930522616241006,COMPLETE
9,0.2233411998293993,2025-12-23 11:02:52.463433,2025-12-23 11:03:21.855077,0 days 00:00:29.391644,0.0002607024758370766,COMPLETE
10,0.16597296468565378,2025-12-23 11:03:21.868888,2025-12-23 11:03:50.980556,0 days 00:00:29.111668,1.0991587445851024e-05,COMPLETE
11,0.16581667052038493,2025-12-23 11:03:50.994069,2025-12-23 11:04:20.137447,0 days 00:00:29.143378,1.0085513452139397e-05,COMPLETE
12,0.2185031443424157,2025-12-23 11:04:20.153845,2025-12-23 11:04:49.348397,0 days 00:00:29.194552,4.5027954628441e-05,COMPLETE
13,0.16583725660682253,2025-12-23 11:04:49.360398,2025-12-23 11:05:18.679485,0 days 00:00:29.319087,1.0243674778871204e-05,COMPLETE
14,0.2127006669649776,2025-12-23 11:05:18.691799,2025-12-23 11:05:47.844629,0 days 00:00:29.152830,4.319063967617346e-05,COMPLETE
15,0.16884042131961724,2025-12-23 11:05:47.856605,2025-12-23 11:06:17.193002,0 days 00:00:29.336397,2.226390089590187e-05,COMPLETE
16,0.16585970663976982,2025-12-23 11:06:17.205213,2025-12-23 11:06:46.407769,0 days 00:00:29.202556,1.0374811140004835e-05,COMPLETE
17,0.1873472772849561,2025-12-23 11:06:46.419767,2025-12-23 11:07:15.991595,0 days 00:00:29.571828,3.0096913737522597e-05,COMPLETE
18,0.26511113182362894,2025-12-23 11:07:16.003083,2025-12-23 11:07:45.156653,0 days 00:00:29.153570,8.24316002964677e-05,COMPLETE
19,0.1666682264983141,2025-12-23 11:07:45.169470,2025-12-23 11:08:14.363351,0 days 00:00:29.193881,1.7828136233907425e-05,COMPLETE
20,0.26417907212126684,2025-12-23 11:08:14.374935,2025-12-23 11:08:43.526746,0 days 00:00:29.151811,8.680079239519449e-05,COMPLETE
