number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.19057796450716152,2025-12-23 16:06:19.025319,2025-12-23 16:06:48.293910,0 days 00:00:29.268591,5.6115164153345e-05,COMPLETE
1,0.1929644547089988,2025-12-23 16:06:48.309319,2025-12-23 16:07:17.356559,0 days 00:00:29.047240,0.0007969454818643932,COMPLETE
2,0.23378408465984402,2025-12-23 16:07:17.367556,2025-12-23 16:07:46.373233,0 days 00:00:29.005677,0.000291063591313307,COMPLETE
3,0.24332045854344655,2025-12-23 16:07:46.386377,2025-12-23 16:08:15.377918,0 days 00:00:28.991541,0.00015751320499779721,COMPLETE
4,0.21918702929444342,2025-12-23 16:08:15.390352,2025-12-23 16:08:44.440740,0 days 00:00:29.050388,2.0513382630874486e-05,COMPLETE
5,0.21919288713511076,2025-12-23 16:08:44.451680,2025-12-23 16:09:13.615736,0 days 00:00:29.164056,2.0511104188433963e-05,COMPLETE
6,0.222686948259306,2025-12-23 16:09:13.627731,2025-12-23 16:09:42.646241,0 days 00:00:29.018510,1.3066739238053272e-05,COMPLETE
7,0.21561548293598956,2025-12-23 16:09:42.657056,2025-12-23 16:10:11.724089,0 days 00:00:29.067033,0.0005399484409787432,COMPLETE
8,0.24648281644356357,2025-12-23 16:10:11.736177,2025-12-23 16:10:40.779205,0 days 00:00:29.043028,0.00015930522616241006,COMPLETE
9,0.23432368749958815,2025-12-23 16:10:40.792430,2025-12-23 16:11:09.839715,0 days 00:00:29.047285,0.0002607024758370766,COMPLETE
10,0.19058546281211486,2025-12-23 16:11:09.850302,2025-12-23 16:11:38.842680,0 days 00:00:28.992378,5.6098759789230884e-05,COMPLETE
11,0.1905053049513015,2025-12-23 16:11:38.854031,2025-12-23 16:12:07.804460,0 days 00:00:28.950429,5.686536606827121e-05,COMPLETE
12,0.19205532830476205,2025-12-23 16:12:07.817772,2025-12-23 16:12:36.826702,0 days 00:00:29.008930,5.0941963733263534e-05,COMPLETE
13,0.19022100421257118,2025-12-23 16:12:36.837825,2025-12-23 16:13:05.849182,0 days 00:00:29.011357,6.329443279587906e-05,COMPLETE
