number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.21655277644111953,2025-12-22 16:40:27.728444,2025-12-22 16:40:52.240146,0 days 00:00:24.511702,5.6115164153345e-05,COMPLETE
1,0.20150247375643363,2025-12-22 16:40:52.258593,2025-12-22 16:41:16.537198,0 days 00:00:24.278605,0.0007969454818643932,COMPLETE
2,0.21938099666136393,2025-12-22 16:41:16.551067,2025-12-22 16:41:40.864120,0 days 00:00:24.313053,0.000291063591313307,COMPLETE
3,0.21160596705545398,2025-12-22 16:41:40.875808,2025-12-22 16:42:05.154928,0 days 00:00:24.279120,0.00015751320499779721,COMPLETE
4,0.21358757488113658,2025-12-22 16:42:05.167323,2025-12-22 16:42:29.510002,0 days 00:00:24.342679,2.0513382630874486e-05,COMPLETE
5,0.21358634500949836,2025-12-22 16:42:29.521774,2025-12-22 16:42:53.843642,0 days 00:00:24.321868,2.0511104188433963e-05,COMPLETE
6,0.1818365046314263,2025-12-22 16:42:53.854995,2025-12-22 16:43:18.219398,0 days 00:00:24.364403,1.3066739238053272e-05,COMPLETE
7,0.20183888290872706,2025-12-22 16:43:18.232836,2025-12-22 16:43:42.539591,0 days 00:00:24.306755,0.0005399484409787432,COMPLETE
8,0.21193769906673174,2025-12-22 16:43:42.550902,2025-12-22 16:44:07.156630,0 days 00:00:24.605728,0.00015930522616241006,COMPLETE
9,0.22493390656788934,2025-12-22 16:44:07.168391,2025-12-22 16:44:31.575846,0 days 00:00:24.407455,0.0002607024758370766,COMPLETE
10,0.17210230047762187,2025-12-22 16:44:31.588341,2025-12-22 16:44:56.056991,0 days 00:00:24.468650,1.0991587445851024e-05,COMPLETE
11,0.1710075864359815,2025-12-22 16:44:56.079302,2025-12-22 16:45:20.597041,0 days 00:00:24.517739,1.0085513452139397e-05,COMPLETE
12,0.2190215125134653,2025-12-22 16:45:20.611369,2025-12-22 16:45:45.069248,0 days 00:00:24.457879,4.5027954628441e-05,COMPLETE
13,0.1711453697790051,2025-12-22 16:45:45.080621,2025-12-22 16:46:09.454058,0 days 00:00:24.373437,1.0243674778871204e-05,COMPLETE
14,0.21834173083558422,2025-12-22 16:46:09.466373,2025-12-22 16:46:33.943589,0 days 00:00:24.477216,4.319063967617346e-05,COMPLETE
15,0.21569178303315859,2025-12-22 16:46:33.957708,2025-12-22 16:46:58.392614,0 days 00:00:24.434906,2.226390089590187e-05,COMPLETE
16,0.17127530203269362,2025-12-22 16:46:58.411381,2025-12-22 16:47:22.969011,0 days 00:00:24.557630,1.0374811140004835e-05,COMPLETE
17,0.22203989683127942,2025-12-22 16:47:22.980176,2025-12-22 16:47:47.403981,0 days 00:00:24.423805,3.0096913737522597e-05,COMPLETE
18,0.20886112509524285,2025-12-22 16:47:47.416233,2025-12-22 16:48:12.009778,0 days 00:00:24.593545,8.24316002964677e-05,COMPLETE
19,0.2083518863209765,2025-12-22 16:48:12.021293,2025-12-22 16:48:36.501979,0 days 00:00:24.480686,1.7828136233907425e-05,COMPLETE
20,0.20670059184220482,2025-12-22 16:48:36.514924,2025-12-22 16:49:00.979601,0 days 00:00:24.464677,8.680079239519449e-05,COMPLETE
21,0.17108172963002474,2025-12-22 16:49:00.991166,2025-12-22 16:49:25.401926,0 days 00:00:24.410760,1.01705748066487e-05,COMPLETE
22,0.1887967488042519,2025-12-22 16:49:25.414269,2025-12-22 16:49:49.778492,0 days 00:00:24.364223,1.3952335170832857e-05,COMPLETE
23,0.22181208058244023,2025-12-22 16:49:49.789978,2025-12-22 16:50:14.239542,0 days 00:00:24.449564,3.195147068196975e-05,COMPLETE
24,0.19790415213101337,2025-12-22 16:50:14.251110,2025-12-22 16:50:38.703093,0 days 00:00:24.451983,1.5327450382202264e-05,COMPLETE
25,0.22200840148735765,2025-12-22 16:50:38.722875,2025-12-22 16:51:03.272250,0 days 00:00:24.549375,2.9944692759565228e-05,COMPLETE
26,0.1711195324195292,2025-12-22 16:51:03.283084,2025-12-22 16:51:27.760821,0 days 00:00:24.477737,1.0212834311928681e-05,COMPLETE
27,0.21835015228277205,2025-12-22 16:51:27.773493,2025-12-22 16:51:52.333063,0 days 00:00:24.559570,2.4429374588426232e-05,COMPLETE
28,0.19646721656665705,2025-12-22 16:51:52.344354,2025-12-22 16:52:16.805704,0 days 00:00:24.461350,1.5065624547639077e-05,COMPLETE
29,0.21315773525342313,2025-12-22 16:52:16.817642,2025-12-22 16:52:41.359393,0 days 00:00:24.541751,5.959206131645761e-05,COMPLETE
30,0.21912743452627237,2025-12-22 16:52:41.376770,2025-12-22 16:53:05.890994,0 days 00:00:24.514224,4.118141977224809e-05,COMPLETE
31,0.17111735846220805,2025-12-22 16:53:05.902083,2025-12-22 16:53:30.471845,0 days 00:00:24.569762,1.0210395731198687e-05,COMPLETE
32,0.17966978458098173,2025-12-22 16:53:30.483686,2025-12-22 16:53:54.989752,0 days 00:00:24.506066,1.2795867463903123e-05,COMPLETE
33,0.20446898345447076,2025-12-22 16:53:55.000855,2025-12-22 16:54:19.506900,0 days 00:00:24.506045,1.6828628237867045e-05,COMPLETE
