number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.15770240644390035,2025-12-22 18:46:05.554692,2025-12-22 18:46:31.053945,0 days 00:00:25.499253,5.6115164153345e-05,COMPLETE
1,0.2845442841005015,2025-12-22 18:46:31.069922,2025-12-22 18:46:56.234415,0 days 00:00:25.164493,0.0007969454818643932,COMPLETE
2,0.24564161046312644,2025-12-22 18:46:56.247223,2025-12-22 18:47:21.867730,0 days 00:00:25.620507,0.000291063591313307,COMPLETE
3,0.17818558201207138,2025-12-22 18:47:21.906654,2025-12-22 18:47:46.917365,0 days 00:00:25.010711,0.00015751320499779721,COMPLETE
4,0.15912007821538324,2025-12-22 18:47:46.928790,2025-12-22 18:48:11.650053,0 days 00:00:24.721263,2.0513382630874486e-05,COMPLETE
5,0.15912127608780893,2025-12-22 18:48:11.662718,2025-12-22 18:48:36.866490,0 days 00:00:25.203772,2.0511104188433963e-05,COMPLETE
6,0.1606036090258259,2025-12-22 18:48:36.879064,2025-12-22 18:49:01.828438,0 days 00:00:24.949374,1.3066739238053272e-05,COMPLETE
7,0.26889128859205597,2025-12-22 18:49:01.841402,2025-12-22 18:49:26.892442,0 days 00:00:25.051040,0.0005399484409787432,COMPLETE
8,0.17918583405768865,2025-12-22 18:49:26.904156,2025-12-22 18:49:52.012410,0 days 00:00:25.108254,0.00015930522616241006,COMPLETE
9,0.23236195833524384,2025-12-22 18:49:52.023492,2025-12-22 18:50:17.279468,0 days 00:00:25.255976,0.0002607024758370766,COMPLETE
10,0.1577194202960117,2025-12-22 18:50:17.292169,2025-12-22 18:50:43.557180,0 days 00:00:26.265011,5.6098759789230884e-05,COMPLETE
11,0.1577191174488828,2025-12-22 18:50:43.569651,2025-12-22 18:51:08.851831,0 days 00:00:25.282180,5.686536606827121e-05,COMPLETE
12,0.15779632661676074,2025-12-22 18:51:08.865263,2025-12-22 18:51:33.770087,0 days 00:00:24.904824,5.0941963733263534e-05,COMPLETE
13,0.15840137972967702,2025-12-22 18:51:33.783829,2025-12-22 18:51:58.973215,0 days 00:00:25.189386,6.329443279587906e-05,COMPLETE
14,0.1571008904800161,2025-12-22 18:51:58.985481,2025-12-22 18:52:25.021308,0 days 00:00:26.035827,3.3848570129075296e-05,COMPLETE
15,0.15736546689465428,2025-12-22 18:52:25.037014,2025-12-22 18:52:50.779248,0 days 00:00:25.742234,3.062573525695224e-05,COMPLETE
16,0.1577304318865514,2025-12-22 18:52:50.791377,2025-12-22 18:53:15.351763,0 days 00:00:24.560386,2.744896697245613e-05,COMPLETE
17,0.16118606093441457,2025-12-22 18:53:15.364060,2025-12-22 18:53:40.167607,0 days 00:00:24.803547,1.0789468588186887e-05,COMPLETE
18,0.15706852441544816,2025-12-22 18:53:40.179829,2025-12-22 18:54:06.039355,0 days 00:00:25.859526,3.372878005937231e-05,COMPLETE
19,0.15887063014991665,2025-12-22 18:54:06.055545,2025-12-22 18:54:30.859510,0 days 00:00:24.803965,0.0001130274971447684,COMPLETE
20,0.15716838127017677,2025-12-22 18:54:30.871513,2025-12-22 18:54:55.508587,0 days 00:00:24.637074,3.402351781829155e-05,COMPLETE
21,0.15711882220370443,2025-12-22 18:54:55.522146,2025-12-22 18:55:20.349057,0 days 00:00:24.826911,3.487266155290102e-05,COMPLETE
22,0.15976145164804326,2025-12-22 18:55:20.362576,2025-12-22 18:55:46.196648,0 days 00:00:25.834072,1.7976738764417667e-05,COMPLETE
23,0.15933301049260182,2025-12-22 18:55:46.211545,2025-12-22 18:56:12.326183,0 days 00:00:26.114638,8.912243356654349e-05,COMPLETE
24,0.15697533818473347,2025-12-22 18:56:12.337950,2025-12-22 18:56:36.892950,0 days 00:00:24.555000,4.037359080599233e-05,COMPLETE
25,0.15824049082950623,2025-12-22 18:56:36.905840,2025-12-22 18:57:01.539870,0 days 00:00:24.634030,8.162919995305227e-05,COMPLETE
