number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.1619630401003128,2025-12-24 13:48:26.626388,2025-12-24 13:49:00.841239,0 days 00:00:34.214851,5.6115164153345e-05,COMPLETE
1,0.3462999273173513,2025-12-24 13:49:00.859787,2025-12-24 13:49:34.671615,0 days 00:00:33.811828,0.0007969454818643932,COMPLETE
2,0.3944712477364668,2025-12-24 13:49:34.685294,2025-12-24 13:50:08.412824,0 days 00:00:33.727530,0.000291063591313307,COMPLETE
3,0.329757351617657,2025-12-24 13:50:08.428932,2025-12-24 13:50:42.060238,0 days 00:00:33.631306,0.00015751320499779721,COMPLETE
4,0.1505382817975352,2025-12-24 13:50:42.071801,2025-12-24 13:51:15.758009,0 days 00:00:33.686208,2.0513382630874486e-05,COMPLETE
5,0.15057543770315726,2025-12-24 13:51:15.770863,2025-12-24 13:51:49.692752,0 days 00:00:33.921889,2.0511104188433963e-05,COMPLETE
6,0.16863267142860616,2025-12-24 13:51:49.707162,2025-12-24 13:52:23.628363,0 days 00:00:33.921201,1.3066739238053272e-05,COMPLETE
7,0.33998072251128014,2025-12-24 13:52:23.642481,2025-12-24 13:52:57.691703,0 days 00:00:34.049222,0.0005399484409787432,COMPLETE
8,0.3257954844501286,2025-12-24 13:52:57.703348,2025-12-24 13:53:32.065799,0 days 00:00:34.362451,0.00015930522616241006,COMPLETE
9,0.44347283721912184,2025-12-24 13:53:32.078769,2025-12-24 13:54:07.075773,0 days 00:00:34.997004,0.0002607024758370766,COMPLETE
10,0.1581828002807257,2025-12-24 13:54:07.087797,2025-12-24 13:54:42.603228,0 days 00:00:35.515431,4.194601131160366e-05,COMPLETE
11,0.1717583913898467,2025-12-24 13:54:42.619552,2025-12-24 13:55:18.124431,0 days 00:00:35.504879,1.0142441256676946e-05,COMPLETE
12,0.15500023518719713,2025-12-24 13:55:18.145695,2025-12-24 13:55:53.389429,0 days 00:00:35.243734,2.584204865433121e-05,COMPLETE
