number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.505163083143817,2025-12-22 22:10:19.319196,2025-12-22 22:10:46.544205,0 days 00:00:27.225009,5.6115164153345e-05,COMPLETE
1,0.41819220293883275,2025-12-22 22:10:46.559580,2025-12-22 22:11:13.498695,0 days 00:00:26.939115,0.0007969454818643932,COMPLETE
2,0.4783201088407506,2025-12-22 22:11:13.512951,2025-12-22 22:11:40.757307,0 days 00:00:27.244356,0.000291063591313307,COMPLETE
3,0.4826507984007124,2025-12-22 22:11:40.772086,2025-12-22 22:12:07.587539,0 days 00:00:26.815453,0.00015751320499779721,COMPLETE
4,0.5156198964213002,2025-12-22 22:12:07.599381,2025-12-22 22:12:34.362725,0 days 00:00:26.763344,2.0513382630874486e-05,COMPLETE
5,0.5156034007244615,2025-12-22 22:12:34.374108,2025-12-22 22:13:01.390699,0 days 00:00:27.016591,2.0511104188433963e-05,COMPLETE
6,0.501866850997879,2025-12-22 22:13:01.402807,2025-12-22 22:13:28.209778,0 days 00:00:26.806971,1.3066739238053272e-05,COMPLETE
7,0.4563170825800869,2025-12-22 22:13:28.221509,2025-12-22 22:13:55.209557,0 days 00:00:26.988048,0.0005399484409787432,COMPLETE
8,0.47959510226887253,2025-12-22 22:13:55.221372,2025-12-22 22:14:22.221408,0 days 00:00:27.000036,0.00015930522616241006,COMPLETE
9,0.4851492431134894,2025-12-22 22:14:22.234519,2025-12-22 22:14:49.113021,0 days 00:00:26.878502,0.0002607024758370766,COMPLETE
10,0.4307514592757463,2025-12-22 22:14:49.125763,2025-12-22 22:15:16.099309,0 days 00:00:26.973546,0.0009098916702684729,COMPLETE
11,0.42179072413867097,2025-12-22 22:15:16.111402,2025-12-22 22:15:43.079300,0 days 00:00:26.967898,0.0007340472227986773,COMPLETE
12,0.4288785189009074,2025-12-22 22:15:43.096828,2025-12-22 22:16:10.039136,0 days 00:00:26.942308,0.0009080804302758683,COMPLETE
13,0.4629998215065584,2025-12-22 22:16:10.051123,2025-12-22 22:16:36.978096,0 days 00:00:26.926973,0.00044480554216573277,COMPLETE
14,0.5057078597092006,2025-12-22 22:16:36.990420,2025-12-22 22:17:04.039360,0 days 00:00:27.048940,6.376316586433535e-05,COMPLETE
15,0.45648378981610466,2025-12-22 22:17:04.054191,2025-12-22 22:17:31.016739,0 days 00:00:26.962548,0.0005247086148453281,COMPLETE
16,0.43398536351830036,2025-12-22 22:17:31.028908,2025-12-22 22:17:58.016408,0 days 00:00:26.987500,0.0009265121459509277,COMPLETE
17,0.55276968026211,2025-12-22 22:17:58.036498,2025-12-22 22:18:25.011912,0 days 00:00:26.975414,0.00010912266841256696,COMPLETE
18,0.46791839928193174,2025-12-22 22:18:25.024590,2025-12-22 22:18:52.218930,0 days 00:00:27.194340,0.0003085473344630517,COMPLETE
19,0.4534746213681575,2025-12-22 22:18:52.230356,2025-12-22 22:19:19.158460,0 days 00:00:26.928104,0.0004914810601278283,COMPLETE
20,0.5059693162747055,2025-12-22 22:19:19.169969,2025-12-22 22:19:46.287028,0 days 00:00:27.117059,5.5574324227494496e-05,COMPLETE
21,0.43894286120253756,2025-12-22 22:19:46.299834,2025-12-22 22:20:13.169492,0 days 00:00:26.869658,0.000886887943635343,COMPLETE
22,0.436280969567176,2025-12-22 22:20:13.180698,2025-12-22 22:20:40.142221,0 days 00:00:26.961523,0.0006499325856238946,COMPLETE
23,0.4541698630183438,2025-12-22 22:20:40.154945,2025-12-22 22:21:07.762450,0 days 00:00:27.607505,0.00035471417921249706,COMPLETE
24,0.42634623198868316,2025-12-22 22:21:07.773521,2025-12-22 22:21:35.368708,0 days 00:00:27.595187,0.0007120946092126417,COMPLETE
25,0.4907962916219903,2025-12-22 22:21:35.379834,2025-12-22 22:22:02.099335,0 days 00:00:26.719501,0.0002044542946093694,COMPLETE
26,0.4400976760112056,2025-12-22 22:22:02.110916,2025-12-22 22:22:28.973753,0 days 00:00:26.862837,0.000665546134431216,COMPLETE
27,0.4605919594366587,2025-12-22 22:22:28.986981,2025-12-22 22:22:55.749994,0 days 00:00:26.763013,0.0004252920312608892,COMPLETE
28,0.43445294922485,2025-12-22 22:22:55.763826,2025-12-22 22:23:23.572973,0 days 00:00:27.809147,0.0006797244364824687,COMPLETE
29,0.520962709968889,2025-12-22 22:23:23.586061,2025-12-22 22:23:50.546376,0 days 00:00:26.960315,7.615213139498075e-05,COMPLETE
30,0.49692550312318606,2025-12-22 22:23:50.563051,2025-12-22 22:24:17.664966,0 days 00:00:27.101915,0.00022080383464462546,COMPLETE
31,0.42719185833196155,2025-12-22 22:24:17.676343,2025-12-22 22:24:44.925829,0 days 00:00:27.249486,0.0009974456115146857,COMPLETE
32,0.4326678186194484,2025-12-22 22:24:44.937853,2025-12-22 22:25:11.882127,0 days 00:00:26.944274,0.0006780466361933636,COMPLETE
33,0.45639357369942213,2025-12-22 22:25:11.895068,2025-12-22 22:25:39.029707,0 days 00:00:27.134639,0.00037157989013696433,COMPLETE
34,0.44160514710291465,2025-12-22 22:25:39.041164,2025-12-22 22:26:05.806125,0 days 00:00:26.764961,0.000974750580323302,COMPLETE
35,0.4407149533037079,2025-12-22 22:26:05.817343,2025-12-22 22:26:32.737735,0 days 00:00:26.920392,0.0006476885109161801,COMPLETE
36,0.5323173936130347,2025-12-22 22:26:32.749099,2025-12-22 22:26:59.834197,0 days 00:00:27.085098,4.1030262651232495e-05,COMPLETE
37,0.4303049234561115,2025-12-22 22:26:59.845923,2025-12-22 22:27:26.588931,0 days 00:00:26.743008,0.0007210607015664011,COMPLETE
38,0.5297176213107899,2025-12-22 22:27:26.607049,2025-12-22 22:27:53.336094,0 days 00:00:26.729045,3.235176940619828e-05,COMPLETE
39,0.5346524914748401,2025-12-22 22:27:53.347731,2025-12-22 22:28:20.972605,0 days 00:00:27.624874,0.00012705786961516677,COMPLETE
40,0.4794876268886464,2025-12-22 22:28:20.985340,2025-12-22 22:28:47.519896,0 days 00:00:26.534556,0.00028961603572682067,COMPLETE
41,0.42746861306655115,2025-12-22 22:28:47.531758,2025-12-22 22:29:14.194699,0 days 00:00:26.662941,0.0008336675617072538,COMPLETE
42,0.4573685741956187,2025-12-22 22:29:14.206628,2025-12-22 22:29:41.223838,0 days 00:00:27.017210,0.000531521484599044,COMPLETE
43,0.42198502484306355,2025-12-22 22:29:41.235049,2025-12-22 22:30:08.155470,0 days 00:00:26.920421,0.0007968742913868031,COMPLETE
44,0.4637386891896861,2025-12-22 22:30:08.166644,2025-12-22 22:30:35.130650,0 days 00:00:26.964006,0.000429298705944443,COMPLETE
45,0.451065865198717,2025-12-22 22:30:35.142591,2025-12-22 22:31:02.290187,0 days 00:00:27.147596,0.0005664678626605587,COMPLETE
46,0.43184412030999375,2025-12-22 22:31:02.301516,2025-12-22 22:31:29.218328,0 days 00:00:26.916812,0.0007770075652362211,COMPLETE
47,0.4291306788372801,2025-12-22 22:31:29.229438,2025-12-22 22:31:56.381007,0 days 00:00:27.151569,0.0009652119274978241,COMPLETE
48,0.4572239853521457,2025-12-22 22:31:56.393041,2025-12-22 22:32:23.471597,0 days 00:00:27.078556,0.0003663155689490569,COMPLETE
49,0.45047263653775327,2025-12-22 22:32:23.488657,2025-12-22 22:32:50.650993,0 days 00:00:27.162336,0.0005684615023801735,COMPLETE
50,0.4283742995136458,2025-12-22 22:32:50.662555,2025-12-22 22:33:17.831300,0 days 00:00:27.168745,0.0007954192897926846,COMPLETE
51,0.42953819272400556,2025-12-22 22:33:17.843486,2025-12-22 22:33:44.957933,0 days 00:00:27.114447,0.0007924821437042599,COMPLETE
52,0.5045240337595279,2025-12-22 22:33:44.969654,2025-12-22 22:34:12.109595,0 days 00:00:27.139941,1.395341675597673e-05,COMPLETE
53,0.4395317222250154,2025-12-22 22:34:12.120667,2025-12-22 22:34:39.610184,0 days 00:00:27.489517,0.0009881396355468416,COMPLETE
54,0.44419652545954125,2025-12-22 22:34:39.622083,2025-12-22 22:35:06.791913,0 days 00:00:27.169830,0.0005818907987997526,COMPLETE
55,0.4581101498453192,2025-12-22 22:35:06.805775,2025-12-22 22:35:34.013121,0 days 00:00:27.207346,0.00047299252878793134,COMPLETE
56,0.4323477071987667,2025-12-22 22:35:34.025114,2025-12-22 22:36:00.993777,0 days 00:00:26.968663,0.000819215676411036,COMPLETE
57,0.42829512875238923,2025-12-22 22:36:01.006871,2025-12-22 22:36:27.856720,0 days 00:00:26.849849,0.0008254327975808248,COMPLETE
58,0.4595369323685127,2025-12-22 22:36:27.868554,2025-12-22 22:36:55.034711,0 days 00:00:27.166157,0.00042240553454868867,COMPLETE
59,0.45097957504533165,2025-12-22 22:36:55.046375,2025-12-22 22:37:21.981371,0 days 00:00:26.934996,0.0005811223280193186,COMPLETE
60,0.46129472405579175,2025-12-22 22:37:21.992608,2025-12-22 22:37:49.113792,0 days 00:00:27.121184,0.00033207445445861177,COMPLETE
61,0.421576008921112,2025-12-22 22:37:49.126114,2025-12-22 22:38:16.093650,0 days 00:00:26.967536,0.0008112946393407428,COMPLETE
62,0.4339182363849095,2025-12-22 22:38:16.105757,2025-12-22 22:38:43.236534,0 days 00:00:27.130777,0.0009979336748784755,COMPLETE
63,0.4291660705046667,2025-12-22 22:38:43.248863,2025-12-22 22:39:10.199894,0 days 00:00:26.951031,0.0007181649282519305,COMPLETE
64,0.4355348310601536,2025-12-22 22:39:10.212526,2025-12-22 22:39:37.274760,0 days 00:00:27.062234,0.0006376689689724806,COMPLETE
65,0.46064538370785063,2025-12-22 22:39:37.286331,2025-12-22 22:40:04.403401,0 days 00:00:27.117070,0.0005041502737050489,COMPLETE
66,0.42452623162894976,2025-12-22 22:40:04.416435,2025-12-22 22:40:31.393912,0 days 00:00:26.977477,0.0008354456013998562,COMPLETE
67,0.4221749791962007,2025-12-22 22:40:31.409090,2025-12-22 22:40:58.421298,0 days 00:00:27.012208,0.0007339044102471295,COMPLETE
68,0.4971911507211568,2025-12-22 22:40:58.431964,2025-12-22 22:41:25.485511,0 days 00:00:27.053547,0.00022081258691302756,COMPLETE
69,0.4617124619582831,2025-12-22 22:41:25.499951,2025-12-22 22:41:52.506279,0 days 00:00:27.006328,0.0004671418722198329,COMPLETE
70,0.48613443674740103,2025-12-22 22:41:52.517693,2025-12-22 22:42:19.545652,0 days 00:00:27.027959,0.00026051651563877807,COMPLETE
71,0.42659947384402386,2025-12-22 22:42:19.557416,2025-12-22 22:42:46.695078,0 days 00:00:27.137662,0.000713905192426487,COMPLETE
72,0.4254726916755503,2025-12-22 22:42:46.709889,2025-12-22 22:43:13.757217,0 days 00:00:27.047328,0.0007276685949111411,COMPLETE
73,0.44027603826390366,2025-12-22 22:43:13.769140,2025-12-22 22:43:40.784375,0 days 00:00:27.015235,0.0006042769397473158,COMPLETE
74,0.41994252052650943,2025-12-22 22:43:40.797020,2025-12-22 22:44:07.887573,0 days 00:00:27.090553,0.0007428118834429686,COMPLETE
75,0.4270768609823048,2025-12-22 22:44:07.899271,2025-12-22 22:44:35.098471,0 days 00:00:27.199200,0.0008426261425266176,COMPLETE
76,0.4657171719109095,2025-12-22 22:44:35.115750,2025-12-22 22:45:02.186624,0 days 00:00:27.070874,0.0004048136441939925,COMPLETE
77,0.42689608578197924,2025-12-22 22:45:02.198710,2025-12-22 22:45:29.270483,0 days 00:00:27.071773,0.0007238388949946,COMPLETE
78,0.4599406379539787,2025-12-22 22:45:29.281860,2025-12-22 22:45:56.383531,0 days 00:00:27.101671,0.000511636313919514,COMPLETE
79,0.4356752673393358,2025-12-22 22:45:56.395940,2025-12-22 22:46:23.459972,0 days 00:00:27.064032,0.0006361136943033079,COMPLETE
80,0.4393194043487904,2025-12-22 22:46:23.471710,2025-12-22 22:46:50.617813,0 days 00:00:27.146103,0.0008861735391257158,COMPLETE
