number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.23248888945238716,2025-12-22 17:42:22.685196,2025-12-22 17:42:47.901969,0 days 00:00:25.216773,5.6115164153345e-05,COMPLETE
1,0.27999771792723943,2025-12-22 17:42:47.917597,2025-12-22 17:43:12.965516,0 days 00:00:25.047919,0.0007969454818643932,COMPLETE
2,0.2818108654920511,2025-12-22 17:43:12.977351,2025-12-22 17:43:38.027653,0 days 00:00:25.050302,0.000291063591313307,COMPLETE
3,0.2678951491373815,2025-12-22 17:43:38.039667,2025-12-22 17:44:03.024425,0 days 00:00:24.984758,0.00015751320499779721,COMPLETE
4,0.24782980367685917,2025-12-22 17:44:03.036024,2025-12-22 17:44:28.053642,0 days 00:00:25.017618,2.0513382630874486e-05,COMPLETE
5,0.24781355263374932,2025-12-22 17:44:28.065190,2025-12-22 17:44:53.207011,0 days 00:00:25.141821,2.0511104188433963e-05,COMPLETE
6,0.23823856962556816,2025-12-22 17:44:53.219549,2025-12-22 17:45:19.304449,0 days 00:00:26.084900,1.3066739238053272e-05,COMPLETE
7,0.26213639033748964,2025-12-22 17:45:19.317069,2025-12-22 17:45:45.391830,0 days 00:00:26.074761,0.0005399484409787432,COMPLETE
8,0.27142480691194676,2025-12-22 17:45:45.404611,2025-12-22 17:46:11.184714,0 days 00:00:25.780103,0.00015930522616241006,COMPLETE
9,0.3016239860599869,2025-12-22 17:46:11.201041,2025-12-22 17:46:36.840405,0 days 00:00:25.639364,0.0002607024758370766,COMPLETE
10,0.23252684253756545,2025-12-22 17:46:36.855234,2025-12-22 17:47:02.762607,0 days 00:00:25.907373,5.6098759789230884e-05,COMPLETE
11,0.23262140908039688,2025-12-22 17:47:02.775356,2025-12-22 17:47:28.661298,0 days 00:00:25.885942,5.686536606827121e-05,COMPLETE
12,0.23228816737756697,2025-12-22 17:47:28.675471,2025-12-22 17:47:54.129808,0 days 00:00:25.454337,5.039509209159561e-05,COMPLETE
13,0.23160225808017934,2025-12-22 17:47:54.144307,2025-12-22 17:48:19.563415,0 days 00:00:25.419108,4.939713749567097e-05,COMPLETE
14,0.23048731668506953,2025-12-22 17:48:19.577924,2025-12-22 17:48:44.796647,0 days 00:00:25.218723,3.062334729257135e-05,COMPLETE
15,0.23170280065258897,2025-12-22 17:48:44.816249,2025-12-22 17:49:09.978000,0 days 00:00:25.161751,2.877692052749956e-05,COMPLETE
16,0.2378559008514605,2025-12-22 17:49:09.990923,2025-12-22 17:49:35.513483,0 days 00:00:25.522560,1.0744583847151165e-05,COMPLETE
17,0.2296928048421875,2025-12-22 17:49:35.526727,2025-12-22 17:50:01.656102,0 days 00:00:26.129375,3.5118315459652945e-05,COMPLETE
18,0.25303177100382984,2025-12-22 17:50:01.669572,2025-12-22 17:50:26.773853,0 days 00:00:25.104281,9.949294710794158e-05,COMPLETE
19,0.2313406036392556,2025-12-22 17:50:26.785605,2025-12-22 17:50:51.992131,0 days 00:00:25.206526,2.9040476918499735e-05,COMPLETE
20,0.2536348317349073,2025-12-22 17:50:52.005452,2025-12-22 17:51:17.197717,0 days 00:00:25.192265,9.663892455453421e-05,COMPLETE
21,0.23097969678723207,2025-12-22 17:51:17.209942,2025-12-22 17:51:42.619408,0 days 00:00:25.409466,2.9509422406720155e-05,COMPLETE
22,0.23078880006394145,2025-12-22 17:51:42.631505,2025-12-22 17:52:07.925882,0 days 00:00:25.294377,2.9758410311825588e-05,COMPLETE
23,0.24140264625266475,2025-12-22 17:52:07.941529,2025-12-22 17:52:33.281726,0 days 00:00:25.340197,1.6973769113107208e-05,COMPLETE
24,0.2288562732343766,2025-12-22 17:52:33.294010,2025-12-22 17:52:58.513480,0 days 00:00:25.219470,3.731683928719273e-05,COMPLETE
25,0.2419872724038876,2025-12-22 17:52:58.532636,2025-12-22 17:53:23.915275,0 days 00:00:25.382639,8.088215576699365e-05,COMPLETE
26,0.22930606139130916,2025-12-22 17:53:23.927086,2025-12-22 17:53:49.091826,0 days 00:00:25.164740,3.9286893851713806e-05,COMPLETE
27,0.22889231100313503,2025-12-22 17:53:49.103463,2025-12-22 17:54:14.277808,0 days 00:00:25.174345,3.75450192012202e-05,COMPLETE
28,0.26393117884894784,2025-12-22 17:54:14.290203,2025-12-22 17:54:39.519397,0 days 00:00:25.229194,0.00013257642518491681,COMPLETE
29,0.24032477795544133,2025-12-22 17:54:39.531625,2025-12-22 17:55:04.715710,0 days 00:00:25.184085,7.522752454260415e-05,COMPLETE
30,0.22954853753191223,2025-12-22 17:55:04.727513,2025-12-22 17:55:29.816188,0 days 00:00:25.088675,4.056438215224369e-05,COMPLETE
31,0.23041360978420883,2025-12-22 17:55:29.827962,2025-12-22 17:55:55.041699,0 days 00:00:25.213737,4.184736897823042e-05,COMPLETE
32,0.24854675345933924,2025-12-22 17:55:55.053817,2025-12-22 17:56:20.178859,0 days 00:00:25.125042,2.0710958488396227e-05,COMPLETE
33,0.23369032015849314,2025-12-22 17:56:20.190582,2025-12-22 17:56:45.414542,0 days 00:00:25.223960,6.342984679260415e-05,COMPLETE
