number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.21472447634272193,2025-12-22 19:48:03.899875,2025-12-22 19:48:28.649535,0 days 00:00:24.749660,5.6115164153345e-05,COMPLETE
1,0.35655149651971124,2025-12-22 19:48:28.664574,2025-12-22 19:48:53.234732,0 days 00:00:24.570158,0.0007969454818643932,COMPLETE
2,0.33041959964936324,2025-12-22 19:48:53.246900,2025-12-22 19:49:17.888081,0 days 00:00:24.641181,0.000291063591313307,COMPLETE
3,0.23618055943492822,2025-12-22 19:49:17.899661,2025-12-22 19:49:42.493114,0 days 00:00:24.593453,0.00015751320499779721,COMPLETE
4,0.22251011926382677,2025-12-22 19:49:42.504079,2025-12-22 19:50:07.141835,0 days 00:00:24.637756,2.0513382630874486e-05,COMPLETE
5,0.22251108635947445,2025-12-22 19:50:07.153069,2025-12-22 19:50:31.707595,0 days 00:00:24.554526,2.0511104188433963e-05,COMPLETE
6,0.22622429943354141,2025-12-22 19:50:31.720232,2025-12-22 19:50:56.343075,0 days 00:00:24.622843,1.3066739238053272e-05,COMPLETE
7,0.3395452743052039,2025-12-22 19:50:56.358760,2025-12-22 19:51:21.000662,0 days 00:00:24.641902,0.0005399484409787432,COMPLETE
8,0.23685490514936608,2025-12-22 19:51:21.011696,2025-12-22 19:51:45.646605,0 days 00:00:24.634909,0.00015930522616241006,COMPLETE
9,0.2836362304411543,2025-12-22 19:51:45.659731,2025-12-22 19:52:10.276673,0 days 00:00:24.616942,0.0002607024758370766,COMPLETE
10,0.21472481823345071,2025-12-22 19:52:10.287491,2025-12-22 19:52:34.977100,0 days 00:00:24.689609,5.6098759789230884e-05,COMPLETE
11,0.21476539777694428,2025-12-22 19:52:34.989093,2025-12-22 19:52:59.536063,0 days 00:00:24.546970,5.686536606827121e-05,COMPLETE
12,0.2142416556789331,2025-12-22 19:52:59.547703,2025-12-22 19:53:24.163018,0 days 00:00:24.615315,5.039509209159561e-05,COMPLETE
13,0.2141931461476788,2025-12-22 19:53:24.176320,2025-12-22 19:53:48.762759,0 days 00:00:24.586439,4.939713749567097e-05,COMPLETE
14,0.21680896508650974,2025-12-22 19:53:48.779679,2025-12-22 19:54:13.389139,0 days 00:00:24.609460,3.062334729257135e-05,COMPLETE
15,0.2173742031252648,2025-12-22 19:54:13.399731,2025-12-22 19:54:38.068532,0 days 00:00:24.668801,8.494630813197924e-05,COMPLETE
16,0.21574550627502062,2025-12-22 19:54:38.080078,2025-12-22 19:55:02.672913,0 days 00:00:24.592835,3.242551761422184e-05,COMPLETE
17,0.21951946892130264,2025-12-22 19:55:02.683857,2025-12-22 19:55:27.324768,0 days 00:00:24.640911,9.619571376625283e-05,COMPLETE
18,0.21484236730506845,2025-12-22 19:55:27.337054,2025-12-22 19:55:52.002503,0 days 00:00:24.665449,3.463299283560326e-05,COMPLETE
19,0.22762416113156908,2025-12-22 19:55:52.016832,2025-12-22 19:56:16.559397,0 days 00:00:24.542565,1.0625600049713467e-05,COMPLETE
20,0.23286539004214912,2025-12-22 19:56:16.571252,2025-12-22 19:56:41.198497,0 days 00:00:24.627245,0.00015058008464242467,COMPLETE
21,0.21490798828622804,2025-12-22 19:56:41.210528,2025-12-22 19:57:05.846663,0 days 00:00:24.636135,5.991914990598357e-05,COMPLETE
22,0.2138709849508291,2025-12-22 19:57:05.858784,2025-12-22 19:57:30.486597,0 days 00:00:24.627813,4.332180833565662e-05,COMPLETE
23,0.21386250275213758,2025-12-22 19:57:30.500882,2025-12-22 19:57:55.088633,0 days 00:00:24.587751,3.9787072366008616e-05,COMPLETE
24,0.22273491552840027,2025-12-22 19:57:55.100681,2025-12-22 19:58:19.810546,0 days 00:00:24.709865,2.004918898643889e-05,COMPLETE
25,0.2145272081768872,2025-12-22 19:58:19.822663,2025-12-22 19:58:44.346853,0 days 00:00:24.524190,3.57071714928219e-05,COMPLETE
26,0.21720579715804095,2025-12-22 19:58:44.359086,2025-12-22 19:59:09.045189,0 days 00:00:24.686103,8.426197675261695e-05,COMPLETE
27,0.2196988959840535,2025-12-22 19:59:09.061491,2025-12-22 19:59:33.721476,0 days 00:00:24.659985,2.561856339302047e-05,COMPLETE
28,0.213883090910266,2025-12-22 19:59:33.733279,2025-12-22 19:59:58.402221,0 days 00:00:24.668942,4.350616420933105e-05,COMPLETE
29,0.2260283960863717,2025-12-22 19:59:58.413518,2025-12-22 20:00:23.145538,0 days 00:00:24.732020,1.3332936146348998e-05,COMPLETE
30,0.22512563672102193,2025-12-22 20:00:23.156975,2025-12-22 20:00:47.871561,0 days 00:00:24.714586,0.00011809440743012265,COMPLETE
31,0.21392843426969596,2025-12-22 20:00:47.882964,2025-12-22 20:01:12.486151,0 days 00:00:24.603187,4.4008275954576724e-05,COMPLETE
32,0.2138162951170584,2025-12-22 20:01:12.497342,2025-12-22 20:01:37.191646,0 days 00:00:24.694304,4.217129245804959e-05,COMPLETE
33,0.2149254933139856,2025-12-22 20:01:37.204929,2025-12-22 20:02:01.816698,0 days 00:00:24.611769,6.722981364357424e-05,COMPLETE
34,0.2156601349194002,2025-12-22 20:02:01.827613,2025-12-22 20:02:26.484703,0 days 00:00:24.657090,7.403064278851756e-05,COMPLETE
35,0.21378506216308144,2025-12-22 20:02:26.496238,2025-12-22 20:02:51.214011,0 days 00:00:24.717773,4.1304922111400654e-05,COMPLETE
36,0.2194221351785594,2025-12-22 20:02:51.227701,2025-12-22 20:03:15.818461,0 days 00:00:24.590760,2.6073073251940425e-05,COMPLETE
37,0.22465806887299683,2025-12-22 20:03:15.829531,2025-12-22 20:03:40.530236,0 days 00:00:24.700705,1.579731965268956e-05,COMPLETE
38,0.21991719561128967,2025-12-22 20:03:40.541452,2025-12-22 20:04:05.424322,0 days 00:00:24.882870,2.525198536443781e-05,COMPLETE
39,0.2137878300691674,2025-12-22 20:04:05.438534,2025-12-22 20:04:29.996582,0 days 00:00:24.558048,4.1745878847886854e-05,COMPLETE
40,0.35807046710533563,2025-12-22 20:04:30.007890,2025-12-22 20:04:54.633476,0 days 00:00:24.625586,0.0009970682275036447,COMPLETE
41,0.21379362489698192,2025-12-22 20:04:54.647334,2025-12-22 20:05:19.361628,0 days 00:00:24.714294,4.088891569923512e-05,COMPLETE
42,0.2233493058852055,2025-12-22 20:05:19.374146,2025-12-22 20:05:43.892340,0 days 00:00:24.518194,1.8576812063252064e-05,COMPLETE
43,0.2139614902482298,2025-12-22 20:05:43.904210,2025-12-22 20:06:08.680384,0 days 00:00:24.776174,3.8984362633552294e-05,COMPLETE
44,0.22367499722588355,2025-12-22 20:06:08.692464,2025-12-22 20:06:33.241407,0 days 00:00:24.548943,0.00011111400655432488,COMPLETE
45,0.21966359026196502,2025-12-22 20:06:33.253547,2025-12-22 20:06:57.931189,0 days 00:00:24.677642,2.5676885746862767e-05,COMPLETE
46,0.2698032550327876,2025-12-22 20:06:57.942354,2025-12-22 20:07:22.565956,0 days 00:00:24.623602,0.00023583820421898015,COMPLETE
47,0.21491815776842638,2025-12-22 20:07:22.577337,2025-12-22 20:07:47.115041,0 days 00:00:24.537704,6.690996298730968e-05,COMPLETE
48,0.33797719346650873,2025-12-22 20:07:47.126326,2025-12-22 20:08:11.864911,0 days 00:00:24.738585,0.00041317312878129484,COMPLETE
49,0.21427422977758476,2025-12-22 20:08:11.876549,2025-12-22 20:08:36.538128,0 days 00:00:24.661579,5.118962330287551e-05,COMPLETE
50,0.21650726403081744,2025-12-22 20:08:36.550025,2025-12-22 20:09:01.130007,0 days 00:00:24.579982,3.111809475619472e-05,COMPLETE
51,0.21385919450514956,2025-12-22 20:09:01.141173,2025-12-22 20:09:25.803680,0 days 00:00:24.662507,4.305922742547323e-05,COMPLETE
52,0.21387233039510348,2025-12-22 20:09:25.815405,2025-12-22 20:09:50.402832,0 days 00:00:24.587427,3.9733594543572646e-05,COMPLETE
