number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.28955910472072616,2025-12-22 10:32:01.348932,2025-12-22 10:32:24.140566,0 days 00:00:22.791634,5.6115164153345e-05,COMPLETE
1,0.27840884974330204,2025-12-22 10:32:24.155811,2025-12-22 10:32:45.782424,0 days 00:00:21.626613,0.0007969454818643932,COMPLETE
2,,2025-12-22 10:32:45.797218,,,0.000291063591313307,RUNNING
3,0.28955910472072616,2025-12-22 10:39:31.490617,2025-12-22 10:39:54.044168,0 days 00:00:22.553551,5.6115164153345e-05,COMPLETE
4,,2025-12-22 10:39:54.056968,,,0.0007969454818643932,RUNNING
5,,2025-12-22 10:42:16.931664,,,5.6115164153345e-05,RUNNING
6,0.28955910472072616,2025-12-22 10:44:13.978313,2025-12-22 10:44:37.115794,0 days 00:00:23.137481,5.6115164153345e-05,COMPLETE
7,0.27840884974330204,2025-12-22 10:44:37.144009,2025-12-22 10:44:59.753512,0 days 00:00:22.609503,0.0007969454818643932,COMPLETE
8,0.47456021376743435,2025-12-22 10:44:59.766553,2025-12-22 10:45:22.577332,0 days 00:00:22.810779,0.000291063591313307,COMPLETE
9,0.4644946910512267,2025-12-22 10:45:22.617575,2025-12-22 10:45:45.251709,0 days 00:00:22.634134,0.00015751320499779721,COMPLETE
10,0.2707985322588861,2025-12-22 10:45:45.263781,2025-12-22 10:46:07.289649,0 days 00:00:22.025868,2.0513382630874486e-05,COMPLETE
11,0.27079716282524263,2025-12-22 10:46:07.303166,2025-12-22 10:46:29.226934,0 days 00:00:21.923768,2.0511104188433963e-05,COMPLETE
12,0.2736910584943829,2025-12-22 10:46:29.241041,2025-12-22 10:46:51.138792,0 days 00:00:21.897751,1.3066739238053272e-05,COMPLETE
13,0.2694826928231897,2025-12-22 10:46:51.150078,2025-12-22 10:47:13.162203,0 days 00:00:22.012125,2.3412005322423158e-05,COMPLETE
14,0.2694377756954138,2025-12-22 10:47:13.178901,2025-12-22 10:47:35.316139,0 days 00:00:22.137238,2.3556528738578578e-05,COMPLETE
15,0.27432714723139306,2025-12-22 10:47:35.329201,2025-12-22 10:47:57.891710,0 days 00:00:22.562509,1.0353677627159783e-05,COMPLETE
16,0.2687910805508001,2025-12-22 10:47:57.903181,2025-12-22 10:48:20.359297,0 days 00:00:22.456116,2.87277137197653e-05,COMPLETE
17,0.2687723655252646,2025-12-22 10:48:20.377691,2025-12-22 10:48:43.058849,0 days 00:00:22.681158,3.231022433225128e-05,COMPLETE
18,0.3828009843619226,2025-12-22 10:48:43.075558,2025-12-22 10:49:05.775363,0 days 00:00:22.699805,0.00010037936476332359,COMPLETE
19,0.27692147321603955,2025-12-22 10:49:05.788317,2025-12-22 10:49:28.506421,0 days 00:00:22.718104,4.624451142300155e-05,COMPLETE
20,0.27010818295824984,2025-12-22 10:49:28.518776,2025-12-22 10:49:51.463954,0 days 00:00:22.945178,3.6388859459734926e-05,COMPLETE
21,0.3758047342817783,2025-12-22 10:49:51.475951,2025-12-22 10:50:14.589997,0 days 00:00:23.114046,9.756377654499412e-05,COMPLETE
22,0.4171340831931105,2025-12-22 10:50:14.604505,2025-12-22 10:50:37.960996,0 days 00:00:23.356491,0.0001130274971447684,COMPLETE
23,0.4733688694433161,2025-12-22 10:50:37.972816,2025-12-22 10:51:01.236827,0 days 00:00:23.264011,0.0002733762389478876,COMPLETE
24,0.268642047806722,2025-12-22 10:51:01.252582,2025-12-22 10:51:24.619260,0 days 00:00:23.366678,2.971703165345675e-05,COMPLETE
25,0.2691688360040181,2025-12-22 10:51:24.633938,2025-12-22 10:51:47.519443,0 days 00:00:22.885505,3.4328473720397023e-05,COMPLETE
26,0.2735006658037059,2025-12-22 10:51:47.539248,2025-12-22 10:52:10.359094,0 days 00:00:22.819846,1.3883393261536572e-05,COMPLETE
27,0.2689715451011943,2025-12-22 10:52:10.372544,2025-12-22 10:52:33.321791,0 days 00:00:22.949247,3.346129599061098e-05,COMPLETE
28,0.32628062616421405,2025-12-22 10:52:33.333923,2025-12-22 10:52:55.788331,0 days 00:00:22.454408,7.771418504602736e-05,COMPLETE
29,0.2728982944272233,2025-12-22 10:52:55.800378,2025-12-22 10:53:17.913457,0 days 00:00:22.113079,1.610334002622081e-05,COMPLETE
30,0.2685834177243854,2025-12-22 10:53:17.929177,2025-12-22 10:53:40.277978,0 days 00:00:22.348801,3.0201433729967416e-05,COMPLETE
31,0.2728845214996564,2025-12-22 10:53:40.290901,2025-12-22 10:54:02.488521,0 days 00:00:22.197620,4.174701540646973e-05,COMPLETE
32,0.4952872568738722,2025-12-22 10:54:02.500812,2025-12-22 10:54:25.027180,0 days 00:00:22.526368,0.00019575500799074534,COMPLETE
33,0.31335092286625027,2025-12-22 10:54:25.039232,2025-12-22 10:54:47.320529,0 days 00:00:22.281297,7.141191344554626e-05,COMPLETE
34,0.2685927719591735,2025-12-22 10:54:47.334386,2025-12-22 10:55:09.869579,0 days 00:00:22.535193,3.0312089529844e-05,COMPLETE
35,0.2687551673834663,2025-12-22 10:55:09.884949,2025-12-22 10:55:32.482137,0 days 00:00:22.597188,2.802660047583694e-05,COMPLETE
36,0.2786594185688254,2025-12-22 10:55:32.493947,2025-12-22 10:55:54.741299,0 days 00:00:22.247352,4.768480846991446e-05,COMPLETE
37,0.27268339965998284,2025-12-22 10:55:54.760260,2025-12-22 10:56:16.847982,0 days 00:00:22.087722,1.6497493371511453e-05,COMPLETE
38,0.3083600336380773,2025-12-22 10:56:16.863288,2025-12-22 10:56:38.816544,0 days 00:00:21.953256,6.836030365001308e-05,COMPLETE
39,0.2690481242900131,2025-12-22 10:56:38.829215,2025-12-22 10:57:00.749328,0 days 00:00:21.920113,2.6073073251940425e-05,COMPLETE
40,0.2745369555802265,2025-12-22 10:57:00.760264,2025-12-22 10:57:22.726976,0 days 00:00:21.966712,0.0009818226878189125,COMPLETE
41,0.28463902380860073,2025-12-22 10:57:22.744797,2025-12-22 10:57:44.702537,0 days 00:00:21.957740,5.257527557247267e-05,COMPLETE
42,0.27435160796567953,2025-12-22 10:57:44.716479,2025-12-22 10:58:06.695403,0 days 00:00:21.978924,1.023748264841712e-05,COMPLETE
43,0.4284842217794113,2025-12-22 10:58:06.708862,2025-12-22 10:58:28.556126,0 days 00:00:21.847264,0.0005339037562131428,COMPLETE
44,0.2717236623430658,2025-12-22 10:58:28.572078,2025-12-22 10:58:50.468336,0 days 00:00:21.896258,1.847936855480388e-05,COMPLETE
45,0.2687567751302188,2025-12-22 10:58:50.481400,2025-12-22 10:59:12.504864,0 days 00:00:22.023464,2.9088481775914088e-05,COMPLETE
46,0.2688715582061381,2025-12-22 10:59:12.516213,2025-12-22 10:59:34.486049,0 days 00:00:21.969836,2.7233058240389133e-05,COMPLETE
47,0.26993342678996635,2025-12-22 10:59:34.497284,2025-12-22 10:59:56.441148,0 days 00:00:21.943864,2.2248856297254537e-05,COMPLETE
48,0.27284780722383034,2025-12-22 10:59:56.452698,2025-12-22 11:00:18.601989,0 days 00:00:22.149291,4.169408564985972e-05,COMPLETE
49,0.2956519208258864,2025-12-22 11:00:18.613423,2025-12-22 11:00:40.645590,0 days 00:00:22.032167,5.999378835874e-05,COMPLETE
50,0.27350699626359054,2025-12-22 11:00:40.661648,2025-12-22 11:01:02.595768,0 days 00:00:21.934120,1.4033960096795886e-05,COMPLETE
51,0.27136641826100416,2025-12-22 11:01:02.607169,2025-12-22 11:01:24.496148,0 days 00:00:21.888979,1.938068699071367e-05,COMPLETE
52,0.2688117174519748,2025-12-22 11:01:24.509781,2025-12-22 11:01:46.376840,0 days 00:00:21.867059,2.8543325567932427e-05,COMPLETE
53,0.2707039836018638,2025-12-22 11:01:46.394451,2025-12-22 11:02:08.272009,0 days 00:00:21.877558,3.7830025149664884e-05,COMPLETE
54,0.26854225651425057,2025-12-22 11:02:08.283029,2025-12-22 11:02:30.175921,0 days 00:00:21.892892,3.114778069553664e-05,COMPLETE
