number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.18392130100957965,2026-01-16 23:27:36.041230,2026-01-16 23:27:44.746755,0 days 00:00:08.705525,0.4464704583099741,16,5.6115164153345e-05,3,COMPLETE
1,0.1306329657434659,2026-01-16 23:27:44.760786,2026-01-16 23:27:53.716844,0 days 00:00:08.956058,0.17336180394137352,32,0.00015930522616241006,3,COMPLETE
2,0.18721562255215002,2026-01-16 23:27:53.730139,2026-01-16 23:28:01.865634,0 days 00:00:08.135495,0.2465447373174767,64,4.059611610484306e-05,2,COMPLETE
3,0.1242246770482342,2026-01-16 23:28:01.877078,2026-01-16 23:28:11.424984,0 days 00:00:09.547906,0.16820964947491662,128,8.168455894760161e-05,3,COMPLETE
4,0.19506895207069422,2026-01-16 23:28:11.440243,2026-01-16 23:28:20.391033,0 days 00:00:08.950790,0.27606099749584057,16,1.3492834268013232e-05,3,COMPLETE
5,0.1937236636609359,2026-01-16 23:28:20.402109,2026-01-16 23:28:28.786577,0 days 00:00:08.384468,0.3080272084711243,32,1.7541893487450798e-05,2,COMPLETE
6,0.23703424403674922,2026-01-16 23:28:28.797719,2026-01-16 23:28:36.657707,0 days 00:00:07.859988,,16,0.00012399967836846095,1,COMPLETE
7,0.27941845953530947,2026-01-16 23:28:36.669509,2026-01-16 23:28:44.522778,0 days 00:00:07.853269,,96,0.0006978281265126031,1,COMPLETE
8,0.1710309261000674,2026-01-16 23:28:44.534788,2026-01-16 23:28:53.007817,0 days 00:00:08.473029,0.4947547746402069,96,0.00045443839603360173,2,COMPLETE
9,0.14247746164420216,2026-01-16 23:28:53.018234,2026-01-16 23:29:00.806343,0 days 00:00:07.788109,,32,0.0003503398491158688,1,COMPLETE
10,0.13713122287944154,2026-01-16 23:29:00.820149,2026-01-16 23:29:10.335695,0 days 00:00:09.515546,0.10718475024592788,128,4.194601131160366e-05,3,COMPLETE
11,0.14373345759471481,2026-01-16 23:29:10.348099,2026-01-16 23:29:19.817192,0 days 00:00:09.469093,0.12983944603061434,128,0.00017383453356857188,3,COMPLETE
12,0.1531081831654228,2026-01-16 23:29:19.829323,2026-01-16 23:29:29.513779,0 days 00:00:09.684456,0.19286529878170383,128,0.00020272939789526154,3,COMPLETE
13,0.12787710781509098,2026-01-16 23:29:29.525932,2026-01-16 23:29:38.316553,0 days 00:00:08.790621,0.19095209544530856,32,8.407931655574884e-05,3,COMPLETE
14,0.17281829137393434,2026-01-16 23:29:38.327948,2026-01-16 23:29:46.486330,0 days 00:00:08.158382,0.351495209050677,64,7.148659495423884e-05,2,COMPLETE
15,0.15478104623778222,2026-01-16 23:29:46.499508,2026-01-16 23:29:55.381461,0 days 00:00:08.881953,0.20979398931299242,128,2.6512499872687615e-05,2,COMPLETE
16,0.12670861366301334,2026-01-16 23:29:55.392831,2026-01-16 23:30:04.109766,0 days 00:00:08.716935,0.15874901356321047,32,0.00010811996201624363,3,COMPLETE
17,0.16337012985838495,2026-01-16 23:30:04.120702,2026-01-16 23:30:13.714413,0 days 00:00:09.593711,0.3565934401732085,128,0.00024132768953981026,3,COMPLETE
18,0.12716465073154323,2026-01-16 23:30:13.726494,2026-01-16 23:30:22.733479,0 days 00:00:09.006985,0.14479044679925782,32,9.858102425593397e-05,3,COMPLETE
19,0.19639828490895792,2026-01-16 23:30:22.745332,2026-01-16 23:30:31.101957,0 days 00:00:08.356625,0.24214216907478697,64,2.6809038697200138e-05,2,COMPLETE
20,0.226919110083721,2026-01-16 23:30:31.112669,2026-01-16 23:30:39.291271,0 days 00:00:08.178602,0.15326982226387975,96,0.0009716882874899492,2,COMPLETE
21,0.12665389667961516,2026-01-16 23:30:39.302280,2026-01-16 23:30:47.947637,0 days 00:00:08.645357,0.10143439810804115,32,0.00010827542575426124,3,COMPLETE
22,0.12695615541694386,2026-01-16 23:30:47.958290,2026-01-16 23:30:56.738793,0 days 00:00:08.780503,0.11273171400738738,32,0.00010471580803150538,3,COMPLETE
23,0.1370584346125094,2026-01-16 23:30:56.749734,2026-01-16 23:31:05.439059,0 days 00:00:08.689325,0.10381060222423004,32,5.1990999525776506e-05,3,COMPLETE
24,0.2007096541795628,2026-01-16 23:31:05.449294,2026-01-16 23:31:13.944766,0 days 00:00:08.495472,0.2296582161530522,32,0.00033832321573288275,3,COMPLETE
25,0.12958758555535485,2026-01-16 23:31:13.955636,2026-01-16 23:31:23.533226,0 days 00:00:09.577590,0.1523660270599287,128,6.907436831057262e-05,3,COMPLETE
26,0.12724201550561423,2026-01-16 23:31:23.546000,2026-01-16 23:31:32.155729,0 days 00:00:08.609729,0.16528498808913586,32,0.00013251004990843683,3,COMPLETE
27,0.18650681052254028,2026-01-16 23:31:32.166689,2026-01-16 23:31:40.236390,0 days 00:00:08.069701,0.2917990726040673,32,2.9315606588802127e-05,2,COMPLETE
28,0.16013620747919496,2026-01-16 23:31:40.247284,2026-01-16 23:31:49.807521,0 days 00:00:09.560237,0.2101774348493885,128,0.0002425767889132096,3,COMPLETE
29,0.1840089667807762,2026-01-16 23:31:49.819429,2026-01-16 23:31:58.501307,0 days 00:00:08.681878,0.13427525939776896,16,5.579818514232483e-05,3,COMPLETE
30,0.13238788642531762,2026-01-16 23:31:58.513107,2026-01-16 23:32:07.497978,0 days 00:00:08.984871,0.17910853065718293,96,0.00012292478711260074,3,COMPLETE
31,0.12900674540699633,2026-01-16 23:32:07.509491,2026-01-16 23:32:16.224399,0 days 00:00:08.714908,0.10353419385105062,32,7.622000360266406e-05,3,COMPLETE
32,0.12724347280592158,2026-01-16 23:32:16.235233,2026-01-16 23:32:25.105400,0 days 00:00:08.870167,0.12167478268464355,32,9.66170115041988e-05,3,COMPLETE
33,0.13127451931555334,2026-01-16 23:32:25.117588,2026-01-16 23:32:33.889007,0 days 00:00:08.771419,0.13428151260395454,32,0.00015877992713736686,3,COMPLETE
