number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.156863518717861,2026-01-17 13:37:52.910207,2026-01-17 13:38:02.108432,0 days 00:00:09.198225,0.4464704583099741,16,5.6115164153345e-05,3,COMPLETE
1,0.28049795907033886,2026-01-17 13:38:02.186216,2026-01-17 13:38:11.396665,0 days 00:00:09.210449,0.17336180394137352,32,0.00015930522616241006,3,COMPLETE
2,0.36474421099411314,2026-01-17 13:38:11.451501,2026-01-17 13:38:20.565974,0 days 00:00:09.114473,0.2465447373174767,64,4.059611610484306e-05,2,COMPLETE
3,0.28485457637883754,2026-01-17 13:38:20.578098,2026-01-17 13:38:31.061770,0 days 00:00:10.483672,0.16820964947491662,128,8.168455894760161e-05,3,COMPLETE
4,0.10654496259948028,2026-01-17 13:38:31.072779,2026-01-17 13:38:40.239537,0 days 00:00:09.166758,0.27606099749584057,16,1.3492834268013232e-05,3,COMPLETE
5,0.14817641911041152,2026-01-17 13:38:40.256396,2026-01-17 13:38:49.032939,0 days 00:00:08.776543,0.3080272084711243,32,1.7541893487450798e-05,2,COMPLETE
6,0.25017550554496987,2026-01-17 13:38:49.043536,2026-01-17 13:38:57.449287,0 days 00:00:08.405751,,16,0.00012399967836846095,1,COMPLETE
7,0.25073596001233905,2026-01-17 13:38:57.461006,2026-01-17 13:39:05.926013,0 days 00:00:08.465007,,96,0.0006978281265126031,1,COMPLETE
8,0.3745727467399734,2026-01-17 13:39:05.935877,2026-01-17 13:39:14.848192,0 days 00:00:08.912315,0.4947547746402069,96,0.00045443839603360173,2,COMPLETE
9,0.3007437654695679,2026-01-17 13:39:14.859948,2026-01-17 13:39:23.455889,0 days 00:00:08.595941,,32,0.0003503398491158688,1,COMPLETE
10,0.10487856351306145,2026-01-17 13:39:23.466407,2026-01-17 13:39:34.027244,0 days 00:00:10.560837,0.355919277250694,16,1.0992427745889089e-05,3,COMPLETE
11,0.10468304301704671,2026-01-17 13:39:34.040605,2026-01-17 13:39:44.242769,0 days 00:00:10.202164,0.3496334108689463,16,1.069256133931691e-05,3,COMPLETE
12,0.11478534016038366,2026-01-17 13:39:44.344032,2026-01-17 13:39:54.574736,0 days 00:00:10.230704,0.37886235933603785,16,2.446714205623519e-05,3,COMPLETE
13,0.09335760149751472,2026-01-17 13:39:54.683567,2026-01-17 13:40:03.830675,0 days 00:00:09.147108,0.370161785004022,16,1.1141229497154352e-05,2,COMPLETE
14,0.3636254413567405,2026-01-17 13:40:03.842870,2026-01-17 13:40:12.460452,0 days 00:00:08.617582,0.39591912039371313,64,3.4712601798891206e-05,2,COMPLETE
15,0.2690091168036442,2026-01-17 13:40:12.471287,2026-01-17 13:40:21.738931,0 days 00:00:09.267644,0.35397989546168207,128,2.1319183357942934e-05,2,COMPLETE
16,0.09328173905106667,2026-01-17 13:40:21.749730,2026-01-17 13:40:30.238473,0 days 00:00:08.488743,0.4379783555440561,16,1.1339502768354231e-05,2,COMPLETE
17,0.2104147119525864,2026-01-17 13:40:30.250141,2026-01-17 13:40:38.819162,0 days 00:00:08.569021,0.44415913211285246,16,0.00022532371830320493,2,COMPLETE
18,0.17912510747223911,2026-01-17 13:40:38.830840,2026-01-17 13:40:47.146636,0 days 00:00:08.315796,,16,3.0208888627466742e-05,1,COMPLETE
19,0.3784908239612603,2026-01-17 13:40:47.158112,2026-01-17 13:40:55.847852,0 days 00:00:08.689740,0.43419603237187704,64,7.053633749491734e-05,2,COMPLETE
20,0.2850851702816244,2026-01-17 13:40:55.858545,2026-01-17 13:41:04.713787,0 days 00:00:08.855242,0.4883270640762154,96,1.6744397958111147e-05,2,COMPLETE
21,0.09310306798671132,2026-01-17 13:41:04.724888,2026-01-17 13:41:13.353765,0 days 00:00:08.628877,0.31471179123728765,16,1.1878331219121863e-05,2,COMPLETE
22,0.09375587646718889,2026-01-17 13:41:13.366183,2026-01-17 13:41:22.009048,0 days 00:00:08.642865,0.32224530169283044,16,1.0070186872129008e-05,2,COMPLETE
23,0.09214367938911958,2026-01-17 13:41:22.019736,2026-01-17 13:41:30.701212,0 days 00:00:08.681476,0.22794902943875509,16,1.6228298863446494e-05,2,COMPLETE
24,0.10031973603204707,2026-01-17 13:41:30.714476,2026-01-17 13:41:39.274383,0 days 00:00:08.559907,0.21989519181097267,16,4.716908430116082e-05,2,COMPLETE
25,0.1540424922181341,2026-01-17 13:41:39.372247,2026-01-17 13:41:47.890802,0 days 00:00:08.518555,,128,2.323089841417068e-05,1,COMPLETE
26,0.0919460462867529,2026-01-17 13:41:47.900806,2026-01-17 13:41:56.479504,0 days 00:00:08.578698,0.11310972795037724,16,1.7285987284287047e-05,2,COMPLETE
27,0.09200148135246929,2026-01-17 13:41:56.492191,2026-01-17 13:42:04.967998,0 days 00:00:08.475807,0.11210544803089967,16,1.6995863020212384e-05,2,COMPLETE
28,0.16152648153843102,2026-01-17 13:42:04.978321,2026-01-17 13:42:13.321799,0 days 00:00:08.343478,,16,1.76273179467549e-05,1,COMPLETE
29,0.10670323732101063,2026-01-17 13:42:13.350612,2026-01-17 13:42:21.898662,0 days 00:00:08.548050,0.10302099870359574,16,5.4321618590352854e-05,2,COMPLETE
30,0.29712653459089017,2026-01-17 13:42:21.910781,2026-01-17 13:42:30.574775,0 days 00:00:08.663994,0.10660153594168338,96,3.232150197002577e-05,2,COMPLETE
31,0.09251212724243574,2026-01-17 13:42:30.585029,2026-01-17 13:42:39.274953,0 days 00:00:08.689924,0.14367855380927033,16,1.4204983944014822e-05,2,COMPLETE
32,0.09225850437163535,2026-01-17 13:42:39.285028,2026-01-17 13:42:47.949199,0 days 00:00:08.664171,0.14824390879347074,16,1.561439719880913e-05,2,COMPLETE
33,0.17140540410615338,2026-01-17 13:42:47.960198,2026-01-17 13:42:56.842686,0 days 00:00:08.882488,0.13966653429526146,32,2.5840946503334385e-05,2,COMPLETE
34,0.3649365730801675,2026-01-17 13:42:56.853297,2026-01-17 13:43:05.502338,0 days 00:00:08.649041,0.2059913996872192,64,4.1685679900015836e-05,2,COMPLETE
35,0.10972508474172796,2026-01-17 13:43:05.513526,2026-01-17 13:43:14.638774,0 days 00:00:09.125248,0.13722068380448188,16,1.7652955904644776e-05,3,COMPLETE
36,0.27959182660066706,2026-01-17 13:43:14.650165,2026-01-17 13:43:23.916979,0 days 00:00:09.266814,0.1782372838269668,128,7.392485575643267e-05,2,COMPLETE
37,0.19572938020416297,2026-01-17 13:43:23.927204,2026-01-17 13:43:32.574982,0 days 00:00:08.647778,0.12216399394928408,16,0.00010828701023857698,2,COMPLETE
38,0.2071418944243919,2026-01-17 13:43:32.585613,2026-01-17 13:43:41.910860,0 days 00:00:09.325247,0.2123309056025084,32,1.5870894111668237e-05,3,COMPLETE
39,0.09155825163220382,2026-01-17 13:43:41.921630,2026-01-17 13:43:50.884426,0 days 00:00:08.962796,0.16891587886663667,16,1.9188013405975477e-05,2,COMPLETE
40,0.1776592316198333,2026-01-17 13:43:50.896593,2026-01-17 13:43:59.238569,0 days 00:00:08.341976,,16,2.918405315556912e-05,1,COMPLETE
41,0.09138768238457297,2026-01-17 13:43:59.324683,2026-01-17 13:44:08.259354,0 days 00:00:08.934671,0.16351041724924945,16,2.1001780797666554e-05,2,COMPLETE
42,0.09141692465945776,2026-01-17 13:44:08.271221,2026-01-17 13:44:16.823132,0 days 00:00:08.551911,0.1805651914126486,16,2.070209186217407e-05,2,COMPLETE
43,0.0912614009615241,2026-01-17 13:44:16.833681,2026-01-17 13:44:25.399653,0 days 00:00:08.565972,0.177930659951225,16,2.2291965169895673e-05,2,COMPLETE
44,0.09138586772626632,2026-01-17 13:44:25.411146,2026-01-17 13:44:34.118431,0 days 00:00:08.707285,0.1872205285492922,16,2.102045492379189e-05,2,COMPLETE
45,0.09907791034363284,2026-01-17 13:44:34.128521,2026-01-17 13:44:42.635103,0 days 00:00:08.506582,0.17882825713585435,16,4.566500103885166e-05,2,COMPLETE
46,0.2988183797286615,2026-01-17 13:44:42.645570,2026-01-17 13:44:51.388234,0 days 00:00:08.742664,0.2649256596245154,96,2.1740817540937673e-05,2,COMPLETE
47,0.219028478735894,2026-01-17 13:44:51.398602,2026-01-17 13:45:00.074449,0 days 00:00:08.675847,0.1987420186197682,32,3.627796859839826e-05,2,COMPLETE
48,0.28724800480768203,2026-01-17 13:45:00.085276,2026-01-17 13:45:09.213871,0 days 00:00:09.128595,0.18626020335921328,64,5.811746580549075e-05,3,COMPLETE
49,0.2055023435453849,2026-01-17 13:45:09.224977,2026-01-17 13:45:17.817106,0 days 00:00:08.592129,0.24563290454411718,16,0.00013842018106753067,2,COMPLETE
50,0.15517249693813595,2026-01-17 13:45:17.827458,2026-01-17 13:45:26.393843,0 days 00:00:08.566385,,128,2.633637146217247e-05,1,COMPLETE
51,0.0914808269591658,2026-01-17 13:45:26.404395,2026-01-17 13:45:34.976737,0 days 00:00:08.572342,0.1604995411649243,16,2.0001446631039946e-05,2,COMPLETE
52,0.09146880304976975,2026-01-17 13:45:34.988541,2026-01-17 13:45:43.688284,0 days 00:00:08.699743,0.15618191073697313,16,2.0136337382062295e-05,2,COMPLETE
53,0.09273180755238075,2026-01-17 13:45:43.699067,2026-01-17 13:45:52.249946,0 days 00:00:08.550879,0.15619478904358533,16,1.3036955724519461e-05,2,COMPLETE
54,0.2096317417347333,2026-01-17 13:45:52.260276,2026-01-17 13:46:00.948042,0 days 00:00:08.687766,0.19300435805040123,16,0.0002133127204334985,2,COMPLETE
55,0.09146628712492594,2026-01-17 13:46:00.958355,2026-01-17 13:46:09.827835,0 days 00:00:08.869480,0.16312039097510295,16,2.016275444584649e-05,2,COMPLETE
56,0.09400218614456315,2026-01-17 13:46:09.838277,2026-01-17 13:46:18.608512,0 days 00:00:08.770235,0.24071957061458232,16,3.703687287626067e-05,2,COMPLETE
57,0.09084093354224834,2026-01-17 13:46:18.618375,2026-01-17 13:46:27.320286,0 days 00:00:08.701911,0.12854978059791772,16,2.7725204421587317e-05,2,COMPLETE
58,0.09091802228747153,2026-01-17 13:46:27.333051,2026-01-17 13:46:36.078290,0 days 00:00:08.745239,0.125224456960835,16,2.8079404033291107e-05,2,COMPLETE
59,0.2978886384008166,2026-01-17 13:46:36.089456,2026-01-17 13:46:45.000124,0 days 00:00:08.910668,0.2781093678753943,96,2.854939216669716e-05,2,COMPLETE
60,0.5531301457741848,2026-01-17 13:46:45.010231,2026-01-17 13:46:53.927704,0 days 00:00:08.917473,0.1310928973109018,64,0.0008581631831339662,2,COMPLETE
61,0.09123820280280844,2026-01-17 13:46:53.939438,2026-01-17 13:47:02.635454,0 days 00:00:08.696016,0.1267827427982014,16,2.25391777815013e-05,2,COMPLETE
62,0.0911065027037407,2026-01-17 13:47:02.645992,2026-01-17 13:47:11.284081,0 days 00:00:08.638089,0.12743817161953794,16,2.3865382867660582e-05,2,COMPLETE
63,0.09101756410511196,2026-01-17 13:47:11.294942,2026-01-17 13:47:20.067362,0 days 00:00:08.772420,0.1278774923797463,16,2.4836861323312638e-05,2,COMPLETE
64,0.09102681959660777,2026-01-17 13:47:20.077795,2026-01-17 13:47:28.736390,0 days 00:00:08.658595,0.12188068247999953,16,2.470806012961586e-05,2,COMPLETE
65,0.09227384425407359,2026-01-17 13:47:28.746506,2026-01-17 13:47:37.389620,0 days 00:00:08.643114,0.12612083462901094,16,3.3068322047757706e-05,2,COMPLETE
66,0.0909705157335652,2026-01-17 13:47:37.399488,2026-01-17 13:47:46.048286,0 days 00:00:08.648798,0.12154719097370591,16,2.544992094283035e-05,2,COMPLETE
67,0.268531089430888,2026-01-17 13:47:46.059056,2026-01-17 13:47:55.401672,0 days 00:00:09.342616,0.12501417596379003,128,2.55758616793518e-05,2,COMPLETE
68,0.10302537677016672,2026-01-17 13:47:55.411717,2026-01-17 13:48:03.906606,0 days 00:00:08.494889,0.10325569018924824,16,5.045975400536945e-05,2,COMPLETE
69,0.2532145827171775,2026-01-17 13:48:03.918409,2026-01-17 13:48:12.784942,0 days 00:00:08.866533,0.11824519421003482,32,4.2432871310948274e-05,2,COMPLETE
70,0.11795282581273636,2026-01-17 13:48:12.795380,2026-01-17 13:48:21.378471,0 days 00:00:08.583091,0.14141169736052359,16,6.37981217227275e-05,2,COMPLETE
71,0.09171115879615713,2026-01-17 13:48:21.390010,2026-01-17 13:48:29.983909,0 days 00:00:08.593899,0.10172098495557183,16,3.112311666265946e-05,2,COMPLETE
72,0.09100096815018893,2026-01-17 13:48:29.993292,2026-01-17 13:48:38.675711,0 days 00:00:08.682419,0.1234771234691756,16,2.5057774607951015e-05,2,COMPLETE
73,0.0925535877457654,2026-01-17 13:48:38.685964,2026-01-17 13:48:47.251349,0 days 00:00:08.565385,0.13235282509294785,16,1.3968571865073293e-05,2,COMPLETE
74,0.09482133483147044,2026-01-17 13:48:47.262231,2026-01-17 13:48:56.090649,0 days 00:00:08.828418,0.11645607095007648,16,3.873493008866591e-05,2,COMPLETE
75,0.09108369363494218,2026-01-17 13:48:56.100965,2026-01-17 13:49:04.880723,0 days 00:00:08.779758,0.14938170755474833,16,2.408213681040833e-05,2,COMPLETE
76,0.09096372094843361,2026-01-17 13:49:04.891208,2026-01-17 13:49:13.556367,0 days 00:00:08.665159,0.14887206027422598,16,2.8261339562007943e-05,2,COMPLETE
77,0.0912350492207342,2026-01-17 13:49:13.566280,2026-01-17 13:49:22.338640,0 days 00:00:08.772360,0.15112821257239017,16,2.929425119869058e-05,2,COMPLETE
78,0.29836608593353225,2026-01-17 13:49:22.348557,2026-01-17 13:49:31.264318,0 days 00:00:08.915761,0.1378066367866427,96,2.670455372160368e-05,2,COMPLETE
79,0.21529536007175665,2026-01-17 13:49:31.274744,2026-01-17 13:49:40.055916,0 days 00:00:08.781172,0.14724584016063602,16,0.00046129120356796816,2,COMPLETE
80,0.3629298720730024,2026-01-17 13:49:40.066450,2026-01-17 13:49:48.877986,0 days 00:00:08.811536,0.11375684260749391,64,3.2911055463957006e-05,2,COMPLETE
81,0.09099580974465625,2026-01-17 13:49:48.888205,2026-01-17 13:49:57.626118,0 days 00:00:08.737913,0.1122074429674484,16,2.5130368056289742e-05,2,COMPLETE
82,0.09102369291799232,2026-01-17 13:49:57.635899,2026-01-17 13:50:06.341001,0 days 00:00:08.705102,0.11381219303458462,16,2.4755581317933643e-05,2,COMPLETE
83,0.09357236218031596,2026-01-17 13:50:06.351617,2026-01-17 13:50:15.111319,0 days 00:00:08.759702,0.10219662126790621,16,3.6206371186856187e-05,2,COMPLETE
84,0.09083030424113188,2026-01-17 13:50:15.121802,2026-01-17 13:50:23.814725,0 days 00:00:08.692923,0.11421825919793707,16,2.7688483948743896e-05,2,COMPLETE
85,0.09111024597237931,2026-01-17 13:50:23.830139,2026-01-17 13:50:32.479612,0 days 00:00:08.649473,0.11104996772221334,16,2.8875193076425037e-05,2,COMPLETE
86,0.0917702379875449,2026-01-17 13:50:32.490175,2026-01-17 13:50:41.440992,0 days 00:00:08.950817,0.40646717010566047,16,1.8117718965444528e-05,2,COMPLETE
87,0.0967606674099507,2026-01-17 13:50:41.451634,2026-01-17 13:50:50.860372,0 days 00:00:09.408738,0.13850787361413364,16,4.258212122389541e-05,2,COMPLETE
88,0.19770455811633675,2026-01-17 13:50:51.882149,2026-01-17 13:51:01.988906,0 days 00:00:10.106757,0.34038339105954696,32,1.2166627145576939e-05,3,COMPLETE
89,0.2674062914895334,2026-01-17 13:51:02.667557,2026-01-17 13:51:12.676480,0 days 00:00:10.008923,0.11388729661530159,128,1.5053944580518186e-05,2,COMPLETE
90,0.09265251431088815,2026-01-17 13:51:13.100786,2026-01-17 13:51:22.263039,0 days 00:00:09.162253,0.1437365266376421,16,3.4005576380573875e-05,2,COMPLETE
91,0.0908466979282739,2026-01-17 13:51:22.273860,2026-01-17 13:51:30.908662,0 days 00:00:08.634802,0.11951922868066442,16,2.7320492641910358e-05,2,COMPLETE
92,0.0908356862696504,2026-01-17 13:51:30.918682,2026-01-17 13:51:39.614813,0 days 00:00:08.696131,0.10034368983258193,16,2.7506984768623557e-05,2,COMPLETE
93,0.09088692809413042,2026-01-17 13:51:39.624681,2026-01-17 13:51:48.376216,0 days 00:00:08.751535,0.10040715722319954,16,2.7944691551401812e-05,2,COMPLETE
94,0.17355487953553492,2026-01-17 13:51:48.387177,2026-01-17 13:51:57.161079,0 days 00:00:08.773902,0.10147560309411764,16,9.085390290496417e-05,2,COMPLETE
95,0.09083110967600638,2026-01-17 13:51:57.172083,2026-01-17 13:52:05.887818,0 days 00:00:08.715735,0.11008560748113796,16,2.7555081242365848e-05,2,COMPLETE
96,0.09952015013779764,2026-01-17 13:52:05.898217,2026-01-17 13:52:14.618009,0 days 00:00:08.719792,0.11047150530252169,16,4.6247495563371656e-05,2,COMPLETE
97,0.09093238045660139,2026-01-17 13:52:14.632055,2026-01-17 13:52:23.227592,0 days 00:00:08.595537,0.16863660019280652,16,2.8120472642926955e-05,2,COMPLETE
98,0.09088503803582283,2026-01-17 13:52:23.237474,2026-01-17 13:52:31.952812,0 days 00:00:08.715338,0.16833591349821267,16,2.789709611920057e-05,2,COMPLETE
99,0.09534232523636982,2026-01-17 13:52:31.963642,2026-01-17 13:52:40.589464,0 days 00:00:08.625822,0.15518914920302462,16,3.978646243633639e-05,2,COMPLETE
100,0.29742640552397104,2026-01-17 13:52:40.599936,2026-01-17 13:52:49.413572,0 days 00:00:08.813636,0.16794437058192369,96,3.083555046120067e-05,2,COMPLETE
101,0.09084851370416062,2026-01-17 13:52:49.424391,2026-01-17 13:52:58.092646,0 days 00:00:08.668255,0.17116266209024547,16,2.773216915395516e-05,2,COMPLETE
102,0.09162753240796198,2026-01-17 13:52:58.103641,2026-01-17 13:53:06.636714,0 days 00:00:08.533073,0.16966894750762168,16,1.8858273873842683e-05,2,COMPLETE
103,0.09102768714918615,2026-01-17 13:53:06.648082,2026-01-17 13:53:15.327147,0 days 00:00:08.679065,0.1326610735128912,16,2.8535082079423208e-05,2,COMPLETE
104,0.09279630076095953,2026-01-17 13:53:15.337721,2026-01-17 13:53:24.105009,0 days 00:00:08.767288,0.20358850258314143,16,3.4366738541331284e-05,2,COMPLETE
105,0.0908282208833616,2026-01-17 13:53:24.115953,2026-01-17 13:53:32.826611,0 days 00:00:08.710658,0.18995249113005458,16,2.753721280152834e-05,2,COMPLETE
106,0.09434266644724747,2026-01-17 13:53:32.837973,2026-01-17 13:53:41.596581,0 days 00:00:08.758608,0.21960488514842252,16,3.774278710916114e-05,2,COMPLETE
107,0.10555984743270055,2026-01-17 13:53:41.606882,2026-01-17 13:53:50.287421,0 days 00:00:08.680539,0.1904336314926326,16,5.32341580954804e-05,2,COMPLETE
108,0.36204103154957346,2026-01-17 13:53:50.297205,2026-01-17 13:53:59.076368,0 days 00:00:08.779163,0.1610185128738428,64,3.147780750423219e-05,2,COMPLETE
109,0.09126919510710706,2026-01-17 13:53:59.087729,2026-01-17 13:54:07.862967,0 days 00:00:08.775238,0.4752023125218839,16,2.2157029178382768e-05,2,COMPLETE
110,0.26863819908564196,2026-01-17 13:54:07.873831,2026-01-17 13:54:17.020337,0 days 00:00:09.146506,0.17391376901194244,128,2.2230640455327517e-05,2,COMPLETE
111,0.09104644756423175,2026-01-17 13:54:17.030507,2026-01-17 13:54:25.798036,0 days 00:00:08.767529,0.1368590205896258,16,2.860898702778584e-05,2,COMPLETE
112,0.09091607295702542,2026-01-17 13:54:25.808927,2026-01-17 13:54:34.792312,0 days 00:00:08.983385,0.1006534355819167,16,2.8084207688708578e-05,2,COMPLETE
113,0.09290139809160218,2026-01-17 13:54:34.803985,2026-01-17 13:54:44.103639,0 days 00:00:09.299654,0.10012234618001738,16,3.4668059681266765e-05,2,COMPLETE
114,0.09185783626804908,2026-01-17 13:54:44.114161,2026-01-17 13:54:53.602280,0 days 00:00:09.488119,0.10615391707316398,16,3.1695871623765786e-05,2,COMPLETE
115,0.09084602674289312,2026-01-17 13:54:54.520173,2026-01-17 13:55:03.924161,0 days 00:00:09.403988,0.11964963210624896,16,2.7329746213235008e-05,2,COMPLETE
116,0.24561752415061824,2026-01-17 13:55:04.934656,2026-01-17 13:55:13.946867,0 days 00:00:09.012211,0.11972670917907988,32,4.1032035454432667e-05,2,COMPLETE
117,0.09088208669534799,2026-01-17 13:55:13.958093,2026-01-17 13:55:22.455890,0 days 00:00:08.497797,0.13121507482277606,16,2.6760795361620564e-05,2,COMPLETE
118,0.09157170354861793,2026-01-17 13:55:22.466370,2026-01-17 13:55:31.153606,0 days 00:00:08.687236,0.13103281394159902,16,1.9129646749762767e-05,2,COMPLETE
119,0.09137684454256538,2026-01-17 13:55:31.164963,2026-01-17 13:55:39.893703,0 days 00:00:08.728740,0.10867359534918208,16,2.1128065361773528e-05,2,COMPLETE
120,0.09085030060548847,2026-01-17 13:55:39.905153,2026-01-17 13:55:48.625878,0 days 00:00:08.720725,0.11865924517577231,16,2.7258272656384035e-05,2,COMPLETE
121,0.09120916286153266,2026-01-17 13:55:48.636081,2026-01-17 13:55:57.536987,0 days 00:00:08.900906,0.11926833041784385,16,2.283740509525952e-05,2,COMPLETE
