municipio,ano,target,cdd_6,cdd_9,prcptot_2,prcptot_3,precomediocafe,tnn_5,tnn_6,tnn_7,tnn_8,txx_11,txx_12,wd30_12,wd30_3,wd30_9,tmin2_8,wd30_11,txx_10,txx_9,txx_3,cdd_7,frost_8,wd30_2,prcptot_10,cdd_5,wd30_10,tmin2_6,prcptot_12,cdd_8,tmin2_7
Aiuruoca,2012,1.0,18.0,12.0,95.25,79.19,255.14083333333332,8.58,3.09,4.42,3.34,30.03,30.95,4.0,3.0,9.0,0.0,1.0,33.58,32.53,31.67,16.0,0.0,10.0,200.0,8.0,5.0,0.0,98.94,15.0,0.0
Aiuruoca,2013,1.0,11.0,19.0,114.88,181.56,172.1825,7.78,8.74,4.55,7.57,31.38,32.1,15.0,6.0,8.0,0.0,4.0,34.93,33.46,30.63,23.0,0.0,12.0,67.44,13.0,15.0,0.0,100.81,16.0,0.0
Aiuruoca,2014,1.0,12.0,7.0,115.19,107.56,137.595,6.6,9.63,4.95,6.21,32.1,32.04,9.0,3.0,3.0,0.0,6.0,32.28,31.7,31.29,17.0,0.0,22.0,131.0,14.0,6.0,0.0,89.25,16.0,0.0
Albertina,2012,1.2,18.0,12.0,110.31,80.69,255.14083333333332,6.58,1.95,3.48,1.22,29.39,30.17,1.0,2.0,8.0,1.0,0.0,33.06,33.24,30.7,16.0,0.0,5.0,220.25,9.0,5.0,1.0,109.62,15.0,0.0
Albertina,2013,1.2,11.0,19.0,162.88,201.44,172.1825,7.58,8.14,3.83,6.94,32.62,31.81,7.0,1.0,5.0,0.0,4.0,33.86,31.76,30.25,23.0,0.0,2.0,95.44,8.0,12.0,0.0,160.25,16.0,0.0
Albertina,2014,1.08,12.0,7.0,202.62,135.25,137.595,8.99,9.33,2.92,3.7,31.69,32.01,3.0,3.0,3.0,0.0,3.0,31.37,30.65,30.52,18.0,0.0,16.0,171.56,14.0,2.0,0.0,100.88,31.0,0.0
Baependi,2012,1.199737187910644,18.0,12.0,95.25,79.19,255.14083333333332,8.88,2.49,2.72,2.24,30.33,31.66,5.0,11.0,12.0,0.0,3.0,34.21,33.84,32.96,16.0,0.0,14.0,200.0,8.0,8.0,0.0,98.94,15.0,0.0
Baependi,2013,1.319714656290532,11.0,19.0,114.88,181.56,172.1825,7.94,8.51,4.89,7.76,32.45,32.73,20.0,7.0,12.0,0.0,6.0,35.49,33.56,31.54,23.0,0.0,16.0,67.44,13.0,19.0,0.0,100.81,16.0,0.0
Baependi,2014,1.079741379310345,12.0,7.0,115.19,107.56,137.595,6.41,9.78,4.01,6.11,32.81,32.1,10.0,11.0,7.0,0.0,7.0,31.71,32.6,31.33,17.0,0.0,22.0,131.0,14.0,8.0,0.0,89.25,16.0,0.0
Bandeira_do_Sul,2012,1.44,18.0,13.0,94.62,85.25,255.14083333333332,7.36,-0.19,0.26,-1.84,29.25,29.27,0.0,1.0,9.0,1.0,0.0,32.45,33.45,31.11,16.0,1.0,2.0,156.62,9.0,6.0,3.0,94.94,17.0,1.0
Bandeira_do_Sul,2013,1.32,9.0,18.0,91.88,137.69,172.1825,7.31,8.57,3.51,7.14,31.41,30.59,5.0,0.0,4.0,0.0,2.0,33.52,31.48,29.03,23.0,0.0,0.0,57.94,16.0,8.0,0.0,106.88,16.0,0.0
Bandeira_do_Sul,2014,1.32,12.0,6.0,113.81,102.44,137.595,8.33,8.14,2.79,5.2,31.92,31.1,4.0,2.0,2.0,0.0,3.0,29.48,30.72,30.31,17.0,0.0,15.0,125.81,14.0,0.0,0.0,91.69,16.0,0.0
Borda_da_Mata,2012,1.2,15.0,12.0,125.38,85.25,255.14083333333332,6.71,1.46,3.21,0.79,30.18,30.23,2.0,3.0,10.0,1.0,1.0,32.38,32.9,31.72,16.0,0.0,7.0,227.69,11.0,5.0,1.0,112.62,15.0,0.0
Borda_da_Mata,2013,1.2,11.0,19.0,164.06,209.38,172.1825,7.08,8.35,4.04,6.95,33.24,31.61,12.0,6.0,13.0,0.0,4.0,34.27,32.57,30.67,14.0,0.0,9.0,104.5,8.0,14.0,0.0,161.75,16.0,0.0
Borda_da_Mata,2014,0.78,12.0,7.0,207.56,138.81,137.595,9.38,9.66,4.59,4.24,32.01,32.56,5.0,6.0,4.0,0.0,4.0,32.23,31.9,31.02,18.0,0.0,17.0,178.88,14.0,6.0,0.0,103.88,31.0,0.0
Brazopolis,2012,1.2,18.0,12.0,97.94,71.75,255.14083333333332,5.74,-0.25,3.36,1.31,28.98,30.29,2.0,11.0,6.0,1.0,0.0,32.02,31.27,32.01,14.0,0.0,8.0,218.38,11.0,3.0,1.0,96.31,17.0,0.0
Brazopolis,2013,1.5,11.0,19.0,152.88,189.31,172.1825,5.62,6.99,3.3,5.41,31.88,32.64,14.0,7.0,6.0,0.0,5.0,33.77,32.86,31.71,14.0,0.0,14.0,95.62,8.0,14.0,0.0,143.69,15.0,0.0
Brazopolis,2014,1.079816513761468,12.0,7.0,170.0,131.44,137.595,6.72,8.08,4.54,2.72,33.92,31.18,3.0,5.0,3.0,0.0,4.0,31.08,31.0,30.83,18.0,0.0,15.0,163.88,16.0,3.0,0.0,97.12,31.0,0.0
Bueno_Brandao,2012,1.32,18.0,12.0,97.94,71.75,255.14083333333332,5.66,0.83,1.97,0.04,28.44,29.45,0.0,2.0,2.0,1.0,0.0,31.9,31.98,30.35,14.0,0.0,4.0,218.38,11.0,2.0,2.0,96.31,17.0,1.0
Bueno_Brandao,2013,1.32,11.0,19.0,152.88,189.31,172.1825,6.92,6.93,2.92,5.34,31.87,30.7,3.0,0.0,3.0,0.0,1.0,32.93,30.97,29.58,14.0,0.0,0.0,95.62,8.0,9.0,0.0,143.69,15.0,0.0
Bueno_Brandao,2014,1.08,12.0,7.0,170.0,131.44,137.595,8.67,8.42,3.96,3.2,30.72,31.22,3.0,1.0,1.0,0.0,2.0,30.13,30.25,30.02,18.0,0.0,15.0,163.88,16.0,1.0,0.0,97.12,31.0,0.0
Cachoeira_de_Minas,2012,1.559712230215827,15.0,12.0,130.19,81.31,255.14083333333332,6.12,0.0,3.94,3.24,30.38,31.08,5.0,13.0,5.0,0.0,1.0,33.79,31.9,32.99,15.0,0.0,14.0,230.06,11.0,1.0,2.0,113.56,17.0,0.0
Cachoeira_de_Minas,2013,1.559712230215827,11.0,19.0,163.88,219.62,172.1825,6.37,7.46,3.7,2.71,33.64,33.16,21.0,9.0,12.0,0.0,7.0,34.59,33.43,31.72,14.0,0.0,17.0,107.12,8.0,20.0,0.0,161.88,16.0,0.0
Cachoeira_de_Minas,2014,1.08,12.0,7.0,197.62,138.0,137.595,7.31,8.51,4.77,3.59,32.73,32.42,10.0,13.0,4.0,0.0,8.0,32.02,32.04,32.2,18.0,0.0,20.0,181.56,16.0,7.0,0.0,106.38,31.0,0.0
Caldas,2012,1.32,18.0,12.0,95.25,79.19,255.14083333333332,2.46,-1.35,-1.65,-3.55,28.85,29.16,0.0,2.0,7.0,1.0,0.0,31.65,32.35,30.35,16.0,1.0,2.0,200.0,8.0,3.0,5.0,98.94,15.0,2.0
Caldas,2013,1.8,11.0,19.0,114.88,181.56,172.1825,3.06,4.95,0.35,3.05,30.85,30.33,4.0,0.0,4.0,0.0,1.0,33.35,31.75,29.56,23.0,0.0,2.0,67.44,13.0,10.0,0.0,100.81,16.0,5.0
Caldas,2014,1.32,12.0,7.0,115.19,107.56,137.595,3.76,5.45,-0.25,0.65,32.05,31.26,3.0,0.0,1.0,2.0,2.0,29.75,31.45,29.26,17.0,0.0,11.0,131.0,14.0,0.0,0.0,89.25,16.0,5.0
Cambuquira,2012,1.145454545454546,18.0,12.0,90.56,82.25,255.14083333333332,8.55,3.33,4.29,2.92,29.81,30.74,6.0,8.0,11.0,0.0,0.0,33.69,32.73,32.88,16.0,0.0,12.0,171.19,9.0,9.0,0.0,90.12,15.0,0.0
Cambuquira,2013,1.2,11.0,19.0,102.5,170.62,172.1825,8.27,8.58,4.26,7.51,33.62,32.31,8.0,1.0,13.0,0.0,4.0,35.27,33.21,30.36,23.0,0.0,4.0,66.81,8.0,19.0,0.0,98.69,16.0,0.0
Cambuquira,2014,1.08,12.0,7.0,116.0,105.12,137.595,7.58,9.98,4.82,6.12,32.58,32.09,11.0,11.0,4.0,0.0,8.0,31.46,32.44,31.59,17.0,0.0,21.0,129.69,14.0,7.0,0.0,87.25,16.0,0.0
Campanha,2012,1.08,18.0,12.0,90.56,82.25,255.14083333333332,8.27,2.76,4.18,2.78,29.63,30.35,4.0,8.0,10.0,0.0,0.0,33.36,32.64,32.65,16.0,0.0,9.0,171.19,9.0,7.0,0.0,90.12,15.0,0.0
Campanha,2013,1.32,11.0,19.0,102.5,170.62,172.1825,8.08,8.55,4.43,7.48,33.16,31.98,10.0,3.0,11.0,0.0,3.0,34.95,33.18,30.14,23.0,0.0,7.0,66.81,8.0,18.0,0.0,98.69,16.0,0.0
Campanha,2014,0.96,12.0,7.0,116.0,105.12,137.595,7.72,9.49,4.62,5.79,32.51,31.94,7.0,10.0,4.0,0.0,7.0,31.26,32.24,31.52,17.0,0.0,20.0,129.69,14.0,7.0,0.0,87.25,16.0,0.0
Careacu,2012,1.5,18.0,12.0,98.19,78.75,255.14083333333332,7.26,1.43,4.32,3.25,30.48,31.36,9.0,13.0,9.0,0.0,1.0,34.01,32.63,32.93,16.0,0.0,14.0,209.94,9.0,4.0,1.0,101.44,15.0,0.0
Careacu,2013,1.379824561403509,11.0,19.0,138.38,198.44,172.1825,6.97,7.78,3.93,4.74,33.6,32.99,22.0,10.0,15.0,0.0,10.0,35.2,33.78,31.62,23.0,0.0,17.0,82.88,8.0,21.0,0.0,123.25,16.0,0.0
Careacu,2014,1.200351493848858,12.0,7.0,129.5,113.88,137.595,7.62,9.12,4.26,4.77,32.79,32.4,12.0,12.0,6.0,0.0,8.0,31.87,32.41,32.23,18.0,0.0,23.0,148.56,14.0,8.0,0.0,97.12,16.0,0.0
Carmo_da_Cachoeira,2012,1.32,18.0,13.0,91.62,54.56,255.14083333333332,8.89,3.78,5.25,3.67,30.27,30.5,5.0,11.0,12.0,0.0,2.0,33.87,33.23,33.16,16.0,0.0,12.0,128.31,9.0,7.0,0.0,94.62,17.0,0.0
Carmo_da_Cachoeira,2013,1.38,11.0,18.0,65.56,102.81,172.1825,8.96,9.33,4.99,8.35,33.73,32.53,17.0,7.0,13.0,0.0,8.0,35.39,33.44,30.91,23.0,0.0,13.0,38.31,24.0,20.0,0.0,93.69,31.0,0.0
Carmo_da_Cachoeira,2014,1.15,12.0,6.0,90.31,108.88,137.595,8.29,10.03,5.78,6.36,33.12,32.44,13.0,11.0,6.0,0.0,10.0,32.76,32.81,31.2,19.0,0.0,24.0,138.19,14.0,8.0,0.0,70.62,31.0,0.0
Carmo_de_Minas,2012,1.319910011248594,18.0,12.0,110.31,80.69,255.14083333333332,7.46,2.06,2.18,1.9,30.39,31.8,7.0,9.0,12.0,1.0,3.0,34.03,33.9,32.8,16.0,0.0,14.0,220.25,9.0,8.0,0.0,109.62,15.0,0.0
Carmo_de_Minas,2013,1.739927623642943,11.0,19.0,162.88,201.44,172.1825,6.58,7.34,3.83,6.53,32.02,32.41,21.0,6.0,11.0,0.0,6.0,35.08,33.29,31.34,23.0,0.0,16.0,95.44,8.0,19.0,0.0,160.25,16.0,0.0
Carmo_de_Minas,2014,0.9001494768310911,12.0,7.0,202.62,135.25,137.595,5.92,8.72,2.12,4.64,32.51,32.34,6.0,12.0,6.0,0.0,7.0,31.62,32.17,31.97,18.0,0.0,22.0,171.56,14.0,7.0,0.0,100.88,31.0,0.0
Carrancas,2012,1.683333333333333,18.0,13.0,91.62,54.56,255.14083333333332,8.63,3.49,4.61,3.2,29.34,29.72,0.0,4.0,9.0,0.0,0.0,32.49,31.76,31.29,16.0,0.0,10.0,128.31,9.0,3.0,0.0,94.62,17.0,0.0
Carrancas,2013,1.9,11.0,18.0,65.56,102.81,172.1825,7.94,8.26,4.05,7.3,32.22,31.91,11.0,3.0,8.0,0.0,3.0,34.18,32.29,30.45,23.0,0.0,12.0,38.31,24.0,13.0,0.0,93.69,31.0,0.0
Carrancas,2014,1.0,12.0,6.0,90.31,108.88,137.595,6.77,9.24,6.01,6.19,31.96,31.15,5.0,0.0,3.0,0.0,4.0,31.38,31.64,29.68,19.0,0.0,21.0,138.19,14.0,4.0,0.0,70.62,31.0,0.0
Carvalhopolis,2012,1.560182544209926,18.0,13.0,94.62,85.25,255.14083333333332,6.1,0.89,3.02,0.35,31.76,31.78,15.0,15.0,15.0,1.0,5.0,36.39,34.38,33.67,16.0,0.0,17.0,156.62,9.0,14.0,2.0,94.94,17.0,0.0
Carvalhopolis,2013,1.200228180262407,9.0,18.0,91.88,137.69,172.1825,6.61,7.66,2.8,5.41,34.06,33.59,25.0,11.0,19.0,0.0,11.0,35.58,34.77,32.43,23.0,0.0,19.0,57.94,16.0,25.0,0.0,106.88,16.0,0.0
Carvalhopolis,2014,1.380160197165742,12.0,6.0,113.81,102.44,137.595,7.23,7.86,4.55,4.3,34.05,36.4,20.0,13.0,9.0,0.0,17.0,33.88,33.42,33.1,17.0,0.0,24.0,125.81,14.0,11.0,0.0,91.69,16.0,0.0
Conceicao_das_Pedras,2012,1.199890770071,18.0,12.0,110.31,80.69,255.14083333333332,4.97,-0.7,2.37,1.09,28.11,29.37,0.0,4.0,3.0,1.0,0.0,31.8,30.81,30.63,16.0,0.0,6.0,220.25,9.0,3.0,2.0,109.62,15.0,0.0
Conceicao_das_Pedras,2013,1.800110436223081,11.0,19.0,162.88,201.44,172.1825,4.75,5.73,1.8,4.94,30.23,30.9,6.0,0.0,3.0,0.0,2.0,32.92,31.54,29.96,23.0,0.0,2.0,95.44,8.0,8.0,0.0,160.25,16.0,1.0
Conceicao_das_Pedras,2014,1.09993868792152,12.0,7.0,202.62,135.25,137.595,5.82,7.17,1.89,2.61,30.65,29.92,0.0,0.0,0.0,0.0,1.0,29.99,29.84,29.97,18.0,0.0,15.0,171.56,14.0,0.0,0.0,100.88,31.0,1.0
Conceicao_do_Rio_Verde,2012,1.080046136101499,18.0,12.0,90.56,82.25,255.14083333333332,9.99,3.83,4.09,3.14,30.41,31.28,6.0,12.0,12.0,0.0,1.0,34.31,33.47,33.58,16.0,0.0,16.0,171.19,9.0,10.0,0.0,90.12,15.0,0.0
Conceicao_do_Rio_Verde,2013,1.2,11.0,19.0,102.5,170.62,172.1825,9.37,8.51,5.84,9.06,33.93,33.29,23.0,9.0,15.0,0.0,10.0,36.19,33.97,31.49,23.0,0.0,18.0,66.81,8.0,24.0,0.0,98.69,16.0,0.0
Conceicao_do_Rio_Verde,2014,0.9,12.0,7.0,116.0,105.12,137.595,7.27,11.1,6.44,7.03,33.4,32.57,12.0,13.0,7.0,0.0,11.0,32.12,33.44,31.81,17.0,0.0,23.0,129.69,14.0,10.0,0.0,87.25,16.0,0.0
Conceicao_dos_Ouros,2012,1.26,18.0,12.0,97.94,71.75,255.14083333333332,6.22,-0.11,4.29,2.54,29.68,30.48,4.0,10.0,5.0,0.0,0.0,33.24,31.33,32.78,14.0,0.0,13.0,218.38,11.0,2.0,1.0,96.31,17.0,0.0
Conceicao_dos_Ouros,2013,1.1,11.0,19.0,152.88,189.31,172.1825,6.16,7.42,3.73,4.53,32.96,32.92,18.0,9.0,10.0,0.0,6.0,34.28,33.15,31.43,14.0,0.0,15.0,95.62,8.0,18.0,0.0,143.69,15.0,0.0
Conceicao_dos_Ouros,2014,1.2,12.0,7.0,170.0,131.44,137.595,7.45,8.39,5.09,3.12,33.07,32.05,8.0,11.0,3.0,0.0,7.0,31.83,31.78,31.75,18.0,0.0,19.0,163.88,16.0,5.0,0.0,97.12,31.0,0.0
Congonhal,2012,1.5,18.0,12.0,110.31,80.69,255.14083333333332,6.19,0.31,2.83,0.48,29.62,30.25,1.0,3.0,10.0,1.0,0.0,32.66,32.65,31.63,16.0,0.0,6.0,220.25,9.0,5.0,2.0,109.62,15.0,0.0
Congonhal,2013,1.2,11.0,19.0,162.88,201.44,172.1825,6.47,7.69,3.45,5.9,32.47,31.25,13.0,4.0,12.0,0.0,7.0,34.27,32.69,30.5,23.0,0.0,10.0,95.44,8.0,13.0,0.0,160.25,16.0,0.0
Congonhal,2014,1.2,12.0,7.0,202.62,135.25,137.595,8.03,8.86,3.29,3.48,31.87,31.73,5.0,6.0,2.0,0.0,5.0,31.76,31.56,30.84,18.0,0.0,16.0,171.56,14.0,7.0,0.0,100.88,31.0,0.0
Cordislandia,2012,1.079906542056075,18.0,13.0,94.62,85.25,255.14083333333332,7.43,1.64,3.84,1.78,30.48,30.82,8.0,11.0,12.0,1.0,1.0,33.59,33.05,33.09,16.0,0.0,15.0,156.62,9.0,7.0,1.0,94.94,17.0,0.0
Cordislandia,2013,1.14018691588785,9.0,18.0,91.88,137.69,172.1825,7.15,8.14,3.89,6.84,33.27,32.24,19.0,7.0,13.0,0.0,9.0,35.06,33.74,31.36,23.0,0.0,16.0,57.94,16.0,21.0,0.0,106.88,16.0,0.0
Cordislandia,2014,0.96,12.0,6.0,113.81,102.44,137.595,7.72,8.52,4.25,4.79,32.97,33.47,12.0,11.0,6.0,0.0,7.0,31.89,32.68,32.12,17.0,0.0,23.0,125.81,14.0,9.0,0.0,91.69,16.0,0.0
Cristina,2012,1.2,15.0,12.0,125.38,85.25,255.14083333333332,4.46,-1.56,1.03,-0.32,26.93,28.65,0.0,0.0,1.0,1.0,0.0,30.44,30.3,29.68,16.0,1.0,0.0,227.69,11.0,1.0,4.0,112.62,15.0,2.0
Cristina,2013,1.31969111969112,11.0,19.0,164.06,209.38,172.1825,4.06,4.7,0.94,3.99,29.04,29.84,0.0,0.0,1.0,0.0,0.0,31.73,30.49,29.61,14.0,0.0,0.0,104.5,8.0,6.0,0.0,161.75,16.0,4.0
Cristina,2014,1.079754601226994,12.0,7.0,207.56,138.81,137.595,4.64,6.08,0.66,1.57,29.45,29.06,0.0,0.0,0.0,3.0,0.0,28.88,28.6,29.1,18.0,0.0,8.0,178.88,14.0,0.0,0.0,103.88,31.0,2.0
Datas,2012,1.0,20.0,13.0,149.06,82.38,255.14083333333332,11.4,8.97,7.96,9.78,26.76,27.07,0.0,0.0,1.0,0.0,0.0,29.68,30.65,28.02,31.0,0.0,0.0,122.25,10.0,0.0,0.0,81.94,27.0,0.0
Datas,2013,1.0,13.0,19.0,150.81,216.12,172.1825,11.4,10.7,9.98,8.0,31.07,29.75,0.0,1.0,1.0,0.0,1.0,31.31,30.37,30.39,31.0,0.0,0.0,56.0,29.0,4.0,0.0,90.88,31.0,0.0
Datas,2014,0.7894736842105263,22.0,15.0,210.31,203.12,137.595,9.79,11.32,9.05,8.53,30.18,30.29,1.0,0.0,1.0,0.0,2.0,29.78,30.78,28.04,17.0,0.0,0.0,78.75,20.0,0.0,0.0,115.06,31.0,0.0
Dom_Vicoso,2012,1.200680272108843,15.0,12.0,125.38,85.25,255.14083333333332,6.98,1.09,2.64,1.64,29.01,30.62,2.0,4.0,7.0,1.0,0.0,32.79,32.61,31.74,16.0,0.0,7.0,227.69,11.0,4.0,1.0,112.62,15.0,0.0
Dom_Vicoso,2013,1.200680272108843,11.0,19.0,164.06,209.38,172.1825,6.08,6.73,3.52,6.18,31.15,31.26,9.0,3.0,6.0,0.0,2.0,33.59,32.56,30.64,14.0,0.0,7.0,104.5,8.0,12.0,0.0,161.75,16.0,0.0
Dom_Vicoso,2014,1.2,12.0,7.0,207.56,138.81,137.595,6.03,8.23,3.08,3.89,31.54,31.15,4.0,8.0,1.0,0.0,4.0,30.8,31.03,31.13,18.0,0.0,20.0,178.88,14.0,2.0,0.0,103.88,31.0,0.0
Fama,2012,1.5,18.0,13.0,91.62,54.56,255.14083333333332,8.85,3.74,5.37,3.72,30.35,30.64,5.0,12.0,12.0,0.0,3.0,33.93,33.36,33.26,16.0,0.0,12.0,128.31,9.0,8.0,0.0,94.62,17.0,0.0
Fama,2013,1.2,11.0,18.0,65.56,102.81,172.1825,8.79,9.37,5.0,8.4,33.7,32.57,18.0,7.0,13.0,0.0,9.0,35.42,33.53,31.1,23.0,0.0,15.0,38.31,24.0,20.0,0.0,93.69,31.0,0.0
Fama,2014,1.08,12.0,6.0,90.31,108.88,137.595,8.48,9.92,5.73,6.21,33.23,32.51,12.0,12.0,6.0,0.0,10.0,32.92,32.87,31.26,19.0,0.0,24.0,138.19,14.0,8.0,0.0,70.62,31.0,0.0
Fortaleza_de_Minas,2012,1.5,18.0,12.0,98.19,78.75,255.14083333333332,5.58,-0.22,2.67,1.3,28.31,29.63,0.0,5.0,3.0,1.0,0.0,31.82,30.92,30.85,16.0,0.0,6.0,209.94,9.0,4.0,2.0,101.44,15.0,0.0
Fortaleza_de_Minas,2013,1.2,11.0,19.0,138.38,198.44,172.1825,5.18,6.17,2.28,5.33,30.67,31.07,7.0,0.0,3.0,0.0,2.0,33.15,31.76,29.8,23.0,0.0,2.0,82.88,8.0,9.0,0.0,123.25,16.0,0.0
Fortaleza_de_Minas,2014,1.08,12.0,7.0,129.5,113.88,137.595,6.1,7.55,2.24,2.97,30.91,30.25,2.0,3.0,1.0,0.0,2.0,30.07,30.19,30.24,18.0,0.0,15.0,148.56,14.0,1.0,0.0,97.12,16.0,0.0
Heliodora,2012,1.2,18.0,12.0,98.19,78.75,255.14083333333332,6.95,1.35,4.16,2.81,29.96,30.81,6.0,12.0,9.0,0.0,0.0,33.4,32.33,32.38,16.0,0.0,11.0,209.94,9.0,5.0,1.0,101.44,15.0,0.0
Heliodora,2013,1.500145137880987,11.0,19.0,138.38,198.44,172.1825,6.73,7.53,3.66,6.18,32.77,32.45,19.0,6.0,12.0,0.0,7.0,34.73,33.28,30.99,23.0,0.0,14.0,82.88,8.0,20.0,0.0,123.25,16.0,0.0
Heliodora,2014,0.9,12.0,7.0,129.5,113.88,137.595,7.51,9.16,3.99,4.55,32.38,31.85,8.0,12.0,3.0,0.0,6.0,31.37,31.87,31.63,18.0,0.0,21.0,148.56,14.0,7.0,0.0,97.12,16.0,0.0
Ibitiura_de_Minas,2012,1.8,18.0,12.0,98.19,78.75,255.14083333333332,5.92,-0.67,-0.55,-2.57,30.07,28.84,0.0,0.0,6.0,1.0,1.0,32.23,34.17,28.82,16.0,1.0,1.0,209.94,9.0,7.0,3.0,101.44,15.0,1.0
Ibitiura_de_Minas,2013,2.1,11.0,19.0,138.38,198.44,172.1825,6.02,7.07,2.78,5.59,30.56,30.36,1.0,0.0,1.0,0.0,1.0,32.09,30.58,28.05,23.0,0.0,0.0,82.88,8.0,4.0,0.0,123.25,16.0,0.0
Ibitiura_de_Minas,2014,2.1,12.0,7.0,129.5,113.88,137.595,6.44,7.06,0.23,2.07,31.73,31.67,1.0,0.0,0.0,0.0,2.0,32.61,28.89,28.29,18.0,0.0,7.0,148.56,14.0,2.0,0.0,97.12,16.0,1.0
Inconfidentes,2012,1.5,15.0,12.0,130.19,81.31,255.14083333333332,6.8,2.29,3.06,0.93,30.16,30.34,1.0,2.0,10.0,1.0,1.0,33.53,34.24,31.03,15.0,0.0,5.0,230.06,11.0,7.0,0.0,113.56,17.0,0.0
Inconfidentes,2013,1.4,11.0,19.0,163.88,219.62,172.1825,7.65,8.5,4.21,6.91,32.67,31.88,11.0,3.0,9.0,0.0,6.0,34.36,32.33,30.22,14.0,0.0,4.0,107.12,8.0,13.0,0.0,161.88,16.0,0.0
Inconfidentes,2014,0.9,12.0,7.0,197.62,138.0,137.595,9.74,9.55,4.34,4.4,31.86,32.4,4.0,4.0,4.0,0.0,4.0,31.79,31.44,30.69,18.0,0.0,16.0,181.56,16.0,3.0,0.0,106.38,31.0,0.0
Ingai,2012,1.5,18.0,13.0,91.62,54.56,255.14083333333332,8.82,4.26,5.86,4.06,30.66,30.72,7.0,11.0,11.0,0.0,4.0,33.61,33.2,34.54,16.0,0.0,15.0,128.31,9.0,5.0,0.0,94.62,17.0,0.0
Ingai,2013,1.680769230769231,11.0,18.0,65.56,102.81,172.1825,8.41,9.42,4.55,8.42,34.19,33.22,23.0,12.0,14.0,0.0,9.0,35.52,33.48,32.16,23.0,0.0,20.0,38.31,24.0,22.0,0.0,93.69,31.0,0.0
Ingai,2014,1.319298245614035,12.0,6.0,90.31,108.88,137.595,6.58,9.69,6.44,5.29,33.6,32.67,18.0,12.0,7.0,0.0,13.0,34.36,32.79,31.06,19.0,0.0,24.0,138.19,14.0,9.0,0.0,70.62,31.0,0.0
Itajuba,2012,0.9056603773584906,18.0,12.0,97.94,71.75,255.14083333333332,6.42,1.39,1.94,0.92,31.87,33.38,20.0,24.0,14.0,2.0,13.0,35.37,34.87,34.38,14.0,0.0,24.0,218.38,11.0,11.0,3.0,96.31,17.0,2.0
Itajuba,2013,0.9,11.0,19.0,152.88,189.31,172.1825,5.73,7.04,3.41,4.94,34.86,34.9,24.0,15.0,17.0,0.0,15.0,36.87,34.88,33.87,14.0,0.0,23.0,95.62,8.0,23.0,0.0,143.69,15.0,0.0
Itajuba,2014,1.2,12.0,7.0,170.0,131.44,137.595,6.01,8.24,3.25,3.68,31.84,30.82,4.0,8.0,1.0,0.0,4.0,31.47,30.81,30.85,18.0,0.0,17.0,163.88,16.0,2.0,0.0,97.12,31.0,0.0
Itutinga,2012,1.016666666666667,19.0,20.0,84.06,55.06,255.14083333333332,9.52,5.28,6.3,4.56,30.96,30.91,7.0,9.0,12.0,0.0,4.0,33.83,33.27,33.19,16.0,0.0,13.0,81.62,12.0,7.0,0.0,87.38,16.0,0.0
Itutinga,2013,1.32,13.0,18.0,41.19,74.5,172.1825,8.81,9.55,5.2,8.3,33.79,33.28,23.0,10.0,11.0,0.0,7.0,35.5,33.86,31.88,16.0,0.0,19.0,21.25,24.0,21.0,0.0,68.94,31.0,0.0
Itutinga,2014,1.321428571428571,13.0,6.0,101.81,187.81,137.595,7.57,10.47,7.08,7.32,33.48,32.4,14.0,4.0,7.0,0.0,10.0,33.11,33.19,30.77,29.0,0.0,23.0,132.38,15.0,9.0,0.0,87.5,31.0,0.0
Jesuania,2012,1.319745222929936,18.0,12.0,98.19,78.75,255.14083333333332,7.26,1.41,2.99,1.83,28.95,30.28,2.0,4.0,8.0,1.0,0.0,32.53,32.09,31.86,16.0,0.0,9.0,209.94,9.0,4.0,1.0,101.44,15.0,0.0
Jesuania,2013,1.319745222929936,11.0,19.0,138.38,198.44,172.1825,6.54,7.33,3.54,6.47,31.77,31.63,8.0,0.0,8.0,0.0,2.0,34.21,32.49,29.99,23.0,0.0,5.0,82.88,8.0,13.0,0.0,123.25,16.0,0.0
Jesuania,2014,1.05,12.0,7.0,129.5,113.88,137.595,6.47,8.69,3.08,4.35,31.76,31.13,4.0,8.0,1.0,0.0,5.0,30.49,31.27,30.96,18.0,0.0,19.0,148.56,14.0,3.0,0.0,97.12,16.0,0.0
Lambari,2012,1.080036658011303,18.0,12.0,95.25,79.19,255.14083333333332,7.27,1.48,2.91,1.78,28.8,29.97,0.0,3.0,8.0,1.0,0.0,32.32,31.8,31.79,16.0,0.0,9.0,200.0,8.0,5.0,1.0,98.94,15.0,0.0
Lambari,2013,1.320058280718795,11.0,19.0,114.88,181.56,172.1825,6.66,7.23,3.43,6.27,31.92,31.37,6.0,0.0,8.0,0.0,2.0,34.07,32.31,29.69,23.0,0.0,4.0,67.44,13.0,13.0,0.0,100.81,16.0,0.0
Lambari,2014,1.016666666666667,12.0,7.0,115.19,107.56,137.595,6.55,8.63,3.23,4.31,31.6,31.06,4.0,7.0,1.0,0.0,5.0,30.15,31.18,30.81,17.0,0.0,19.0,131.0,14.0,2.0,0.0,89.25,16.0,0.0
