municipio,ano,target,cdd_6,cdd_9,prcptot_2,prcptot_3,precomediocafe,tnn_5,tnn_6,tnn_7,tnn_8,txx_11,txx_12,wd30_12,wd30_3,wd30_9,tmin2_8,wd30_11,txx_10,txx_9,txx_3,cdd_7,frost_8,wd30_2,prcptot_10,cdd_5,wd30_10,tmin2_6,prcptot_12,cdd_8,tmin2_7
Luminarias,2012,1.08,18.0,13.0,101.44,65.44,255.14083333333332,9.43,4.22,5.59,4.03,30.63,30.78,6.0,11.0,12.0,0.0,4.0,33.83,33.27,33.14,16.0,0.0,15.0,144.56,9.0,8.0,0.0,93.44,17.0,0.0
Luminarias,2013,1.02,11.0,18.0,76.25,110.75,172.1825,8.94,9.36,5.27,8.89,33.95,33.12,23.0,11.0,13.0,0.0,9.0,35.69,33.64,31.84,23.0,0.0,19.0,46.0,21.0,21.0,0.0,88.44,31.0,0.0
Luminarias,2014,1.02,12.0,6.0,95.44,98.0,137.595,7.32,10.35,6.82,6.24,33.49,32.48,15.0,11.0,7.0,0.0,12.0,33.11,33.09,31.16,19.0,0.0,24.0,134.69,14.0,10.0,0.0,78.94,16.0,0.0
Maria_da_Fe,2012,0.9036144578313252,15.0,12.0,130.19,81.31,255.14083333333332,2.65,-2.16,0.74,-0.16,28.18,28.29,0.0,3.0,2.0,2.0,0.0,31.1,30.31,31.26,15.0,1.0,0.0,230.06,11.0,3.0,5.0,113.56,17.0,2.0
Maria_da_Fe,2013,0.891566265060241,11.0,19.0,163.88,219.62,172.1825,3.45,4.74,0.54,3.44,29.83,31.59,2.0,1.0,1.0,0.0,0.0,31.71,30.31,31.14,14.0,0.0,0.0,107.12,8.0,6.0,0.0,161.88,16.0,2.0
Maria_da_Fe,2014,1.8,12.0,7.0,197.62,138.0,137.595,4.55,6.04,0.84,1.14,29.81,28.83,0.0,0.0,0.0,3.0,0.0,29.61,28.71,28.54,18.0,0.0,2.0,181.56,16.0,0.0,0.0,106.38,31.0,2.0
Monsenhor_Paulo,2012,1.2,18.0,13.0,94.62,85.25,255.14083333333332,8.21,2.69,4.58,2.98,30.16,30.66,4.0,12.0,12.0,0.0,2.0,33.75,33.19,33.22,16.0,0.0,11.0,156.62,9.0,7.0,0.0,94.94,17.0,0.0
Monsenhor_Paulo,2013,1.2,9.0,18.0,91.88,137.69,172.1825,8.05,9.0,4.63,7.84,33.3,32.34,19.0,6.0,13.0,0.0,9.0,35.24,33.69,31.03,23.0,0.0,13.0,57.94,16.0,19.0,0.0,106.88,16.0,0.0
Monsenhor_Paulo,2014,0.96,12.0,6.0,113.81,102.44,137.595,8.47,9.34,4.78,6.09,32.99,32.56,7.0,11.0,7.0,0.0,8.0,32.03,32.72,31.84,17.0,0.0,23.0,125.81,14.0,7.0,0.0,91.69,16.0,0.0
Monte_Siao,2012,1.2,18.0,12.0,97.94,71.75,255.14083333333332,7.29,3.3,3.76,2.42,30.54,31.79,7.0,5.0,11.0,0.0,5.0,34.45,34.02,32.13,14.0,0.0,11.0,218.38,11.0,8.0,0.0,96.31,17.0,0.0
Monte_Siao,2013,0.9,11.0,19.0,152.88,189.31,172.1825,8.34,9.01,4.97,8.12,33.83,33.04,17.0,6.0,13.0,0.0,8.0,35.18,33.44,31.53,14.0,0.0,11.0,95.62,8.0,19.0,0.0,143.69,15.0,0.0
Monte_Siao,2014,0.660056657223796,12.0,7.0,170.0,131.44,137.595,10.26,10.03,5.4,4.47,32.52,32.47,7.0,10.0,4.0,0.0,8.0,31.87,32.24,32.25,18.0,0.0,24.0,163.88,16.0,7.0,0.0,97.12,31.0,0.0
Natercia,2012,1.38,18.0,12.0,110.31,80.69,255.14083333333332,5.77,0.26,3.21,1.93,28.85,30.05,1.0,6.0,7.0,1.0,0.0,32.46,31.37,31.36,16.0,0.0,8.0,220.25,9.0,4.0,1.0,109.62,15.0,0.0
Natercia,2013,1.38,11.0,19.0,162.88,201.44,172.1825,5.63,6.48,2.64,5.59,31.42,31.63,8.0,1.0,7.0,0.0,4.0,33.7,32.27,30.09,23.0,0.0,7.0,95.44,8.0,12.0,0.0,160.25,16.0,0.0
Natercia,2014,1.08,12.0,7.0,202.62,135.25,137.595,6.68,8.04,2.8,3.45,31.39,30.84,3.0,6.0,1.0,0.0,4.0,30.56,30.75,30.72,18.0,0.0,18.0,171.56,14.0,2.0,0.0,100.88,31.0,0.0
Olimpio_Noronha,2012,1.08,18.0,12.0,98.19,78.75,255.14083333333332,6.85,0.92,2.26,1.35,28.77,30.22,1.0,4.0,7.0,1.0,0.0,32.33,32.0,31.54,16.0,0.0,6.0,209.94,9.0,4.0,1.0,101.44,15.0,0.0
Olimpio_Noronha,2013,1.2,11.0,19.0,138.38,198.44,172.1825,6.14,6.72,3.13,5.9,31.15,31.31,7.0,0.0,6.0,0.0,2.0,33.74,32.15,29.9,23.0,0.0,4.0,82.88,8.0,11.0,0.0,123.25,16.0,0.0
Olimpio_Noronha,2014,0.72,12.0,7.0,129.5,113.88,137.595,5.92,8.23,2.29,3.84,31.31,30.82,4.0,5.0,1.0,0.0,3.0,30.31,30.89,30.73,18.0,0.0,19.0,148.56,14.0,1.0,0.0,97.12,16.0,0.0
Ouro_Fino,2012,1.259923664122137,15.0,12.0,125.38,85.25,255.14083333333332,6.8,2.29,3.06,0.93,30.16,30.34,1.0,2.0,10.0,1.0,1.0,33.53,34.24,31.03,16.0,0.0,5.0,227.69,11.0,7.0,0.0,112.62,15.0,0.0
Ouro_Fino,2013,1.559925093632959,11.0,19.0,164.06,209.38,172.1825,7.65,8.5,4.21,6.91,32.67,31.88,11.0,3.0,9.0,0.0,6.0,34.36,32.33,30.22,14.0,0.0,4.0,104.5,8.0,13.0,0.0,161.75,16.0,0.0
Ouro_Fino,2014,1.080043383947939,12.0,7.0,207.56,138.81,137.595,9.74,9.55,4.34,4.4,31.86,32.4,4.0,4.0,4.0,0.0,4.0,31.79,31.44,30.69,18.0,0.0,16.0,178.88,14.0,3.0,0.0,103.88,31.0,0.0
Paraisopolis,2012,1.05945945945946,19.0,12.0,72.75,61.81,255.14083333333332,5.98,-0.71,3.96,0.91,28.45,29.61,0.0,8.0,2.0,1.0,0.0,31.27,30.54,32.08,14.0,0.0,5.0,194.81,11.0,3.0,1.0,61.12,18.0,0.0
Paraisopolis,2013,1.05945945945946,12.0,19.0,145.94,191.38,172.1825,5.13,6.98,3.32,5.07,31.49,32.13,10.0,7.0,5.0,0.0,3.0,33.39,32.24,30.83,18.0,0.0,12.0,78.25,8.0,11.0,0.0,115.38,15.0,0.0
Paraisopolis,2014,1.111111111111111,12.0,7.0,127.19,117.38,137.595,6.98,7.9,5.19,2.46,33.73,31.2,4.0,4.0,3.0,0.0,5.0,31.42,31.49,30.5,17.0,0.0,16.0,142.5,20.0,3.0,0.0,90.81,31.0,0.0
Pedralva,2012,1.8,15.0,12.0,125.38,85.25,255.14083333333332,4.1,-1.01,2.04,0.92,28.47,29.26,0.0,5.0,3.0,1.0,0.0,32.14,31.24,31.51,16.0,0.0,3.0,227.69,11.0,4.0,3.0,112.62,15.0,0.0
Pedralva,2013,1.8,11.0,19.0,164.06,209.38,172.1825,4.42,5.78,1.68,4.64,30.33,31.79,5.0,1.0,3.0,0.0,2.0,32.88,31.52,31.31,14.0,0.0,1.0,104.5,8.0,9.0,0.0,161.75,16.0,1.0
Pedralva,2014,1.2,12.0,7.0,207.56,138.81,137.595,5.58,7.0,1.82,2.26,30.67,29.74,0.0,0.0,0.0,0.0,1.0,30.36,29.68,29.81,18.0,0.0,14.0,178.88,14.0,1.0,0.0,103.88,31.0,1.0
Pirangucu,2012,1.1,19.0,12.0,72.75,61.81,255.14083333333332,5.92,0.29,2.85,1.23,29.77,31.18,5.0,13.0,8.0,1.0,0.0,33.16,32.48,32.54,14.0,0.0,14.0,194.81,11.0,8.0,1.0,61.12,18.0,0.0
Pirangucu,2013,1.1,12.0,19.0,145.94,191.38,172.1825,5.82,7.09,3.29,5.61,32.61,33.19,21.0,8.0,10.0,0.0,7.0,34.56,33.48,32.46,18.0,0.0,15.0,78.25,8.0,19.0,0.0,115.38,15.0,0.0
Pirangucu,2014,1.2,12.0,7.0,127.19,117.38,137.595,6.71,8.29,4.27,2.93,32.85,31.27,4.0,6.0,2.0,0.0,4.0,31.34,30.95,30.98,17.0,0.0,17.0,142.5,20.0,2.0,0.0,90.81,31.0,0.0
Piranguinho,2012,1.08,18.0,12.0,97.94,71.75,255.14083333333332,6.37,1.09,3.77,2.25,30.6,31.73,9.0,21.0,11.0,0.0,4.0,33.35,32.99,33.03,14.0,0.0,18.0,218.38,11.0,9.0,1.0,96.31,17.0,0.0
Piranguinho,2013,1.08,11.0,19.0,152.88,189.31,172.1825,6.73,7.69,3.82,6.4,33.3,33.76,24.0,10.0,14.0,0.0,10.0,35.38,34.06,32.83,14.0,0.0,18.0,95.62,8.0,21.0,0.0,143.69,15.0,0.0
Piranguinho,2014,1.376329787234043,12.0,7.0,170.0,131.44,137.595,7.5,8.81,4.28,3.93,32.44,31.69,8.0,10.0,3.0,0.0,5.0,31.9,31.6,31.49,18.0,0.0,19.0,163.88,16.0,5.0,0.0,97.12,31.0,0.0
Poco_Fundo,2012,1.139981418395788,18.0,13.0,94.62,85.25,255.14083333333332,6.48,0.87,2.95,0.29,31.61,31.69,13.0,14.0,14.0,1.0,4.0,35.81,34.27,33.51,16.0,0.0,16.0,156.62,9.0,12.0,1.0,94.94,17.0,0.0
Poco_Fundo,2013,1.139981418395788,9.0,18.0,91.88,137.69,172.1825,6.6,7.7,3.29,5.97,33.73,33.37,23.0,11.0,17.0,0.0,11.0,35.37,34.48,32.21,23.0,0.0,18.0,57.94,16.0,23.0,0.0,106.88,16.0,0.0
Poco_Fundo,2014,0.8999697793895437,12.0,6.0,113.81,102.44,137.595,7.66,7.92,4.33,4.25,34.23,35.54,17.0,12.0,7.0,0.0,15.0,33.24,33.31,32.78,17.0,0.0,23.0,125.81,14.0,11.0,0.0,91.69,16.0,0.0
Pocos_de_Caldas,2012,1.56,18.0,13.0,94.62,85.25,255.14083333333332,4.93,-1.68,-1.15,-3.26,28.41,27.8,0.0,0.0,3.0,1.0,0.0,30.81,32.37,28.84,16.0,1.0,0.0,156.62,9.0,3.0,4.0,94.94,17.0,2.0
Pocos_de_Caldas,2013,1.2,9.0,18.0,91.88,137.69,172.1825,5.27,6.23,1.63,4.93,30.09,29.93,0.0,0.0,0.0,0.0,1.0,31.65,29.31,27.54,23.0,0.0,0.0,57.94,16.0,4.0,0.0,106.88,16.0,2.0
Pocos_de_Caldas,2014,1.14,12.0,6.0,113.81,102.44,137.595,6.06,6.63,-0.35,1.42,29.86,30.75,1.0,0.0,0.0,1.0,0.0,30.09,28.66,28.1,17.0,0.0,2.0,125.81,14.0,1.0,0.0,91.69,16.0,2.0
Pouso_Alegre,2012,1.141666666666667,15.0,12.0,125.38,85.25,255.14083333333332,6.44,0.47,3.99,2.17,30.34,30.95,6.0,8.0,8.0,0.0,1.0,33.52,32.25,32.55,16.0,0.0,12.0,227.69,11.0,4.0,1.0,112.62,15.0,0.0
Pouso_Alegre,2013,1.141666666666667,11.0,19.0,164.06,209.38,172.1825,6.15,7.39,3.62,4.24,33.38,32.36,21.0,8.0,15.0,0.0,8.0,34.96,33.31,31.26,14.0,0.0,15.0,104.5,8.0,21.0,0.0,161.75,16.0,0.0
Pouso_Alegre,2014,0.7777777777777778,12.0,7.0,207.56,138.81,137.595,7.92,8.53,4.42,3.83,32.32,32.06,8.0,10.0,3.0,0.0,7.0,31.95,32.04,31.71,18.0,0.0,20.0,178.88,14.0,8.0,0.0,103.88,31.0,0.0
Pouso_Alto,2012,1.2,18.0,12.0,110.31,80.69,255.14083333333332,7.83,2.19,2.2,1.84,30.34,32.02,6.0,7.0,12.0,1.0,3.0,34.23,34.12,32.95,16.0,0.0,15.0,220.25,9.0,9.0,0.0,109.62,15.0,0.0
Pouso_Alto,2013,1.2,11.0,19.0,162.88,201.44,172.1825,6.28,7.1,3.77,6.26,32.09,32.52,20.0,7.0,10.0,0.0,6.0,34.83,33.36,31.24,23.0,0.0,16.0,95.44,8.0,16.0,0.0,160.25,16.0,0.0
Pouso_Alto,2014,1.2,12.0,7.0,202.62,135.25,137.595,5.72,8.46,2.55,4.52,32.38,32.29,7.0,14.0,5.0,0.0,7.0,31.68,32.2,32.14,18.0,0.0,22.0,171.56,14.0,7.0,0.0,100.88,31.0,0.0
Santa_Rita_de_Caldas,2012,1.8,18.0,12.0,98.19,78.75,255.14083333333332,4.79,-0.76,-0.73,-2.68,28.77,28.6,0.0,0.0,7.0,1.0,0.0,31.46,33.23,29.32,16.0,1.0,0.0,209.94,9.0,3.0,3.0,101.44,15.0,2.0
Santa_Rita_de_Caldas,2013,1.684210526315789,11.0,19.0,138.38,198.44,172.1825,5.19,6.23,2.0,4.9,30.29,30.3,1.0,0.0,2.0,0.0,1.0,32.57,30.52,28.51,23.0,0.0,0.0,82.88,8.0,5.0,0.0,123.25,16.0,0.0
Santa_Rita_de_Caldas,2014,1.684210526315789,12.0,7.0,129.5,113.88,137.595,6.34,7.02,0.2,1.68,30.5,30.99,1.0,0.0,0.0,1.0,1.0,31.2,29.61,28.84,18.0,0.0,9.0,148.56,14.0,1.0,0.0,97.12,16.0,2.0
Santa_Rita_do_Sapucai,2012,1.079958920187793,15.0,12.0,125.38,85.25,255.14083333333332,6.49,0.84,2.7,1.22,32.17,33.13,16.0,17.0,7.0,2.0,6.0,35.17,34.17,34.14,16.0,0.0,22.0,227.69,11.0,1.0,3.0,112.62,15.0,0.0
Santa_Rita_do_Sapucai,2013,1.5,11.0,19.0,164.06,209.38,172.1825,6.16,7.71,3.69,-2.76,35.67,34.14,23.0,14.0,13.0,1.0,13.0,35.68,34.18,33.16,14.0,1.0,22.0,104.5,8.0,20.0,0.0,161.75,16.0,0.0
Santa_Rita_do_Sapucai,2014,1.08,12.0,7.0,207.56,138.81,137.595,6.19,8.2,4.51,4.34,33.7,33.66,21.0,20.0,9.0,0.0,11.0,33.7,32.7,33.66,18.0,0.0,24.0,178.88,14.0,10.0,0.0,103.88,31.0,0.0
Sao_Bento_Abade,2012,1.2,18.0,13.0,101.44,65.44,255.14083333333332,9.89,4.2,5.14,3.63,30.39,30.86,6.0,13.0,12.0,0.0,2.0,34.04,33.13,33.45,16.0,0.0,16.0,144.56,9.0,10.0,0.0,93.44,17.0,0.0
Sao_Bento_Abade,2013,1.2,11.0,18.0,76.25,110.75,172.1825,9.72,8.66,5.91,9.29,34.18,33.3,22.0,9.0,15.0,0.0,10.0,36.12,33.88,31.47,23.0,0.0,18.0,46.0,21.0,24.0,0.0,88.44,31.0,0.0
Sao_Bento_Abade,2014,1.319760479041916,12.0,6.0,95.44,98.0,137.595,8.0,11.11,7.3,6.99,33.46,32.6,13.0,11.0,7.0,0.0,11.0,32.44,33.54,31.37,19.0,0.0,24.0,134.69,14.0,11.0,0.0,78.94,16.0,0.0
Sao_Goncalo_do_Sapucai,2012,1.260049220672683,18.0,12.0,90.56,82.25,255.14083333333332,7.37,1.63,3.82,2.19,29.99,30.6,6.0,7.0,11.0,0.0,0.0,32.94,32.38,32.62,16.0,0.0,11.0,171.19,9.0,6.0,1.0,90.12,15.0,0.0
Sao_Goncalo_do_Sapucai,2013,1.260049220672683,11.0,19.0,102.5,170.62,172.1825,7.15,7.89,3.78,6.71,32.93,32.16,19.0,6.0,13.0,0.0,7.0,34.72,33.3,30.98,23.0,0.0,12.0,66.81,8.0,18.0,0.0,98.69,16.0,0.0
Sao_Goncalo_do_Sapucai,2014,0.96,12.0,7.0,116.0,105.12,137.595,7.6,8.83,3.79,4.75,32.53,32.2,7.0,11.0,4.0,0.0,6.0,31.26,32.19,31.77,17.0,0.0,22.0,129.69,14.0,7.0,0.0,87.25,16.0,0.0
Sao_Joao_da_Mata,2012,1.62,18.0,12.0,95.25,79.19,255.14083333333332,5.78,-0.23,1.85,-0.35,29.46,30.0,0.0,3.0,10.0,1.0,0.0,32.39,32.26,31.68,16.0,1.0,7.0,200.0,8.0,4.0,3.0,98.94,15.0,1.0
Sao_Joao_da_Mata,2013,1.2,11.0,19.0,114.88,181.56,172.1825,5.61,6.63,2.48,4.87,31.9,31.05,11.0,2.0,9.0,0.0,4.0,33.57,32.35,30.41,23.0,0.0,7.0,67.44,13.0,11.0,0.0,100.81,16.0,0.0
Sao_Joao_da_Mata,2014,1.2,12.0,7.0,115.19,107.56,137.595,6.96,7.27,2.42,2.95,31.79,32.63,5.0,6.0,1.0,0.0,6.0,30.57,31.36,30.95,17.0,0.0,17.0,131.0,14.0,7.0,0.0,89.25,16.0,0.0
Sao_Joao_del_Rei,2012,0.902097902097902,19.0,20.0,82.31,56.06,255.14083333333332,9.83,6.59,6.21,4.3,31.47,30.02,1.0,4.0,12.0,0.0,3.0,33.17,33.18,31.97,16.0,0.0,10.0,88.56,9.0,4.0,0.0,85.06,16.0,0.0
Sao_Joao_del_Rei,2013,0.902097902097902,12.0,18.0,46.56,85.56,172.1825,8.12,7.97,4.94,6.18,32.05,33.4,22.0,10.0,11.0,0.0,4.0,34.79,33.7,31.54,16.0,0.0,16.0,25.5,24.0,15.0,0.0,69.62,31.0,0.0
Sao_Joao_del_Rei,2014,1.2,13.0,6.0,104.62,179.44,137.595,7.33,10.01,5.5,6.78,32.67,32.75,6.0,4.0,5.0,0.0,6.0,31.96,33.32,30.35,29.0,0.0,19.0,132.31,15.0,6.0,0.0,81.69,31.0,0.0
Sao_Lourenco,2012,1.379310344827586,18.0,12.0,110.31,80.69,255.14083333333332,5.91,1.23,0.3,1.01,31.15,32.67,8.0,9.0,14.0,1.0,5.0,34.76,34.93,33.3,16.0,0.0,15.0,220.25,9.0,11.0,2.0,109.62,15.0,1.0
Sao_Lourenco,2013,1.379310344827586,11.0,19.0,162.88,201.44,172.1825,5.28,6.43,2.56,5.17,32.39,33.44,23.0,9.0,13.0,0.0,7.0,35.57,33.23,32.08,23.0,0.0,18.0,95.44,8.0,21.0,0.0,160.25,16.0,0.0
Sao_Lourenco,2014,1.2,12.0,7.0,202.62,135.25,137.595,4.92,7.36,-0.33,2.15,32.59,32.99,11.0,14.0,6.0,0.0,6.0,31.93,32.4,32.22,18.0,0.0,23.0,171.56,14.0,9.0,0.0,100.88,31.0,1.0
Sao_Sebastiao_da_Bela_Vista,2012,1.2,18.0,12.0,110.31,80.69,255.14083333333332,6.57,0.85,3.74,3.74,31.02,32.08,11.0,15.0,8.0,0.0,3.0,34.48,33.18,33.45,16.0,0.0,20.0,220.25,9.0,1.0,1.0,109.62,15.0,0.0
Sao_Sebastiao_da_Bela_Vista,2013,1.38,11.0,19.0,162.88,201.44,172.1825,6.59,7.78,3.79,1.36,34.58,33.49,22.0,12.0,15.0,1.0,10.0,35.32,33.98,32.06,23.0,0.0,19.0,95.44,8.0,20.0,0.0,160.25,16.0,0.0
Sao_Sebastiao_da_Bela_Vista,2014,1.020408163265306,12.0,7.0,202.62,135.25,137.595,6.96,8.77,3.78,4.14,33.05,32.92,14.0,16.0,8.0,0.0,9.0,32.63,32.44,32.7,18.0,0.0,23.0,171.56,14.0,9.0,0.0,100.88,31.0,0.0
Sao_Tome_das_Letras,2012,1.08,18.0,13.0,94.62,85.25,255.14083333333332,10.66,3.13,3.91,2.62,29.54,30.32,2.0,10.0,9.0,0.0,0.0,33.25,32.36,33.33,16.0,0.0,14.0,156.62,9.0,6.0,0.0,94.94,17.0,0.0
Sao_Tome_das_Letras,2013,1.2,9.0,18.0,91.88,137.69,172.1825,9.9,5.16,5.97,10.17,33.49,33.16,22.0,10.0,13.0,0.0,9.0,36.25,34.1,32.33,23.0,0.0,20.0,57.94,16.0,21.0,0.0,106.88,16.0,0.0
Sao_Tome_das_Letras,2014,0.9,12.0,6.0,113.81,102.44,137.595,7.13,11.39,7.56,6.02,33.23,32.36,11.0,3.0,7.0,0.0,9.0,31.66,33.25,30.66,17.0,0.0,20.0,125.81,14.0,8.0,0.0,91.69,16.0,0.0
Senador_Jose_Bento,2012,1.320481927710843,18.0,12.0,110.31,80.69,255.14083333333332,5.61,0.06,1.13,-0.95,29.12,29.57,0.0,2.0,9.0,1.0,0.0,31.86,33.06,30.45,16.0,1.0,4.0,220.25,9.0,5.0,2.0,109.62,15.0,1.0
Senador_Jose_Bento,2013,1.32,11.0,19.0,162.88,201.44,172.1825,5.85,7.13,2.83,5.68,31.45,30.74,3.0,0.0,5.0,0.0,2.0,33.31,31.4,29.36,23.0,0.0,1.0,95.44,8.0,8.0,0.0,160.25,16.0,0.0
Senador_Jose_Bento,2014,1.082352941176471,12.0,7.0,202.62,135.25,137.595,8.05,8.33,2.01,2.83,30.97,31.45,3.0,0.0,1.0,0.0,3.0,31.24,30.63,29.92,18.0,0.0,14.0,171.56,14.0,2.0,0.0,100.88,31.0,0.0
Serrania,2012,1.5,18.0,13.0,101.44,65.44,255.14083333333332,7.41,1.25,3.26,0.72,31.32,31.52,8.0,7.0,13.0,1.0,3.0,34.57,34.09,33.25,16.0,0.0,16.0,144.56,9.0,11.0,1.0,93.44,17.0,0.0
Serrania,2013,1.2,11.0,18.0,76.25,110.75,172.1825,6.98,8.14,4.06,6.82,33.22,32.16,20.0,8.0,15.0,0.0,9.0,35.05,34.08,31.68,23.0,0.0,15.0,46.0,21.0,20.0,0.0,88.44,31.0,0.0
Serrania,2014,1.08,12.0,6.0,95.44,98.0,137.595,8.61,8.35,4.34,4.69,33.93,34.13,14.0,11.0,6.0,0.0,13.0,32.66,33.09,32.25,19.0,0.0,23.0,134.69,14.0,11.0,0.0,78.94,16.0,0.0
Silvianopolis,2012,1.08010752688172,18.0,12.0,98.19,78.75,255.14083333333332,6.64,1.24,4.04,2.29,30.8,31.35,8.0,9.0,12.0,0.0,1.0,33.86,32.68,32.73,16.0,0.0,16.0,209.94,9.0,5.0,1.0,101.44,15.0,0.0
Silvianopolis,2013,1.019892473118279,11.0,19.0,138.38,198.44,172.1825,6.75,7.76,3.76,4.72,33.45,32.43,22.0,8.0,15.0,0.0,11.0,35.2,33.92,31.5,23.0,0.0,16.0,82.88,8.0,21.0,0.0,123.25,16.0,0.0
Silvianopolis,2014,0.7797927461139896,12.0,7.0,129.5,113.88,137.595,7.59,8.92,4.11,4.22,32.71,32.36,10.0,12.0,6.0,0.0,8.0,31.86,32.38,32.09,18.0,0.0,22.0,148.56,14.0,9.0,0.0,97.12,16.0,0.0
Soledade_de_Minas,2012,1.5,18.0,12.0,98.19,78.75,255.14083333333332,6.6,1.8,0.99,1.52,31.31,32.76,10.0,12.0,14.0,1.0,7.0,34.95,35.05,33.5,16.0,0.0,18.0,209.94,9.0,11.0,1.0,101.44,15.0,1.0
Soledade_de_Minas,2013,1.5,11.0,19.0,138.38,198.44,172.1825,5.9,7.03,3.22,5.86,32.62,33.48,24.0,9.0,15.0,0.0,11.0,35.82,33.57,32.2,23.0,0.0,19.0,82.88,8.0,21.0,0.0,123.25,16.0,0.0
Soledade_de_Minas,2014,1.056666666666667,12.0,7.0,129.5,113.88,137.595,5.63,8.1,0.57,3.28,32.91,32.98,11.0,15.0,6.0,0.0,7.0,32.11,32.71,32.41,18.0,0.0,23.0,148.56,14.0,9.0,0.0,97.12,16.0,1.0
Tocos_do_Moji,2012,1.5,15.0,12.0,130.19,81.31,255.14083333333332,5.87,0.36,2.93,0.46,29.32,29.65,0.0,3.0,5.0,1.0,0.0,31.67,31.46,31.44,15.0,0.0,6.0,230.06,11.0,4.0,2.0,113.56,17.0,0.0
Tocos_do_Moji,2013,1.5,11.0,19.0,163.88,219.62,172.1825,6.23,7.67,3.17,6.07,32.71,31.32,10.0,2.0,6.0,0.0,3.0,33.36,31.72,30.36,14.0,0.0,8.0,107.12,8.0,10.0,0.0,161.88,16.0,0.0
Tocos_do_Moji,2014,1.08,12.0,7.0,197.62,138.0,137.595,8.4,9.03,4.53,3.55,31.45,31.99,5.0,3.0,1.0,0.0,5.0,31.64,31.2,30.65,18.0,0.0,15.0,181.56,16.0,3.0,0.0,106.38,31.0,0.0
Tres_Coracoes,2012,1.080018761726079,18.0,13.0,94.62,85.25,255.14083333333332,7.21,2.65,2.74,3.51,31.32,31.89,9.0,9.0,16.0,0.0,8.0,34.91,33.64,33.49,16.0,0.0,15.0,156.62,9.0,10.0,0.0,94.94,17.0,0.0
Tres_Coracoes,2013,1.319981060606061,9.0,18.0,91.88,137.69,172.1825,9.15,6.27,2.24,6.21,35.38,32.42,6.0,1.0,17.0,0.0,6.0,35.51,33.93,30.6,23.0,0.0,3.0,57.94,16.0,23.0,0.0,106.88,16.0,0.0
Tres_Coracoes,2014,0.9001182033096927,12.0,6.0,113.81,102.44,137.595,8.43,10.97,5.74,5.27,33.42,32.92,19.0,10.0,8.0,0.0,10.0,32.01,32.94,31.39,17.0,0.0,22.0,125.81,14.0,10.0,0.0,91.69,16.0,0.0
Turvolandia,2012,1.2,18.0,12.0,90.56,82.25,255.14083333333332,6.93,1.25,3.65,1.32,31.09,31.25,9.0,13.0,12.0,1.0,3.0,34.1,33.2,33.15,16.0,0.0,16.0,171.19,9.0,9.0,1.0,90.12,15.0,0.0
Turvolandia,2013,1.08,11.0,19.0,102.5,170.62,172.1825,6.78,7.71,3.44,5.77,33.58,32.48,23.0,9.0,16.0,0.0,11.0,35.18,34.06,31.78,23.0,0.0,17.0,66.81,8.0,23.0,0.0,98.69,16.0,0.0
Turvolandia,2014,0.84,12.0,7.0,116.0,105.12,137.595,7.65,8.3,4.17,4.39,33.19,34.19,15.0,12.0,6.0,0.0,11.0,32.37,32.85,32.52,17.0,0.0,23.0,129.69,14.0,11.0,0.0,87.25,16.0,0.0
Virginia,2012,1.2,15.0,12.0,130.19,81.31,255.14083333333332,7.32,1.12,2.82,1.63,28.89,30.07,1.0,4.0,4.0,1.0,0.0,32.5,32.13,31.37,15.0,0.0,6.0,230.06,11.0,4.0,1.0,113.56,17.0,0.0
Virginia,2013,1.2,11.0,19.0,163.88,219.62,172.1825,6.0,6.37,3.65,6.13,30.74,30.69,6.0,0.0,6.0,0.0,1.0,32.51,32.25,30.0,14.0,0.0,2.0,107.12,8.0,9.0,0.0,161.88,16.0,0.0
Virginia,2014,1.2,12.0,7.0,197.62,138.0,137.595,5.67,7.75,4.37,3.71,31.05,30.92,4.0,6.0,1.0,0.0,4.0,30.38,30.81,30.97,18.0,0.0,20.0,181.56,16.0,1.0,0.0,106.38,31.0,0.0
Aiuruoca,2015,1.09375,18.0,6.0,148.5,87.44,168.48333333333332,9.71,7.13,6.31,3.53,31.43,32.84,9.0,0.0,3.0,0.0,6.0,34.88,31.19,29.93,7.0,0.0,8.0,44.31,8.0,9.0,0.0,84.56,12.0,0.0
Albertina,2015,1.08,13.0,11.0,139.88,44.06,168.48333333333332,9.64,7.13,5.4,8.83,31.16,32.23,5.0,0.0,9.0,0.0,4.0,35.76,31.46,29.4,7.0,0.0,5.0,68.0,9.0,13.0,0.0,101.31,12.0,0.0
Baependi,2015,0.84,18.0,6.0,148.5,87.44,168.48333333333332,9.7,6.56,6.04,2.72,32.3,32.96,11.0,3.0,8.0,0.0,7.0,35.63,31.56,30.24,7.0,0.0,11.0,44.31,8.0,15.0,0.0,84.56,12.0,0.0
Bandeira_do_Sul,2015,1.26,18.0,6.0,156.0,129.44,168.48333333333332,9.55,5.86,5.63,5.34,30.74,32.54,4.0,0.0,4.0,0.0,1.0,35.25,31.21,29.96,7.0,0.0,3.0,44.75,9.0,11.0,0.0,84.25,17.0,0.0
Borda_da_Mata,2015,1.2,13.0,6.0,143.31,27.75,168.48333333333332,9.92,7.41,5.71,8.1,31.58,32.57,7.0,0.0,9.0,0.0,6.0,35.69,31.98,29.62,7.0,0.0,5.0,70.12,9.0,14.0,0.0,117.81,12.0,0.0
