number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.13799465235685207,2026-01-14 20:40:43.552786,2026-01-14 20:40:51.840102,0 days 00:00:08.287316,0.4464704583099741,16,5.6115164153345e-05,3,COMPLETE
1,0.153683984317656,2026-01-14 20:40:51.854255,2026-01-14 20:40:59.545311,0 days 00:00:07.691056,0.17336180394137352,32,0.00015930522616241006,3,COMPLETE
2,0.1428886307388945,2026-01-14 20:40:59.554760,2026-01-14 20:41:06.718765,0 days 00:00:07.164005,0.2465447373174767,64,4.059611610484306e-05,2,COMPLETE
3,0.16628477845217637,2026-01-14 20:41:06.729175,2026-01-14 20:41:16.154618,0 days 00:00:09.425443,0.16820964947491662,128,8.168455894760161e-05,3,COMPLETE
4,0.14346770824264585,2026-01-14 20:41:16.167609,2026-01-14 20:41:24.881273,0 days 00:00:08.713664,0.27606099749584057,16,1.3492834268013232e-05,3,COMPLETE
5,0.13374857878099936,2026-01-14 20:41:24.893084,2026-01-14 20:41:32.882078,0 days 00:00:07.988994,0.3080272084711243,32,1.7541893487450798e-05,2,COMPLETE
6,0.1396551206499028,2026-01-14 20:41:32.895598,2026-01-14 20:41:40.317292,0 days 00:00:07.421694,,16,0.00012399967836846095,1,COMPLETE
7,0.24473359359142832,2026-01-14 20:41:40.326961,2026-01-14 20:41:47.515660,0 days 00:00:07.188699,,96,0.0006978281265126031,1,COMPLETE
8,0.16285760019347248,2026-01-14 20:41:47.527410,2026-01-14 20:41:55.292831,0 days 00:00:07.765421,0.4947547746402069,96,0.00045443839603360173,2,COMPLETE
9,0.14959845050599943,2026-01-14 20:41:55.305320,2026-01-14 20:42:02.551848,0 days 00:00:07.246528,,32,0.0003503398491158688,1,COMPLETE
10,0.13337507351944297,2026-01-14 20:42:02.563485,2026-01-14 20:42:10.095776,0 days 00:00:07.532291,0.36850754592708684,32,1.1014512904527948e-05,2,COMPLETE
11,0.1333626082030064,2026-01-14 20:42:10.109656,2026-01-14 20:42:18.080423,0 days 00:00:07.970767,0.3906255458091984,32,1.0708868272561698e-05,2,COMPLETE
12,0.13428612164786854,2026-01-14 20:42:18.093552,2026-01-14 20:42:25.811648,0 days 00:00:07.718096,0.37886235933603785,32,2.4463433288702815e-05,2,COMPLETE
13,0.1333805702650432,2026-01-14 20:42:25.822729,2026-01-14 20:42:33.393300,0 days 00:00:07.570571,0.38088754289219606,32,1.1141186106662803e-05,2,COMPLETE
14,0.14204325217683864,2026-01-14 20:42:33.404866,2026-01-14 20:42:40.964440,0 days 00:00:07.559574,0.37919507237109834,64,2.7538597967232048e-05,2,COMPLETE
15,0.14980124231314235,2026-01-14 20:42:40.978319,2026-01-14 20:42:48.577026,0 days 00:00:07.598707,,128,2.6605845465529855e-05,1,COMPLETE
16,0.1334300978446423,2026-01-14 20:42:48.588339,2026-01-14 20:42:56.715311,0 days 00:00:08.126972,0.3392658596019897,32,1.2328062566476195e-05,2,COMPLETE
17,0.14588515226583393,2026-01-14 20:42:56.727727,2026-01-14 20:43:04.393194,0 days 00:00:07.665467,,32,0.00022270414378132143,1,COMPLETE
18,0.1399177481394441,2026-01-14 20:43:04.405622,2026-01-14 20:43:12.660942,0 days 00:00:08.255320,0.4493246691718298,32,4.984538658320679e-05,3,COMPLETE
19,0.14019828539098184,2026-01-14 20:43:12.671125,2026-01-14 20:43:20.553178,0 days 00:00:07.882053,0.22647280529813094,96,1.87874823264791e-05,2,COMPLETE
20,0.14226444026844984,2026-01-14 20:43:20.563739,2026-01-14 20:43:28.785109,0 days 00:00:08.221370,0.43480569071707414,64,1.0674654872780286e-05,2,COMPLETE
21,0.13336678303750468,2026-01-14 20:43:28.797575,2026-01-14 20:43:36.638650,0 days 00:00:07.841075,0.372404834934724,32,1.0811947030859866e-05,2,COMPLETE
22,0.13392661528885025,2026-01-14 20:43:36.652725,2026-01-14 20:43:44.396830,0 days 00:00:07.744105,0.3389793990165979,32,1.981030429206634e-05,2,COMPLETE
23,0.13511036943728913,2026-01-14 20:43:44.407882,2026-01-14 20:43:52.257617,0 days 00:00:07.849735,0.3990153414671527,32,3.534130933779718e-05,2,COMPLETE
24,0.13333419339402222,2026-01-14 20:43:52.268689,2026-01-14 20:44:00.138561,0 days 00:00:07.869872,0.3207913984386177,32,1.0054095520406994e-05,2,COMPLETE
25,0.1341520944695569,2026-01-14 20:44:00.151623,2026-01-14 20:44:08.821124,0 days 00:00:08.669501,0.29583475453644953,128,1.594632483403424e-05,2,COMPLETE
26,0.13864475248795075,2026-01-14 20:44:08.833091,2026-01-14 20:44:16.430396,0 days 00:00:07.597305,,32,8.570128976983309e-05,1,COMPLETE
27,0.14152064245731663,2026-01-14 20:44:16.442975,2026-01-14 20:44:24.789726,0 days 00:00:08.346751,0.3280789066710515,32,3.1610120186087045e-05,3,COMPLETE
28,0.13403993727138197,2026-01-14 20:44:24.801431,2026-01-14 20:44:32.523675,0 days 00:00:07.722244,0.41293968702980505,32,2.128683392739557e-05,2,COMPLETE
29,0.13803709571546685,2026-01-14 20:44:32.534377,2026-01-14 20:44:40.655095,0 days 00:00:08.120718,0.47335124934283485,16,5.26451532204125e-05,3,COMPLETE
30,0.14028686932311965,2026-01-14 20:44:40.666958,2026-01-14 20:44:48.429671,0 days 00:00:07.762713,0.2597178593275226,96,1.566012080106603e-05,2,COMPLETE
31,0.1333348582870445,2026-01-14 20:44:48.440648,2026-01-14 20:44:56.276546,0 days 00:00:07.835898,0.35718566700495674,32,1.0061898849528774e-05,2,COMPLETE
32,0.13335356504804566,2026-01-14 20:44:56.287883,2026-01-14 20:45:03.845660,0 days 00:00:07.557777,0.34981165044661144,32,1.0500436719149436e-05,2,COMPLETE
33,0.13356730411114495,2026-01-14 20:45:03.857992,2026-01-14 20:45:11.609044,0 days 00:00:07.751052,0.3286345930795012,32,1.4854697869731528e-05,2,COMPLETE
34,0.14236073107635425,2026-01-14 20:45:11.620525,2026-01-14 20:45:19.336672,0 days 00:00:07.716147,0.41515505649165857,64,1.0062779966662865e-05,2,COMPLETE
