number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.16196110497325045,2026-01-03 15:59:50.317166,2026-01-03 15:59:59.531956,0 days 00:00:09.214790,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.19897161324712437,2026-01-03 15:59:59.547118,2026-01-03 16:00:08.415633,0 days 00:00:08.868515,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.18776432925972747,2026-01-03 16:00:08.429492,2026-01-03 16:00:16.809941,0 days 00:00:08.380449,,64,2.3102018878452926e-05,1,COMPLETE
3,0.2584682862391703,2026-01-03 16:00:16.821325,2026-01-03 16:00:25.412845,0 days 00:00:08.591520,,128,0.00016738085788752134,1,COMPLETE
4,0.16252569218147694,2026-01-03 16:00:25.423908,2026-01-03 16:00:34.032955,0 days 00:00:08.609047,0.12602063719411183,96,2.5081156860452307e-05,2,COMPLETE
5,0.1889418779430839,2026-01-03 16:00:34.043658,2026-01-03 16:00:43.313019,0 days 00:00:09.269361,0.27606099749584057,32,0.000790261954970823,3,COMPLETE
6,0.16689690053088796,2026-01-03 16:00:43.325381,2026-01-03 16:00:51.953271,0 days 00:00:08.627890,0.2246844304357644,64,1.7541893487450798e-05,2,COMPLETE
7,0.18866201752575038,2026-01-03 16:00:51.964763,2026-01-03 16:01:00.506329,0 days 00:00:08.541566,0.4579309401710595,64,0.00010968217207529509,2,COMPLETE
8,0.14847231156942972,2026-01-03 16:01:00.519355,2026-01-03 16:01:10.769785,0 days 00:00:10.250430,0.25547091587579285,128,0.0001569639638866114,3,COMPLETE
9,0.17156672051913427,2026-01-03 16:01:10.781803,2026-01-03 16:01:20.216258,0 days 00:00:09.434455,0.42087879230161584,96,3.488976654890367e-05,3,COMPLETE
10,0.1476338088370709,2026-01-03 16:01:20.229101,2026-01-03 16:01:30.375054,0 days 00:00:10.145953,0.355919277250694,128,0.000248695649247938,3,COMPLETE
11,0.1615988205151047,2026-01-03 16:01:30.388139,2026-01-03 16:01:40.511366,0 days 00:00:10.123227,0.35518870208442443,128,0.0002693637964282296,3,COMPLETE
12,0.1645109965862494,2026-01-03 16:01:40.523356,2026-01-03 16:01:50.765212,0 days 00:00:10.241856,0.3462948165495067,128,0.0003085473344630517,3,COMPLETE
13,0.14651784834781403,2026-01-03 16:01:50.775335,2026-01-03 16:02:00.889497,0 days 00:00:10.114162,0.2927924336789595,128,7.881022581622791e-05,3,COMPLETE
14,0.15365861840400963,2026-01-03 16:02:00.903892,2026-01-03 16:02:10.864211,0 days 00:00:09.960319,0.35834257628129645,128,7.148659495423884e-05,3,COMPLETE
15,0.20988468616588765,2026-01-03 16:02:10.875917,2026-01-03 16:02:20.009195,0 days 00:00:09.133278,0.3160753289486611,128,0.00034422113088569114,2,COMPLETE
16,0.16159837055776363,2026-01-03 16:02:20.022207,2026-01-03 16:02:30.177004,0 days 00:00:10.154797,0.40107161194046637,128,4.9575472370886464e-05,3,COMPLETE
17,0.22996300003658318,2026-01-03 16:02:30.188152,2026-01-03 16:02:38.780173,0 days 00:00:08.592021,,128,0.00010676916501410135,1,COMPLETE
18,0.15186438336541563,2026-01-03 16:02:38.790982,2026-01-03 16:02:48.128492,0 days 00:00:09.337510,0.48610564151241364,32,1.1008102727969398e-05,3,COMPLETE
19,0.19556050516535028,2026-01-03 16:02:48.141803,2026-01-03 16:02:57.268523,0 days 00:00:09.126720,0.2028282615716891,128,0.00019031049278694077,2,COMPLETE
20,0.21796106371136928,2026-01-03 16:02:57.280154,2026-01-03 16:03:06.515244,0 days 00:00:09.235090,0.3046617439042254,128,0.000981824756903747,2,COMPLETE
21,0.15041775337990893,2026-01-03 16:03:06.545380,2026-01-03 16:03:16.041396,0 days 00:00:09.496016,0.2583995996948514,128,0.00016731347439633557,3,COMPLETE
22,0.14487664524551627,2026-01-03 16:03:16.055517,2026-01-03 16:03:25.485956,0 days 00:00:09.430439,0.24632456966521196,128,8.274913831211652e-05,3,COMPLETE
23,0.14360900083284264,2026-01-03 16:03:25.499997,2026-01-03 16:03:35.386971,0 days 00:00:09.886974,0.39278998416331595,128,8.037290926427444e-05,3,COMPLETE
24,0.14378819938502266,2026-01-03 16:03:35.400649,2026-01-03 16:03:45.540752,0 days 00:00:10.140103,0.40549895796594126,128,8.653561049564014e-05,3,COMPLETE
25,0.1661858604818613,2026-01-03 16:03:45.552714,2026-01-03 16:03:55.685019,0 days 00:00:10.132305,0.41032995441985015,128,4.172059998292789e-05,3,COMPLETE
26,0.17034706231276914,2026-01-03 16:03:55.696629,2026-01-03 16:04:05.171276,0 days 00:00:09.474647,0.450827488120121,96,8.379835644876529e-05,3,COMPLETE
27,0.19148385373774554,2026-01-03 16:04:05.182520,2026-01-03 16:04:13.744866,0 days 00:00:08.562346,0.39013882155202995,32,0.000106479801132188,2,COMPLETE
28,0.1610957169376428,2026-01-03 16:04:13.756036,2026-01-03 16:04:23.064102,0 days 00:00:09.308066,0.4509072329563713,64,6.468038025114247e-05,3,COMPLETE
29,0.15993634048388372,2026-01-03 16:04:23.077095,2026-01-03 16:04:32.328267,0 days 00:00:09.251172,0.16211640310586695,32,5.169016749185937e-05,3,COMPLETE
30,0.1753994898072047,2026-01-03 16:04:32.340822,2026-01-03 16:04:42.450845,0 days 00:00:10.110023,0.4912675930172407,128,3.0210814409028494e-05,3,COMPLETE
31,0.1449222711356442,2026-01-03 16:04:42.467116,2026-01-03 16:04:52.757184,0 days 00:00:10.290068,0.31574135012617577,128,0.00012868764608243717,3,COMPLETE
32,0.14368799633766263,2026-01-03 16:04:52.768452,2026-01-03 16:05:02.842075,0 days 00:00:10.073623,0.37883803408365574,128,0.0001278160305513135,3,COMPLETE
33,0.1585422026726728,2026-01-03 16:05:02.854286,2026-01-03 16:05:13.154027,0 days 00:00:10.299741,0.3816773081733971,128,5.9327802827449346e-05,3,COMPLETE
34,0.14225467139746373,2026-01-03 16:05:13.164760,2026-01-03 16:05:23.378228,0 days 00:00:10.213468,0.4334591896411395,128,8.364927013159851e-05,3,COMPLETE
35,0.17248651674267115,2026-01-03 16:05:23.391027,2026-01-03 16:05:31.799009,0 days 00:00:08.407982,,96,0.00014177367350909798,1,COMPLETE
36,0.18559288054548595,2026-01-03 16:05:31.810272,2026-01-03 16:05:42.041869,0 days 00:00:10.231597,0.4250235627635903,128,0.0004053247864422278,3,COMPLETE
37,0.1740916792269362,2026-01-03 16:05:42.053085,2026-01-03 16:05:50.994672,0 days 00:00:08.941587,0.37505160275468563,64,4.4554888692408583e-05,2,COMPLETE
38,0.19076136006020947,2026-01-03 16:05:51.006809,2026-01-03 16:06:00.328641,0 days 00:00:09.321832,0.4348217865664659,128,0.00021772956514712566,2,COMPLETE
39,0.14847230417490076,2026-01-03 16:06:00.343206,2026-01-03 16:06:09.923919,0 days 00:00:09.580713,0.33103658661547813,96,0.0001284327273516979,3,COMPLETE
40,0.1809615285618788,2026-01-03 16:06:09.937189,2026-01-03 16:06:18.657713,0 days 00:00:08.720524,0.46580195179635336,32,2.131509659226984e-05,2,COMPLETE
41,0.14116126858293676,2026-01-03 16:06:18.668223,2026-01-03 16:06:28.948585,0 days 00:00:10.280362,0.2257540013361946,128,8.983547705578112e-05,3,COMPLETE
42,0.14004599726859604,2026-01-03 16:06:28.961941,2026-01-03 16:06:39.075859,0 days 00:00:10.113918,0.14757349809510806,128,9.61969744795351e-05,3,COMPLETE
43,0.14047626637712962,2026-01-03 16:06:39.090194,2026-01-03 16:06:49.474042,0 days 00:00:10.383848,0.12514097064255653,128,9.914881842399499e-05,3,COMPLETE
44,0.15763433224921963,2026-01-03 16:06:49.486027,2026-01-03 16:06:58.785828,0 days 00:00:09.299801,0.10378910498114262,64,6.369024922187352e-05,3,COMPLETE
45,0.14288558680399607,2026-01-03 16:06:58.797939,2026-01-03 16:07:08.848741,0 days 00:00:10.050802,0.14749941118631898,128,8.738304752938758e-05,3,COMPLETE
46,0.1726266804229491,2026-01-03 16:07:08.860585,2026-01-03 16:07:19.044134,0 days 00:00:10.183549,0.1464455658657018,128,3.673056383455247e-05,3,COMPLETE
47,0.14046303390955275,2026-01-03 16:07:19.056133,2026-01-03 16:07:29.203457,0 days 00:00:10.147324,0.1835667212134014,128,0.00010361835898476823,3,COMPLETE
48,0.1559718113046932,2026-01-03 16:07:29.214667,2026-01-03 16:07:39.426900,0 days 00:00:10.212233,0.18436805812558316,128,0.000201319358622553,3,COMPLETE
49,0.1421232660806558,2026-01-03 16:07:39.438192,2026-01-03 16:07:49.492408,0 days 00:00:10.054216,0.21603192538002347,128,0.0001190873995718282,3,COMPLETE
50,0.15958579553728633,2026-01-03 16:07:49.504974,2026-01-03 16:07:58.915308,0 days 00:00:09.410334,0.21091413959872715,96,0.00010021119297240624,3,COMPLETE
51,0.1539125755180714,2026-01-03 16:07:58.927073,2026-01-03 16:08:09.260557,0 days 00:00:10.333484,0.17227760755438085,128,0.00015364914470660911,3,COMPLETE
52,0.1405788133271106,2026-01-03 16:08:09.271722,2026-01-03 16:08:19.478737,0 days 00:00:10.207015,0.13351208706864665,128,9.921629157100155e-05,3,COMPLETE
53,0.14108076871708047,2026-01-03 16:08:19.490185,2026-01-03 16:08:29.903547,0 days 00:00:10.413362,0.12116467504112227,128,0.00011464606839636229,3,COMPLETE
54,0.18895859259795542,2026-01-03 16:08:29.915779,2026-01-03 16:08:38.438843,0 days 00:00:08.523064,,128,6.731606099250085e-05,1,COMPLETE
55,0.140126623941881,2026-01-03 16:08:38.449705,2026-01-03 16:08:48.734510,0 days 00:00:10.284805,0.11988169606513667,128,0.00010212100396366987,3,COMPLETE
56,0.15131086223339824,2026-01-03 16:08:48.745996,2026-01-03 16:08:58.795532,0 days 00:00:10.049536,0.11808927772557987,128,0.00017014888863769485,3,COMPLETE
57,0.1583804982945599,2026-01-03 16:08:58.811136,2026-01-03 16:09:08.252655,0 days 00:00:09.441519,0.1351712839691835,64,0.00010642203192586377,3,COMPLETE
58,0.17394364883913974,2026-01-03 16:09:08.264989,2026-01-03 16:09:18.501257,0 days 00:00:10.236268,0.11173860117339814,128,0.00024946193667385277,3,COMPLETE
59,0.14912218896041382,2026-01-03 16:09:18.512238,2026-01-03 16:09:28.799019,0 days 00:00:10.286781,0.12982173529865446,128,7.219957308898438e-05,3,COMPLETE
60,0.20825682389129171,2026-01-03 16:09:28.811031,2026-01-03 16:09:38.112573,0 days 00:00:09.301542,0.15859274319477512,128,5.455903912706109e-05,2,COMPLETE
61,0.13960868137444882,2026-01-03 16:09:38.124182,2026-01-03 16:09:48.177324,0 days 00:00:10.053142,0.18847245004126637,128,9.429529553576318e-05,3,COMPLETE
