number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.24304676423153698,2026-01-02 23:02:33.301072,2026-01-02 23:02:42.886544,0 days 00:00:09.585472,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.34177895342876286,2026-01-02 23:02:42.903341,2026-01-02 23:02:52.104687,0 days 00:00:09.201346,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.21918785436197435,2026-01-02 23:02:52.115979,2026-01-02 23:03:01.053143,0 days 00:00:08.937164,0.34474115788895177,64,2.3102018878452926e-05,1,COMPLETE
3,0.24033130980076664,2026-01-02 23:03:01.067577,2026-01-02 23:03:10.012759,0 days 00:00:08.945182,0.3056937753654446,96,1.9010245319870364e-05,1,COMPLETE
4,0.23086887443617493,2026-01-02 23:03:10.026627,2026-01-02 23:03:19.044650,0 days 00:00:09.018023,0.4862528132298237,128,0.00015304852121831474,1,COMPLETE
5,0.22999913526298513,2026-01-02 23:03:19.057226,2026-01-02 23:03:27.925861,0 days 00:00:08.868635,0.29807076404450805,64,0.0004138040112561013,1,COMPLETE
6,0.20939067888350132,2026-01-02 23:03:27.937357,2026-01-02 23:03:37.722104,0 days 00:00:09.784747,0.31868411173731187,64,1.1715937392307055e-05,3,COMPLETE
7,0.2451938577422192,2026-01-02 23:03:37.736548,2026-01-02 23:03:47.546576,0 days 00:00:09.810028,0.4687496940092467,64,2.3426581058204037e-05,3,COMPLETE
8,0.23665892449401446,2026-01-02 23:03:47.558833,2026-01-02 23:03:56.515587,0 days 00:00:08.956754,0.43149500366077176,96,1.5030900645056805e-05,1,COMPLETE
9,0.2615592377682052,2026-01-02 23:03:56.529033,2026-01-02 23:04:05.346095,0 days 00:00:08.817062,0.4947547746402069,96,5.170191786366994e-05,1,COMPLETE
10,0.2336663658096506,2026-01-02 23:04:05.359550,2026-01-02 23:04:15.001232,0 days 00:00:09.641682,0.22700677949952108,128,0.00010649438604541333,2,COMPLETE
11,0.21265161684105,2026-01-02 23:04:15.013167,2026-01-02 23:04:24.212445,0 days 00:00:09.199278,0.36455503740245143,64,1.076518731856842e-05,2,COMPLETE
12,0.2093907884097237,2026-01-02 23:04:24.224607,2026-01-02 23:04:33.956292,0 days 00:00:09.731685,0.37886235933603785,64,1.1712141583295517e-05,3,COMPLETE
13,0.2795467020991523,2026-01-02 23:04:33.969231,2026-01-02 23:04:43.581299,0 days 00:00:09.612068,0.3917032236866638,64,4.06978248613646e-05,3,COMPLETE
14,0.20457630034048763,2026-01-02 23:04:43.593390,2026-01-02 23:04:53.217557,0 days 00:00:09.624167,0.2588861131732362,32,1.0510376532896806e-05,3,COMPLETE
15,0.2982271714670581,2026-01-02 23:04:53.234687,2026-01-02 23:05:02.867455,0 days 00:00:09.632768,0.24271160710816123,32,0.00020230486198944854,3,COMPLETE
16,0.22145525200708577,2026-01-02 23:05:02.880492,2026-01-02 23:05:12.655980,0 days 00:00:09.775488,0.2856463716102746,32,3.279783623854713e-05,3,COMPLETE
17,0.25008696005799375,2026-01-02 23:05:12.667570,2026-01-02 23:05:21.909880,0 days 00:00:09.242310,0.15148398807859603,32,0.000860741944508612,2,COMPLETE
18,0.2459389167610087,2026-01-02 23:05:21.967237,2026-01-02 23:05:31.506260,0 days 00:00:09.539023,0.24862214425790163,32,6.154260916827947e-05,3,COMPLETE
19,0.23084525932503386,2026-01-02 23:05:31.519565,2026-01-02 23:05:41.223245,0 days 00:00:09.703680,0.18417177125546982,128,1.0623818229569264e-05,2,COMPLETE
20,0.21599240148666984,2026-01-02 23:05:41.236468,2026-01-02 23:05:50.895358,0 days 00:00:09.658890,0.3346705914201796,32,2.9514299708490473e-05,3,COMPLETE
21,0.21244233513596109,2026-01-02 23:05:50.907618,2026-01-02 23:06:00.556648,0 days 00:00:09.649030,0.36717366914936933,64,1.5110946841889645e-05,3,COMPLETE
