Municipio,Ano,Area
Guaraciaba,2023,130
Guaraciaba,2024,130
Guaranesia,2012,3883
Guaranesia,2013,3593
Guaranesia,2014,3503
Guaranesia,2015,2650
Guaranesia,2016,3180
Guaranesia,2017,3435
Guaranesia,2018,3740
Guaranesia,2019,3234
Guaranesia,2020,3602
Guaranesia,2021,3579
Guaranesia,2022,3760
Guaranesia,2023,3890
Guaranesia,2024,4200
Guarani,2012,50
Guarani,2013,50
Guarani,2014,42
Guarani,2015,42
Guarani,2016,42
Guarani,2017,43
Guarani,2018,55
Guarani,2019,55
Guarani,2020,55
Guarani,2021,65
Guarani,2022,65
Guarani,2023,58
Guarani,2024,58
Guarda-Mor,2012,247
Guarda-Mor,2013,247
Guarda-Mor,2014,297
Guarda-Mor,2015,297
Guarda-Mor,2016,297
Guarda-Mor,2017,178
Guarda-Mor,2018,297
Guarda-Mor,2019,254
Guarda-Mor,2020,354
Guarda-Mor,2021,354
Guarda-Mor,2022,354
Guarda-Mor,2023,354
Guarda-Mor,2024,354
Guaxupe,2012,5299
Guaxupe,2013,5299
Guaxupe,2014,5200
Guaxupe,2015,5000
Guaxupe,2016,5600
Guaxupe,2017,4540
Guaxupe,2018,5600
Guaxupe,2019,5050
Guaxupe,2020,4900
Guaxupe,2021,4500
Guaxupe,2022,3950
Guaxupe,2023,3950
Guaxupe,2024,3950
Guimarania,2012,1750
Guimarania,2013,1750
Guimarania,2014,1700
Guimarania,2015,1500
Guimarania,2016,1800
Guimarania,2017,1815
Guimarania,2018,2215
Guimarania,2019,2585
Guimarania,2020,3615
Guimarania,2021,3927
Guimarania,2022,4080
Guimarania,2023,4130
Guimarania,2024,4100
Guiricema,2012,450
Guiricema,2013,450
Guiricema,2014,150
Guiricema,2015,150
Guiricema,2016,150
Guiricema,2017,200
Guiricema,2018,220
Guiricema,2019,200
Guiricema,2020,200
Guiricema,2021,200
Guiricema,2022,200
Guiricema,2023,200
Guiricema,2024,200
Heliodora,2012,3445
Heliodora,2013,3445
Heliodora,2014,3120
Heliodora,2015,3085
Heliodora,2016,3115
Heliodora,2017,2410
Heliodora,2018,2840
Heliodora,2019,3245
Heliodora,2020,3245
Heliodora,2021,3275
Heliodora,2022,2845
Heliodora,2023,3135
Heliodora,2024,3185
Iapu,2012,60
Iapu,2013,60
Iapu,2014,50
Iapu,2015,40
Iapu,2016,50
Iapu,2017,150
Iapu,2018,190
Iapu,2019,160
Iapu,2020,190
Iapu,2021,190
Iapu,2022,285
Iapu,2023,304
Iapu,2024,304
Ibia,2012,3200
Ibia,2013,4200
Ibia,2014,4200
Ibia,2015,5000
Ibia,2016,4500
Ibia,2017,5550
Ibia,2018,6840
Ibia,2019,7366
Ibia,2020,8000
Ibia,2021,6400
Ibia,2022,6500
Ibia,2023,6000
Ibia,2024,5550
Ibiraci,2012,9800
Ibiraci,2013,10000
Ibiraci,2014,10570
Ibiraci,2015,9970
Ibiraci,2016,12730
Ibiraci,2017,11200
Ibiraci,2018,11500
Ibiraci,2019,14107
Ibiraci,2020,14150
Ibiraci,2021,10742
Ibiraci,2022,12700
Ibiraci,2023,12950
Ibiraci,2024,15800
Ibitiura_de_Minas,2012,1400
Ibitiura_de_Minas,2013,1800
Ibitiura_de_Minas,2014,1800
Ibitiura_de_Minas,2015,1600
Ibitiura_de_Minas,2016,1700
Ibitiura_de_Minas,2017,1470
Ibitiura_de_Minas,2018,1400
Ibitiura_de_Minas,2019,1400
Ibitiura_de_Minas,2020,1450
Ibitiura_de_Minas,2021,1660
Ibitiura_de_Minas,2022,1300
Ibitiura_de_Minas,2023,1450
Ibitiura_de_Minas,2024,1510
Ibituruna,2012,850
Ibituruna,2013,850
Ibituruna,2014,800
Ibituruna,2015,427
Ibituruna,2016,427
Ibituruna,2017,470
Ibituruna,2018,450
Ibituruna,2019,450
Ibituruna,2020,520
Ibituruna,2021,530
Ibituruna,2022,580
Ibituruna,2023,590
Ibituruna,2024,600
Ijaci,2012,500
Ijaci,2013,500
Ijaci,2014,300
Ijaci,2015,200
Ijaci,2016,300
Ijaci,2017,100
Ijaci,2018,190
Ijaci,2019,240
Ijaci,2020,310
Ijaci,2021,240
Ijaci,2022,230
Ijaci,2023,210
Ijaci,2024,200
Ilicinea,2012,4900
Ilicinea,2013,5560
Ilicinea,2014,4260
Ilicinea,2015,4700
Ilicinea,2016,4300
Ilicinea,2017,4150
Ilicinea,2018,4550
Ilicinea,2019,3682
Ilicinea,2020,4782
Ilicinea,2021,5680
Ilicinea,2022,5770
Ilicinea,2023,6180
Ilicinea,2024,6970
Imbe_de_Minas,2012,2950
Imbe_de_Minas,2013,2950
Imbe_de_Minas,2014,2700
Imbe_de_Minas,2015,2760
Imbe_de_Minas,2016,3000
Imbe_de_Minas,2017,2610
Imbe_de_Minas,2018,2860
Imbe_de_Minas,2019,2460
Imbe_de_Minas,2020,3260
Imbe_de_Minas,2021,3400
Imbe_de_Minas,2022,3400
Imbe_de_Minas,2023,3400
Imbe_de_Minas,2024,3400
Inconfidentes,2012,990
Inconfidentes,2013,1050
Inconfidentes,2014,1190
Inconfidentes,2015,1200
Inconfidentes,2016,1420
Inconfidentes,2017,1520
Inconfidentes,2018,1500
Inconfidentes,2019,1300
Inconfidentes,2020,2050
Inconfidentes,2021,2400
Inconfidentes,2022,2430
Inconfidentes,2023,2940
Inconfidentes,2024,3025
Indaiabira,2012,180
Indaiabira,2013,180
Indaiabira,2014,260
Indaiabira,2015,260
Indaiabira,2016,320
Indaiabira,2017,85
Indaiabira,2018,250
Indaiabira,2019,250
Indaiabira,2020,250
Indaiabira,2021,450
Indaiabira,2022,470
Indaiabira,2023,530
Indaiabira,2024,540
Indianopolis,2012,3600
Indianopolis,2013,3600
Indianopolis,2014,3750
Indianopolis,2015,2800
Indianopolis,2016,4300
Indianopolis,2017,4400
Indianopolis,2018,4300
Indianopolis,2019,3870
Indianopolis,2020,3615
Indianopolis,2021,4585
Indianopolis,2022,3600
Indianopolis,2023,4530
Indianopolis,2024,4570
Ingai,2012,520
Ingai,2013,520
Ingai,2014,570
Ingai,2015,573
Ingai,2016,578
Ingai,2017,420
Ingai,2018,420
Ingai,2019,460
Ingai,2020,480
Ingai,2021,528
Ingai,2022,526
Ingai,2023,526
Ingai,2024,438
Inhapim,2012,2110
Inhapim,2013,2110
Inhapim,2014,2000
Inhapim,2015,2020
Inhapim,2016,2300
Inhapim,2017,3410
Inhapim,2018,3520
Inhapim,2019,3520
Inhapim,2020,3440
Inhapim,2021,3580
Inhapim,2022,3580
Inhapim,2023,3580
Inhapim,2024,3580
Irai_de_Minas,2012,900
Irai_de_Minas,2013,900
Irai_de_Minas,2014,900
Irai_de_Minas,2015,910
Irai_de_Minas,2016,970
Irai_de_Minas,2017,280
Irai_de_Minas,2018,715
Irai_de_Minas,2019,715
Irai_de_Minas,2020,815
Irai_de_Minas,2021,1065
Irai_de_Minas,2022,1125
Irai_de_Minas,2023,1158
Irai_de_Minas,2024,1158
Itabirinha,2012,150
Itabirinha,2013,150
Itabirinha,2014,200
Itabirinha,2015,250
Itabirinha,2016,250
Itabirinha,2017,74
Itabirinha,2018,134
Itabirinha,2019,264
Itabirinha,2020,264
Itabirinha,2021,264
Itabirinha,2022,264
Itabirinha,2023,111
Itabirinha,2024,111
Itacambira,2012,95
Itacambira,2013,95
Itacambira,2014,95
Itacambira,2015,95
Itacambira,2016,40
Itacambira,2017,95
Itacambira,2018,6
Itacambira,2019,5
Itacambira,2020,4
Itacambira,2021,4
Itacambira,2022,4
Itacambira,2023,4
Itacambira,2024,4
Itaipe,2012,3050
Itaipe,2013,3080
Itaipe,2014,2200
Itaipe,2015,2100
Itaipe,2016,2000
Itaipe,2017,610
Itaipe,2018,730
Itaipe,2019,437
Itaipe,2020,444
Itaipe,2021,444
Itaipe,2022,430
Itaipe,2023,448
Itaipe,2024,400
Itajuba,2012,53
Itajuba,2013,50
Itajuba,2014,50
Itajuba,2015,50
Itajuba,2016,50
Itajuba,2017,15
Itajuba,2018,17
Itajuba,2019,17
Itajuba,2020,17
Itajuba,2021,22
Itajuba,2022,29
Itajuba,2023,29
Itajuba,2024,29
Itamarandiba,2012,500
Itamarandiba,2013,500
Itamarandiba,2014,400
Itamarandiba,2015,350
Itamarandiba,2016,350
Itamarandiba,2017,462
Itamarandiba,2018,535
Itamarandiba,2019,535
Itamarandiba,2020,535
Itamarandiba,2021,500
Itamarandiba,2022,500
Itamarandiba,2023,500
Itamarandiba,2024,525
Itamarati_de_Minas,2012,150
Itamarati_de_Minas,2013,150
Itamarati_de_Minas,2014,150
Itamarati_de_Minas,2015,150
Itamarati_de_Minas,2016,150
Itamarati_de_Minas,2017,163
Itamarati_de_Minas,2018,150
Itamarati_de_Minas,2019,150
Itamarati_de_Minas,2020,100
Itamarati_de_Minas,2021,65
Itamarati_de_Minas,2022,65
Itamarati_de_Minas,2023,65
Itamarati_de_Minas,2024,66
Itambacuri,2012,90
Itambacuri,2013,90
Itambacuri,2014,80
Itambacuri,2015,70
Itambacuri,2016,80
Itambacuri,2017,100
Itambacuri,2018,180
Itambacuri,2019,180
Itambacuri,2020,230
Itambacuri,2021,237
Itambacuri,2022,237
Itambacuri,2023,237
Itambacuri,2024,237
Itamogi,2012,6974
Itamogi,2013,6894
Itamogi,2014,6844
Itamogi,2015,6815
Itamogi,2016,7000
Itamogi,2017,7980
Itamogi,2018,8100
Itamogi,2019,7604
Itamogi,2020,8134
Itamogi,2021,7725
Itamogi,2022,8400
Itamogi,2023,8885
Itamogi,2024,10400
Itanhomi,2012,275
Itanhomi,2013,285
Itanhomi,2014,180
Itanhomi,2015,220
Itanhomi,2016,250
Itanhomi,2017,270
Itanhomi,2018,350
Itanhomi,2019,300
Itanhomi,2020,300
Itanhomi,2021,330
Itanhomi,2022,330
Itanhomi,2023,330
Itanhomi,2024,335
Itapecerica,2012,485
Itapecerica,2013,370
Itapecerica,2014,485
Itapecerica,2015,450
Itapecerica,2016,505
Itapecerica,2017,340
Itapecerica,2018,430
Itapecerica,2019,395
Itapecerica,2020,430
Itapecerica,2021,395
Itapecerica,2022,395
Itapecerica,2023,395
Itapecerica,2024,395
Ituiutaba,2012,10
Ituiutaba,2013,3
Ituiutaba,2014,10
Ituiutaba,2015,3
Ituiutaba,2016,1
Ituiutaba,2017,1
Ituiutaba,2018,13
Ituiutaba,2019,13
Ituiutaba,2020,12
Ituiutaba,2021,12
Ituiutaba,2022,12
Ituiutaba,2023,2
Ituiutaba,2024,4
Itumirim,2012,303
Itumirim,2013,303
Itumirim,2014,290
Itumirim,2015,270
Itumirim,2016,300
Itumirim,2017,341
Itumirim,2018,300
Itumirim,2019,251
Itumirim,2020,276
Itumirim,2021,289
Itumirim,2022,361
Itumirim,2023,359
Itumirim,2024,359
Itutinga,2012,120
Itutinga,2013,150
Itutinga,2014,140
Itutinga,2015,130
Itutinga,2016,150
Itutinga,2017,101
Itutinga,2018,115
Itutinga,2019,115
Itutinga,2020,120
Itutinga,2021,120
Itutinga,2022,120
Itutinga,2023,100
Itutinga,2024,100
Jacui,2012,2185
Jacui,2013,2185
Jacui,2014,2000
Jacui,2015,1800
Jacui,2016,2470
Jacui,2017,2730
Jacui,2018,3000
Jacui,2019,3000
Jacui,2020,3500
Jacui,2021,3500
Jacui,2022,3200
Jacui,2023,3200
Jacui,2024,3250
Jacutinga,2012,3475
Jacutinga,2013,3450
Jacutinga,2014,3245
Jacutinga,2015,2615
Jacutinga,2016,3800
Jacutinga,2017,3900
Jacutinga,2018,4060
Jacutinga,2019,3245
Jacutinga,2020,3710
Jacutinga,2021,2730
Jacutinga,2022,3770
Jacutinga,2023,3755
Jacutinga,2024,3195
Jequeri,2012,3000
Jequeri,2013,3000
Jequeri,2014,4000
Jequeri,2015,3500
Jequeri,2016,3800
Jequeri,2017,1510
Jequeri,2018,1800
Jequeri,2019,2100
Jequeri,2020,2400
Jequeri,2021,2600
Jequeri,2022,3300
Jequeri,2023,3500
Jequeri,2024,3600
Jequitinhonha,2012,20
Jequitinhonha,2013,20
Jequitinhonha,2014,20
Jequitinhonha,2015,20
Jequitinhonha,2016,20
Jequitinhonha,2017,16
Jequitinhonha,2018,60
Jequitinhonha,2019,80
Jequitinhonha,2020,60
Jequitinhonha,2021,60
Jequitinhonha,2022,60
Jequitinhonha,2023,60
Jequitinhonha,2024,60
Jesuania,2012,1570
Jesuania,2013,1570
Jesuania,2014,1500
Jesuania,2015,1850
Jesuania,2016,1950
Jesuania,2017,1490
Jesuania,2018,1550
Jesuania,2019,1550
Jesuania,2020,1900
Jesuania,2021,1750
Jesuania,2022,1640
Jesuania,2023,1650
Jesuania,2024,1630
Joao_Pinheiro,2012,1285
Joao_Pinheiro,2013,1700
Joao_Pinheiro,2014,1700
Joao_Pinheiro,2015,1600
Joao_Pinheiro,2016,400
Joao_Pinheiro,2017,790
Joao_Pinheiro,2018,2260
Joao_Pinheiro,2019,2160
Joao_Pinheiro,2020,2260
Joao_Pinheiro,2021,2910
Joao_Pinheiro,2022,3000
Joao_Pinheiro,2023,3000
Joao_Pinheiro,2024,3000
Jose_Goncalves_de_Minas,2012,140
Jose_Goncalves_de_Minas,2013,120
Jose_Goncalves_de_Minas,2014,100
Jose_Goncalves_de_Minas,2015,110
Jose_Goncalves_de_Minas,2016,130
Jose_Goncalves_de_Minas,2017,90
Jose_Goncalves_de_Minas,2018,130
Jose_Goncalves_de_Minas,2019,170
Jose_Goncalves_de_Minas,2020,180
Jose_Goncalves_de_Minas,2021,187
Jose_Goncalves_de_Minas,2022,192
Jose_Goncalves_de_Minas,2023,190
Jose_Goncalves_de_Minas,2024,190
Juiz_de_Fora,2012,15
Juiz_de_Fora,2013,15
Juiz_de_Fora,2014,15
Juiz_de_Fora,2015,2
Juiz_de_Fora,2016,15
Juiz_de_Fora,2017,9
Juiz_de_Fora,2018,10
Juiz_de_Fora,2019,10
Juiz_de_Fora,2020,9
Juiz_de_Fora,2021,7
Juiz_de_Fora,2022,7
Juiz_de_Fora,2023,7
Juiz_de_Fora,2024,6
Juruaia,2012,4790
Juruaia,2013,4790
Juruaia,2014,4800
Juruaia,2015,4600
Juruaia,2016,5100
Juruaia,2017,3990
Juruaia,2018,5100
Juruaia,2019,5100
Juruaia,2020,5000
Juruaia,2021,5000
Juruaia,2022,4920
Juruaia,2023,4640
Juruaia,2024,4800
Ladainha,2012,450
Ladainha,2013,445
Ladainha,2014,445
Ladainha,2015,445
Ladainha,2016,450
Ladainha,2017,246
Ladainha,2018,250
Ladainha,2019,194
Ladainha,2020,194
Ladainha,2021,150
Ladainha,2022,120
Ladainha,2023,110
Ladainha,2024,100
Lagoa_Dourada,2012,110
Lagoa_Dourada,2013,110
Lagoa_Dourada,2014,80
Lagoa_Dourada,2015,80
Lagoa_Dourada,2016,80
Lagoa_Dourada,2017,61
Lagoa_Dourada,2018,50
Lagoa_Dourada,2019,80
Lagoa_Dourada,2020,110
Lagoa_Dourada,2021,110
Lagoa_Dourada,2022,110
Lagoa_Dourada,2023,110
Lagoa_Dourada,2024,262
Lagoa_Formosa,2012,587
Lagoa_Formosa,2013,687
Lagoa_Formosa,2014,787
Lagoa_Formosa,2015,790
Lagoa_Formosa,2016,790
Lagoa_Formosa,2017,707
Lagoa_Formosa,2018,790
Lagoa_Formosa,2019,740
Lagoa_Formosa,2020,910
Lagoa_Formosa,2021,1060
Lagoa_Formosa,2022,790
Lagoa_Formosa,2023,940
Lagoa_Formosa,2024,1050
Lagoa_Grande,2012,7
Lagoa_Grande,2013,7
Lagoa_Grande,2014,134
Lagoa_Grande,2015,137
Lagoa_Grande,2016,130
Lagoa_Grande,2017,130
Lagoa_Grande,2018,145
Lagoa_Grande,2019,145
Lagoa_Grande,2020,140
Lagoa_Grande,2021,140
Lagoa_Grande,2022,140
Lagoa_Grande,2023,140
Lagoa_Grande,2024,140
Lajinha,2012,9080
Lajinha,2013,9180
Lajinha,2014,6925
Lajinha,2015,8625
Lajinha,2016,7750
Lajinha,2017,9190
Lajinha,2018,8755
Lajinha,2019,7955
Lajinha,2020,8955
Lajinha,2021,7015
Lajinha,2022,8260
Lajinha,2023,8635
Lajinha,2024,8485
Lambari,2012,6547
Lambari,2013,6177
Lambari,2014,6000
Lambari,2015,6000
Lambari,2016,6270
Lambari,2017,4530
Lambari,2018,4840
Lambari,2019,3639
Lambari,2020,4122
Lambari,2021,4431
Lambari,2022,4080
Lambari,2023,4300
Lambari,2024,4800
Lamim,2012,20
Lamim,2013,20
Lamim,2014,20
Lamim,2015,20
Lamim,2016,20
Lamim,2017,30
Lamim,2018,31
Lamim,2019,25
Lamim,2020,31
Lamim,2021,25
Lamim,2022,25
Lamim,2023,25
Lamim,2024,18
Lavras,2012,4400
Lavras,2013,4460
Lavras,2014,4610
Lavras,2015,4740
Lavras,2016,4250
Lavras,2017,3230
Lavras,2018,3850
Lavras,2019,4500
Lavras,2020,5000
Lavras,2021,4621
Lavras,2022,5110
Lavras,2023,5100
Lavras,2024,5020
Luisburgo,2012,6530
Luisburgo,2013,6530
Luisburgo,2014,6300
Luisburgo,2015,6000
Luisburgo,2016,5800
Luisburgo,2017,5800
Luisburgo,2018,6000
Luisburgo,2019,6000
Luisburgo,2020,6280
Luisburgo,2021,6000
Luisburgo,2022,6200
Luisburgo,2023,6200
Luisburgo,2024,6150
Luminarias,2012,1500
Luminarias,2013,1500
Luminarias,2014,1200
Luminarias,2015,1200
Luminarias,2016,1120
Luminarias,2017,1587
Luminarias,2018,1500
Luminarias,2019,1680
Luminarias,2020,1930
Luminarias,2021,2175
Luminarias,2022,2175
Luminarias,2023,2225
Luminarias,2024,2175
Machado,2012,13357
Machado,2013,12467
Machado,2014,12397
Machado,2015,12000
Machado,2016,12850
Machado,2017,18330
Machado,2018,18102
Machado,2019,12882
Machado,2020,13430
Machado,2021,9872
Machado,2022,12600
Machado,2023,14262
Machado,2024,15506
Malacacheta,2012,1100
Malacacheta,2013,1200
Malacacheta,2014,1200
Malacacheta,2015,1200
Malacacheta,2016,1200
Malacacheta,2017,108
Malacacheta,2018,210
Malacacheta,2019,230
Malacacheta,2020,280
Malacacheta,2021,330
Malacacheta,2022,420
Malacacheta,2023,520
Malacacheta,2024,1000
Manhuacu,2012,18150
Manhuacu,2013,18300
Manhuacu,2014,17000
Manhuacu,2015,17000
Manhuacu,2016,15300
Manhuacu,2017,18330
Manhuacu,2018,18090
Manhuacu,2019,20920
Manhuacu,2020,21920
Manhuacu,2021,21920
Manhuacu,2022,22700
Manhuacu,2023,21400
Manhuacu,2024,22600
Manhumirim,2012,6130
Manhumirim,2013,6150
Manhumirim,2014,5520
Manhumirim,2015,5170
Manhumirim,2016,5170
Manhumirim,2017,5670
Manhumirim,2018,5250
Manhumirim,2019,5300
Manhumirim,2020,5250
Manhumirim,2021,5000
Manhumirim,2022,5200
Manhumirim,2023,5200
Manhumirim,2024,5300
Mantena,2012,3650
Mantena,2013,1850
Mantena,2014,1500
Mantena,2015,1500
Mantena,2016,1400
Mantena,2017,235
Mantena,2018,240
Mantena,2019,1000
Mantena,2020,1000
Mantena,2021,1000
Mantena,2022,800
Mantena,2023,500
Mantena,2024,500
Mar_de_Espanha,2012,140
Mar_de_Espanha,2013,150
Mar_de_Espanha,2014,150
Mar_de_Espanha,2015,130
Mar_de_Espanha,2016,150
Mar_de_Espanha,2017,42
Mar_de_Espanha,2018,100
Mar_de_Espanha,2019,85
Mar_de_Espanha,2020,100
Mar_de_Espanha,2021,100
Mar_de_Espanha,2022,100
Mar_de_Espanha,2023,80
Mar_de_Espanha,2024,80
Maria_da_Fe,2012,83
Maria_da_Fe,2013,83
Maria_da_Fe,2014,50
Maria_da_Fe,2015,55
Maria_da_Fe,2016,70
Maria_da_Fe,2017,97
Maria_da_Fe,2018,90
Maria_da_Fe,2019,90
Maria_da_Fe,2020,90
Maria_da_Fe,2021,90
Maria_da_Fe,2022,90
Maria_da_Fe,2023,90
Maria_da_Fe,2024,90
Martins_Soares,2012,3000
Martins_Soares,2013,3000
Martins_Soares,2014,2900
Martins_Soares,2015,2800
Martins_Soares,2016,3000
Martins_Soares,2017,4775
Martins_Soares,2018,4920
Martins_Soares,2019,4920
Martins_Soares,2020,3570
Martins_Soares,2021,2900
Martins_Soares,2022,3000
Martins_Soares,2023,2950
Martins_Soares,2024,2950
Mata_Verde,2012,523
Mata_Verde,2013,480
Mata_Verde,2014,480
Mata_Verde,2015,490
Mata_Verde,2016,530
Mata_Verde,2017,550
Mata_Verde,2018,660
Mata_Verde,2019,491
Mata_Verde,2020,513
Mata_Verde,2021,498
Mata_Verde,2022,530
Mata_Verde,2023,534
Mata_Verde,2024,544
Matipo,2012,5850
Matipo,2013,5850
Matipo,2014,5800
Matipo,2015,5700
Matipo,2016,5700
Matipo,2017,4540
Matipo,2018,4900
Matipo,2019,4900
Matipo,2020,4800
Matipo,2021,4290
Matipo,2022,4300
Matipo,2023,4290
Matipo,2024,4290
Matutina,2012,167
Matutina,2013,187
Matutina,2014,200
Matutina,2015,220
Matutina,2016,300
Matutina,2017,160
Matutina,2018,185
Matutina,2019,230
Matutina,2020,247
Matutina,2021,247
Matutina,2022,247
Matutina,2023,247
Matutina,2024,247
Medeiros,2012,3320
Medeiros,2013,3623
Medeiros,2014,3000
Medeiros,2015,3100
Medeiros,2016,3300
Medeiros,2017,2680
Medeiros,2018,3020
Medeiros,2019,3136
Medeiros,2020,3520
Medeiros,2021,3089
Medeiros,2022,3180
Medeiros,2023,3050
Medeiros,2024,3280
Minas_Novas,2012,570
Minas_Novas,2013,570
Minas_Novas,2014,500
Minas_Novas,2015,540
Minas_Novas,2016,590
Minas_Novas,2017,354
Minas_Novas,2018,400
Minas_Novas,2019,400
Minas_Novas,2020,400
Minas_Novas,2021,395
Minas_Novas,2022,395
Minas_Novas,2023,450
Minas_Novas,2024,440
Miradouro,2012,2200
Miradouro,2013,2200
Miradouro,2014,2200
Miradouro,2015,2200
Miradouro,2016,2000
Miradouro,2017,1740
Miradouro,2018,2000
Miradouro,2019,2000
Miradouro,2020,2100
Miradouro,2021,2300
Miradouro,2022,2300
Miradouro,2023,2370
Miradouro,2024,2765
Mirai,2012,655
Mirai,2013,655
Mirai,2014,665
Mirai,2015,665
Mirai,2016,669
Mirai,2017,390
Mirai,2018,435
Mirai,2019,435
Mirai,2020,435
Mirai,2021,410
Mirai,2022,380
Mirai,2023,350
Mirai,2024,320
Moeda,2012,26
Moeda,2013,26
Moeda,2014,26
Moeda,2015,18
Moeda,2016,18
Moeda,2017,2
Moeda,2018,5
Moeda,2019,5
Moeda,2020,5
Moeda,2021,5
Moeda,2022,4
Moeda,2023,4
Moeda,2024,2
Monsenhor_Paulo,2012,4080
Monsenhor_Paulo,2013,4080
Monsenhor_Paulo,2014,4000
Monsenhor_Paulo,2015,3000
Monsenhor_Paulo,2016,3300
Monsenhor_Paulo,2017,2000
Monsenhor_Paulo,2018,2500
Monsenhor_Paulo,2019,2500
Monsenhor_Paulo,2020,3750
Monsenhor_Paulo,2021,3700
Monsenhor_Paulo,2022,3700
Monsenhor_Paulo,2023,3675
Monsenhor_Paulo,2024,3690
Monte_Alegre_de_Minas,2012,80
Monte_Alegre_de_Minas,2013,80
Monte_Alegre_de_Minas,2014,195
Monte_Alegre_de_Minas,2015,300
Monte_Alegre_de_Minas,2016,335
Monte_Alegre_de_Minas,2017,94
Monte_Alegre_de_Minas,2018,80
Monte_Alegre_de_Minas,2019,80
Monte_Alegre_de_Minas,2020,80
Monte_Alegre_de_Minas,2021,94
Monte_Alegre_de_Minas,2022,91
Monte_Alegre_de_Minas,2023,118
Monte_Alegre_de_Minas,2024,132
Monte_Belo,2012,3740
Monte_Belo,2013,3740
Monte_Belo,2014,3980
Monte_Belo,2015,3890
Monte_Belo,2016,4340
Monte_Belo,2017,3900
Monte_Belo,2018,5140
Monte_Belo,2019,5140
Monte_Belo,2020,3700
Monte_Belo,2021,4100
Monte_Belo,2022,4000
Monte_Belo,2023,5200
Monte_Belo,2024,5200
Monte_Carmelo,2012,12450
Monte_Carmelo,2013,12700
Monte_Carmelo,2014,11950
Monte_Carmelo,2015,11870
Monte_Carmelo,2016,12690
Monte_Carmelo,2017,12160
Monte_Carmelo,2018,13120
Monte_Carmelo,2019,13130
Monte_Carmelo,2020,13600
Monte_Carmelo,2021,15750
Monte_Carmelo,2022,16170
Monte_Carmelo,2023,17550
Monte_Carmelo,2024,16200
Monte_Formoso,2012,160
Monte_Formoso,2013,160
Monte_Formoso,2014,100
Monte_Formoso,2015,100
Monte_Formoso,2016,100
Monte_Formoso,2017,15
Monte_Formoso,2018,100
Monte_Formoso,2019,100
Monte_Formoso,2020,40
Monte_Formoso,2021,40
Monte_Formoso,2022,30
Monte_Formoso,2023,25
Monte_Formoso,2024,25
Monte_Santo_de_Minas,2012,9515
Monte_Santo_de_Minas,2013,9254
Monte_Santo_de_Minas,2014,9360
Monte_Santo_de_Minas,2015,9600
Monte_Santo_de_Minas,2016,9650
Monte_Santo_de_Minas,2017,9940
Monte_Santo_de_Minas,2018,10880
Monte_Santo_de_Minas,2019,9831
Monte_Santo_de_Minas,2020,10251
Monte_Santo_de_Minas,2021,10564
Monte_Santo_de_Minas,2022,9290
Monte_Santo_de_Minas,2023,9925
Monte_Santo_de_Minas,2024,10650
Monte_Siao,2012,3400
Monte_Siao,2013,3530
Monte_Siao,2014,3530
Monte_Siao,2015,3530
Monte_Siao,2016,3730
Monte_Siao,2017,1700
Monte_Siao,2018,2460
Monte_Siao,2019,2460
Monte_Siao,2020,2400
Monte_Siao,2021,1850
Monte_Siao,2022,1710
Monte_Siao,2023,2000
Monte_Siao,2024,2100
Muriae,2012,1700
Muriae,2013,1700
Muriae,2014,1300
Muriae,2015,1500
Muriae,2016,1650
Muriae,2017,730
Muriae,2018,880
Muriae,2019,730
Muriae,2020,800
Muriae,2021,800
Muriae,2022,875
Muriae,2023,925
Muriae,2024,875
Mutum,2012,7783
Mutum,2013,7876
Mutum,2014,7093
Mutum,2015,7188
Mutum,2016,6693
Mutum,2017,6872
Mutum,2018,7500
Mutum,2019,7500
Mutum,2020,7500
Mutum,2021,6692
Mutum,2022,6730
Mutum,2023,6755
Mutum,2024,7020
Muzambinho,2012,7097
Muzambinho,2013,6617
Muzambinho,2014,6140
Muzambinho,2015,5850
Muzambinho,2016,6150
Muzambinho,2017,6770
Muzambinho,2018,6550
Muzambinho,2019,8030
Muzambinho,2020,7657
Muzambinho,2021,6427
Muzambinho,2022,6660
Muzambinho,2023,6000
Muzambinho,2024,8400
Natercia,2012,2000
Natercia,2013,2000
Natercia,2014,2000
Natercia,2015,2330
Natercia,2016,2480
Natercia,2017,1270
Natercia,2018,1800
Natercia,2019,2480
Natercia,2020,2480
Natercia,2021,2480
Natercia,2022,2480
Natercia,2023,2480
Natercia,2024,2520
Nazareno,2012,1520
Nazareno,2013,1500
Nazareno,2014,1480
Nazareno,2015,1680
Nazareno,2016,1550
Nazareno,2017,1090
Nazareno,2018,1860
Nazareno,2019,1970
Nazareno,2020,1970
Nazareno,2021,2100
Nazareno,2022,2120
Nazareno,2023,2120
Nazareno,2024,2120
Nepomuceno,2012,15375
Nepomuceno,2013,15975
Nepomuceno,2014,14475
Nepomuceno,2015,13900
Nepomuceno,2016,13200
Nepomuceno,2017,9260
Nepomuceno,2018,10810
Nepomuceno,2019,10230
Nepomuceno,2020,11781
Nepomuceno,2021,10730
Nepomuceno,2022,8630
Nepomuceno,2023,10970
Nepomuceno,2024,10420
Ninheira,2012,600
Ninheira,2013,600
Ninheira,2014,615
Ninheira,2015,817
Ninheira,2016,900
Ninheira,2017,880
Ninheira,2018,1150
Ninheira,2019,1147
Ninheira,2020,1147
Ninheira,2021,1626
Ninheira,2022,1670
Ninheira,2023,1667
