Municipio,Ano,Area
Carmo_de_Minas,2016,2950
Carmo_de_Minas,2017,3968
Carmo_de_Minas,2018,4000
Carmo_de_Minas,2019,3600
Carmo_de_Minas,2020,3600
Carmo_de_Minas,2021,3350
Carmo_de_Minas,2022,3350
Carmo_de_Minas,2023,3350
Carmo_de_Minas,2024,3350
Carmo_do_Paranaiba,2012,9975
Carmo_do_Paranaiba,2013,9975
Carmo_do_Paranaiba,2014,9475
Carmo_do_Paranaiba,2015,9000
Carmo_do_Paranaiba,2016,9800
Carmo_do_Paranaiba,2017,9410
Carmo_do_Paranaiba,2018,10500
Carmo_do_Paranaiba,2019,11310
Carmo_do_Paranaiba,2020,11710
Carmo_do_Paranaiba,2021,10760
Carmo_do_Paranaiba,2022,10810
Carmo_do_Paranaiba,2023,11709
Carmo_do_Paranaiba,2024,11540
Carmo_do_Rio_Claro,2012,9055
Carmo_do_Rio_Claro,2013,9415
Carmo_do_Rio_Claro,2014,8535
Carmo_do_Rio_Claro,2015,8650
Carmo_do_Rio_Claro,2016,9700
Carmo_do_Rio_Claro,2017,9225
Carmo_do_Rio_Claro,2018,10450
Carmo_do_Rio_Claro,2019,10150
Carmo_do_Rio_Claro,2020,9790
Carmo_do_Rio_Claro,2021,9130
Carmo_do_Rio_Claro,2022,10790
Carmo_do_Rio_Claro,2023,9670
Carmo_do_Rio_Claro,2024,11500
Carmopolis_de_Minas,2012,294
Carmopolis_de_Minas,2013,294
Carmopolis_de_Minas,2014,290
Carmopolis_de_Minas,2015,270
Carmopolis_de_Minas,2016,150
Carmopolis_de_Minas,2017,120
Carmopolis_de_Minas,2018,123
Carmopolis_de_Minas,2019,120
Carmopolis_de_Minas,2020,110
Carmopolis_de_Minas,2021,100
Carmopolis_de_Minas,2022,100
Carmopolis_de_Minas,2023,90
Carmopolis_de_Minas,2024,100
Carrancas,2012,60
Carrancas,2013,10
Carrancas,2014,10
Carrancas,2015,10
Carrancas,2016,20
Carrancas,2017,24
Carrancas,2018,32
Carrancas,2019,32
Carrancas,2020,28
Carrancas,2021,28
Carrancas,2022,28
Carrancas,2023,28
Carrancas,2024,28
Carvalhopolis,2012,1753
Carvalhopolis,2013,1753
Carvalhopolis,2014,1623
Carvalhopolis,2015,1668
Carvalhopolis,2016,1714
Carvalhopolis,2017,1726
Carvalhopolis,2018,1535
Carvalhopolis,2019,1603
Carvalhopolis,2020,1705
Carvalhopolis,2021,1850
Carvalhopolis,2022,1825
Carvalhopolis,2023,1880
Carvalhopolis,2024,1900
Casa_Grande,2012,65
Casa_Grande,2013,65
Casa_Grande,2014,65
Casa_Grande,2015,50
Casa_Grande,2016,65
Casa_Grande,2017,48
Casa_Grande,2018,48
Casa_Grande,2019,48
Casa_Grande,2020,65
Casa_Grande,2021,65
Casa_Grande,2022,65
Casa_Grande,2023,65
Casa_Grande,2024,67
Cascalho_Rico,2012,490
Cascalho_Rico,2013,490
Cascalho_Rico,2014,490
Cascalho_Rico,2015,564
Cascalho_Rico,2016,674
Cascalho_Rico,2017,450
Cascalho_Rico,2018,500
Cascalho_Rico,2019,500
Cascalho_Rico,2020,535
Cascalho_Rico,2021,425
Cascalho_Rico,2022,460
Cascalho_Rico,2023,490
Cascalho_Rico,2024,490
Cassia,2012,4723
Cassia,2013,4723
Cassia,2014,4723
Cassia,2015,4915
Cassia,2016,5100
Cassia,2017,4507
Cassia,2018,5100
Cassia,2019,4900
Cassia,2020,5300
Cassia,2021,5575
Cassia,2022,4550
Cassia,2023,5190
Cassia,2024,5590
Conceicao_da_Barra_de_Minas,2012,221
Conceicao_da_Barra_de_Minas,2013,227
Conceicao_da_Barra_de_Minas,2014,200
Conceicao_da_Barra_de_Minas,2015,190
Conceicao_da_Barra_de_Minas,2016,195
Conceicao_da_Barra_de_Minas,2017,143
Conceicao_da_Barra_de_Minas,2018,260
Conceicao_da_Barra_de_Minas,2019,326
Conceicao_da_Barra_de_Minas,2020,326
Conceicao_da_Barra_de_Minas,2021,290
Conceicao_da_Barra_de_Minas,2022,240
Conceicao_da_Barra_de_Minas,2023,260
Conceicao_da_Barra_de_Minas,2024,275
Cataguases,2012,10
Cataguases,2013,10
Cataguases,2014,15
Cataguases,2015,13
Cataguases,2016,3
Cataguases,2017,2
Cataguases,2018,4
Cataguases,2019,4
Cataguases,2020,4
Cataguases,2021,4
Cataguases,2022,4
Cataguases,2023,3
Cataguases,2024,2
Catas_Altas_da_Noruega,2012,3
Catas_Altas_da_Noruega,2013,3
Catas_Altas_da_Noruega,2014,3
Catas_Altas_da_Noruega,2015,10
Catas_Altas_da_Noruega,2016,10
Catas_Altas_da_Noruega,2017,8
Catas_Altas_da_Noruega,2018,8
Catas_Altas_da_Noruega,2019,8
Catas_Altas_da_Noruega,2020,8
Catas_Altas_da_Noruega,2021,5
Catas_Altas_da_Noruega,2022,10
Catas_Altas_da_Noruega,2023,10
Catas_Altas_da_Noruega,2024,10
Catuji,2012,650
Catuji,2013,650
Catuji,2014,500
Catuji,2015,450
Catuji,2016,550
Catuji,2017,70
Catuji,2018,80
Catuji,2019,77
Catuji,2020,71
Catuji,2021,65
Catuji,2022,65
Catuji,2023,65
Catuji,2024,65
Caxambu,2012,200
Caxambu,2013,200
Caxambu,2014,190
Caxambu,2015,180
Caxambu,2016,210
Caxambu,2017,91
Caxambu,2018,98
Caxambu,2019,98
Caxambu,2020,98
Caxambu,2021,98
Caxambu,2022,98
Caxambu,2023,98
Caxambu,2024,98
Chale,2012,2425
Chale,2013,2435
Chale,2014,2013
Chale,2015,2550
Chale,2016,2550
Chale,2017,3090
Chale,2018,2990
Chale,2019,2480
Chale,2020,2560
Chale,2021,1795
Chale,2022,2250
Chale,2023,2500
Chale,2024,2380
Claraval,2012,1880
Claraval,2013,2100
Claraval,2014,2200
Claraval,2015,2300
Claraval,2016,3150
Claraval,2017,2670
Claraval,2018,3000
Claraval,2019,3373
Claraval,2020,3858
Claraval,2021,4410
Claraval,2022,3570
Claraval,2023,4665
Claraval,2024,3600
Claudio,2012,400
Claudio,2013,500
Claudio,2014,360
Claudio,2015,190
Claudio,2016,330
Claudio,2017,175
Claudio,2018,250
Claudio,2019,250
Claudio,2020,275
Claudio,2021,306
Claudio,2022,306
Claudio,2023,306
Claudio,2024,316
Coimbra,2012,460
Coimbra,2013,460
Coimbra,2014,400
Coimbra,2015,370
Coimbra,2016,470
Coimbra,2017,390
Coimbra,2018,470
Coimbra,2019,430
Coimbra,2020,470
Coimbra,2021,423
Coimbra,2022,423
Coimbra,2023,400
Coimbra,2024,395
Conceicao_da_Aparecida,2012,6176
Conceicao_da_Aparecida,2013,6292
Conceicao_da_Aparecida,2014,5547
Conceicao_da_Aparecida,2015,5547
Conceicao_da_Aparecida,2016,6340
Conceicao_da_Aparecida,2017,8590
Conceicao_da_Aparecida,2018,8680
Conceicao_da_Aparecida,2019,7725
Conceicao_da_Aparecida,2020,7354
Conceicao_da_Aparecida,2021,7550
Conceicao_da_Aparecida,2022,7800
Conceicao_da_Aparecida,2023,7755
Conceicao_da_Aparecida,2024,9000
Conceicao_das_Pedras,2012,1831
Conceicao_das_Pedras,2013,1811
Conceicao_das_Pedras,2014,1631
Conceicao_das_Pedras,2015,1760
Conceicao_das_Pedras,2016,1900
Conceicao_das_Pedras,2017,810
Conceicao_das_Pedras,2018,1150
Conceicao_das_Pedras,2019,1508
Conceicao_das_Pedras,2020,1538
Conceicao_das_Pedras,2021,1540
Conceicao_das_Pedras,2022,1720
Conceicao_das_Pedras,2023,1795
Conceicao_das_Pedras,2024,1795
Conceicao_de_Ipanema,2012,685
Conceicao_de_Ipanema,2013,685
Conceicao_de_Ipanema,2014,582
Conceicao_de_Ipanema,2015,595
Conceicao_de_Ipanema,2016,550
Conceicao_de_Ipanema,2017,590
Conceicao_de_Ipanema,2018,690
Conceicao_de_Ipanema,2019,937
Conceicao_de_Ipanema,2020,937
Conceicao_de_Ipanema,2021,700
Conceicao_de_Ipanema,2022,800
Conceicao_de_Ipanema,2023,840
Conceicao_de_Ipanema,2024,865
Conceicao_do_Rio_Verde,2012,4335
Conceicao_do_Rio_Verde,2013,4335
Conceicao_do_Rio_Verde,2014,4300
Conceicao_do_Rio_Verde,2015,4435
Conceicao_do_Rio_Verde,2016,4460
Conceicao_do_Rio_Verde,2017,2320
Conceicao_do_Rio_Verde,2018,3100
Conceicao_do_Rio_Verde,2019,3230
Conceicao_do_Rio_Verde,2020,4250
Conceicao_do_Rio_Verde,2021,4335
Conceicao_do_Rio_Verde,2022,3900
Conceicao_do_Rio_Verde,2023,3900
Conceicao_do_Rio_Verde,2024,4300
Conceicao_dos_Ouros,2012,250
Conceicao_dos_Ouros,2013,250
Conceicao_dos_Ouros,2014,250
Conceicao_dos_Ouros,2015,40
Conceicao_dos_Ouros,2016,40
Conceicao_dos_Ouros,2017,174
Conceicao_dos_Ouros,2018,175
Conceicao_dos_Ouros,2019,175
Conceicao_dos_Ouros,2020,175
Conceicao_dos_Ouros,2021,200
Conceicao_dos_Ouros,2022,291
Conceicao_dos_Ouros,2023,225
Conceicao_dos_Ouros,2024,260
Congonhal,2012,280
Congonhal,2013,300
Congonhal,2014,330
Congonhal,2015,330
Congonhal,2016,350
Congonhal,2017,215
Congonhal,2018,240
Congonhal,2019,275
Congonhal,2020,310
Congonhal,2021,325
Congonhal,2022,335
Congonhal,2023,330
Congonhal,2024,330
Congonhas_do_Norte,2012,85
Congonhas_do_Norte,2013,85
Congonhas_do_Norte,2014,80
Congonhas_do_Norte,2015,85
Congonhas_do_Norte,2016,80
Congonhas_do_Norte,2017,26
Congonhas_do_Norte,2018,40
Congonhas_do_Norte,2019,40
Congonhas_do_Norte,2020,40
Congonhas_do_Norte,2021,30
Congonhas_do_Norte,2022,20
Congonhas_do_Norte,2023,18
Congonhas_do_Norte,2024,15
Conselheiro_Pena,2012,5380
Conselheiro_Pena,2013,5425
Conselheiro_Pena,2014,5521
Conselheiro_Pena,2015,4793
Conselheiro_Pena,2016,4297
Conselheiro_Pena,2017,4265
Conselheiro_Pena,2018,1940
Conselheiro_Pena,2019,1920
Conselheiro_Pena,2020,2140
Conselheiro_Pena,2021,1580
Conselheiro_Pena,2022,3100
Conselheiro_Pena,2023,4115
Conselheiro_Pena,2024,3830
Coqueiral,2012,7400
Coqueiral,2013,7600
Coqueiral,2014,7500
Coqueiral,2015,7300
Coqueiral,2016,7500
Coqueiral,2017,3580
Coqueiral,2018,5580
Coqueiral,2019,5880
Coqueiral,2020,7080
Coqueiral,2021,5000
Coqueiral,2022,5000
Coqueiral,2023,7000
Coqueiral,2024,9000
Cordislandia,2012,2140
Cordislandia,2013,2140
Cordislandia,2014,2100
Cordislandia,2015,2000
Cordislandia,2016,2200
Cordislandia,2017,1200
Cordislandia,2018,1640
Cordislandia,2019,1650
Cordislandia,2020,1750
Cordislandia,2021,1920
Cordislandia,2022,1630
Cordislandia,2023,1650
Cordislandia,2024,1780
Coroaci,2012,234
Coroaci,2013,234
Coroaci,2014,450
Coroaci,2015,25
Coroaci,2016,280
Coroaci,2017,45
Coroaci,2018,95
Coroaci,2019,125
Coroaci,2020,95
Coroaci,2021,70
Coroaci,2022,70
Coroaci,2023,60
Coroaci,2024,60
Coromandel,2012,8582
Coromandel,2013,8376
Coromandel,2014,8304
Coromandel,2015,8304
Coromandel,2016,8966
Coromandel,2017,5860
Coromandel,2018,7990
Coromandel,2019,8200
Coromandel,2020,8820
Coromandel,2021,8230
Coromandel,2022,7830
Coromandel,2023,8267
Coromandel,2024,7810
Corrego_Danta,2012,350
Corrego_Danta,2013,410
Corrego_Danta,2014,450
Corrego_Danta,2015,400
Corrego_Danta,2016,450
Corrego_Danta,2017,1340
Corrego_Danta,2018,1450
Corrego_Danta,2019,1470
Corrego_Danta,2020,1670
Corrego_Danta,2021,1370
Corrego_Danta,2022,1170
Corrego_Danta,2023,1025
Corrego_Danta,2024,950
Corrego_Fundo,2012,300
Corrego_Fundo,2013,300
Corrego_Fundo,2014,330
Corrego_Fundo,2015,300
Corrego_Fundo,2016,330
Corrego_Fundo,2017,17
Corrego_Fundo,2018,42
Corrego_Fundo,2019,92
Corrego_Fundo,2020,250
Corrego_Fundo,2021,252
Corrego_Fundo,2022,253
Corrego_Fundo,2023,253
Corrego_Fundo,2024,255
Corrego_Novo,2012,120
Corrego_Novo,2013,120
Corrego_Novo,2014,100
Corrego_Novo,2015,120
Corrego_Novo,2016,120
Corrego_Novo,2017,100
Corrego_Novo,2018,104
Corrego_Novo,2019,55
Corrego_Novo,2020,55
Corrego_Novo,2021,45
Corrego_Novo,2022,45
Corrego_Novo,2023,35
Corrego_Novo,2024,35
Cristais,2012,6070
Cristais,2013,5920
Cristais,2014,6000
Cristais,2015,5840
Cristais,2016,5900
Cristais,2017,3124
Cristais,2018,3740
Cristais,2019,4330
Cristais,2020,4800
Cristais,2021,4740
Cristais,2022,4910
Cristais,2023,4500
Cristais,2024,3580
Cristina,2012,1195
Cristina,2013,1295
Cristina,2014,815
Cristina,2015,865
Cristina,2016,1100
Cristina,2017,870
Cristina,2018,1350
Cristina,2019,837
Cristina,2020,758
Cristina,2021,700
Cristina,2022,1090
Cristina,2023,750
Cristina,2024,760
Cruzeiro_da_Fortaleza,2012,900
Cruzeiro_da_Fortaleza,2013,930
Cruzeiro_da_Fortaleza,2014,960
Cruzeiro_da_Fortaleza,2015,900
Cruzeiro_da_Fortaleza,2016,940
Cruzeiro_da_Fortaleza,2017,622
Cruzeiro_da_Fortaleza,2018,940
Cruzeiro_da_Fortaleza,2019,900
Cruzeiro_da_Fortaleza,2020,960
Cruzeiro_da_Fortaleza,2021,1086
Cruzeiro_da_Fortaleza,2022,1086
Cruzeiro_da_Fortaleza,2023,1060
Cruzeiro_da_Fortaleza,2024,600
Cruzilia,2012,330
Cruzilia,2013,330
Cruzilia,2014,300
Cruzilia,2015,280
Cruzilia,2016,300
Cruzilia,2017,80
Cruzilia,2018,120
Cruzilia,2019,130
Cruzilia,2020,180
Cruzilia,2021,183
Cruzilia,2022,183
Cruzilia,2023,180
Cruzilia,2024,179
Cuparaque,2012,428
Cuparaque,2013,435
Cuparaque,2014,440
Cuparaque,2015,440
Cuparaque,2016,440
Cuparaque,2017,141
Cuparaque,2018,310
Cuparaque,2019,270
Cuparaque,2020,270
Cuparaque,2021,250
Cuparaque,2022,250
Cuparaque,2023,245
Cuparaque,2024,245
Datas,2012,18
Datas,2013,18
Datas,2014,38
Datas,2015,10
Datas,2016,10
Datas,2017,2
Datas,2018,1
Datas,2019,1
Datas,2020,1
Datas,2021,2
Datas,2022,4
Datas,2023,6
Datas,2024,6
Delfinopolis,2012,286
Delfinopolis,2013,263
Delfinopolis,2014,230
Delfinopolis,2015,173
Delfinopolis,2016,170
Delfinopolis,2017,240
Delfinopolis,2018,310
Delfinopolis,2019,340
Delfinopolis,2020,250
Delfinopolis,2021,250
Delfinopolis,2022,350
Delfinopolis,2023,275
Delfinopolis,2024,350
Desterro_de_Entre_Rios,2012,35
Desterro_de_Entre_Rios,2013,35
Desterro_de_Entre_Rios,2014,95
Desterro_de_Entre_Rios,2015,85
Desterro_de_Entre_Rios,2016,130
Desterro_de_Entre_Rios,2017,150
Desterro_de_Entre_Rios,2018,145
Desterro_de_Entre_Rios,2019,160
Desterro_de_Entre_Rios,2020,120
Desterro_de_Entre_Rios,2021,100
Desterro_de_Entre_Rios,2022,100
Desterro_de_Entre_Rios,2023,80
Desterro_de_Entre_Rios,2024,82
Diamantina,2012,350
Diamantina,2013,400
Diamantina,2014,400
Diamantina,2015,480
Diamantina,2016,680
Diamantina,2017,380
Diamantina,2018,371
Diamantina,2019,498
Diamantina,2020,498
Diamantina,2021,498
Diamantina,2022,517
Diamantina,2023,517
Diamantina,2024,618
Divinesia,2012,90
Divinesia,2013,90
Divinesia,2014,130
Divinesia,2015,130
Divinesia,2016,140
Divinesia,2017,113
Divinesia,2018,120
Divinesia,2019,120
Divinesia,2020,120
Divinesia,2021,120
Divinesia,2022,130
Divinesia,2023,150
Divinesia,2024,120
Divino,2012,10500
Divino,2013,10520
Divino,2014,9500
Divino,2015,9000
Divino,2016,9000
Divino,2017,8080
Divino,2018,9000
Divino,2019,8267
Divino,2020,8267
Divino,2021,6400
Divino,2022,8400
Divino,2023,9600
Divino,2024,9800
Divisa_Nova,2012,1406
Divisa_Nova,2013,1406
Divisa_Nova,2014,1840
Divisa_Nova,2015,1900
Divisa_Nova,2016,1940
Divisa_Nova,2017,1680
Divisa_Nova,2018,1728
Divisa_Nova,2019,1648
Divisa_Nova,2020,1980
Divisa_Nova,2021,2122
Divisa_Nova,2022,1960
Divisa_Nova,2023,2160
Divisa_Nova,2024,2380
Divisopolis,2012,1900
Divisopolis,2013,2100
Divisopolis,2014,1590
Divisopolis,2015,855
Divisopolis,2016,960
Divisopolis,2017,690
Divisopolis,2018,950
Divisopolis,2019,597
Divisopolis,2020,814
Divisopolis,2021,890
Divisopolis,2022,840
Divisopolis,2023,924
Divisopolis,2024,818
Dom_Cavati,2012,90
Dom_Cavati,2013,60
Dom_Cavati,2014,60
Dom_Cavati,2015,60
Dom_Cavati,2016,60
Dom_Cavati,2017,11
Dom_Cavati,2018,13
Dom_Cavati,2019,23
Dom_Cavati,2020,38
Dom_Cavati,2021,40
Dom_Cavati,2022,30
Dom_Cavati,2023,30
Dom_Cavati,2024,25
Dom_Vicoso,2012,294
Dom_Vicoso,2013,294
Dom_Vicoso,2014,290
Dom_Vicoso,2015,250
Dom_Vicoso,2016,250
Dom_Vicoso,2017,350
Dom_Vicoso,2018,360
Dom_Vicoso,2019,360
Dom_Vicoso,2020,350
Dom_Vicoso,2021,325
Dom_Vicoso,2022,340
Dom_Vicoso,2023,325
Dom_Vicoso,2024,325
Dores_do_Turvo,2012,50
Dores_do_Turvo,2013,50
Dores_do_Turvo,2014,53
Dores_do_Turvo,2015,75
Dores_do_Turvo,2016,75
Dores_do_Turvo,2017,63
Dores_do_Turvo,2018,66
Dores_do_Turvo,2019,80
Dores_do_Turvo,2020,80
Dores_do_Turvo,2021,80
Dores_do_Turvo,2022,70
Dores_do_Turvo,2023,60
Dores_do_Turvo,2024,50
Doresopolis,2012,182
Doresopolis,2013,194
Doresopolis,2014,204
Doresopolis,2015,254
Doresopolis,2016,254
Doresopolis,2017,145
Doresopolis,2018,159
Doresopolis,2019,250
Doresopolis,2020,250
Doresopolis,2021,240
Doresopolis,2022,250
Doresopolis,2023,255
Doresopolis,2024,260
Durande,2012,5300
Durande,2013,5300
Durande,2014,4700
Durande,2015,4900
Durande,2016,4600
Durande,2017,4530
Durande,2018,5040
Durande,2019,5000
Durande,2020,5500
Durande,2021,4000
Durande,2022,5200
Durande,2023,5550
Durande,2024,5225
Eloi_Mendes,2012,9300
Eloi_Mendes,2013,10000
Eloi_Mendes,2014,9500
Eloi_Mendes,2015,7800
Eloi_Mendes,2016,9800
Eloi_Mendes,2017,6000
Eloi_Mendes,2018,9030
Eloi_Mendes,2019,8030
Eloi_Mendes,2020,9695
Eloi_Mendes,2021,11350
Eloi_Mendes,2022,10155
Eloi_Mendes,2023,10838
Eloi_Mendes,2024,12542
Entre_Folhas,2012,300
Entre_Folhas,2013,300
Entre_Folhas,2014,350
Entre_Folhas,2015,400
Entre_Folhas,2016,420
Entre_Folhas,2017,400
Entre_Folhas,2018,430
Entre_Folhas,2019,400
Entre_Folhas,2020,430
Entre_Folhas,2021,400
Entre_Folhas,2022,380
Entre_Folhas,2023,380
Entre_Folhas,2024,360
Entre_Rios_de_Minas,2012,310
Entre_Rios_de_Minas,2013,310
Entre_Rios_de_Minas,2014,310
Entre_Rios_de_Minas,2015,300
Entre_Rios_de_Minas,2016,200
Entre_Rios_de_Minas,2017,160
Entre_Rios_de_Minas,2018,165
Entre_Rios_de_Minas,2019,140
Entre_Rios_de_Minas,2020,120
Entre_Rios_de_Minas,2021,130
Entre_Rios_de_Minas,2022,150
Entre_Rios_de_Minas,2023,150
Entre_Rios_de_Minas,2024,150
Ervalia,2012,5300
Ervalia,2013,7300
Ervalia,2014,7200
Ervalia,2015,9100
Ervalia,2016,9000
Ervalia,2017,5750
Ervalia,2018,6750
Ervalia,2019,5012
Ervalia,2020,5184
Ervalia,2021,5000
Ervalia,2022,5500
Ervalia,2023,5352
Ervalia,2024,5100
Esmeraldas,2012,69
Esmeraldas,2013,69
Esmeraldas,2014,60
Esmeraldas,2015,50
Esmeraldas,2016,60
Esmeraldas,2017,40
Esmeraldas,2018,40
Esmeraldas,2019,40
Esmeraldas,2020,52
Esmeraldas,2021,52
Esmeraldas,2022,45
Esmeraldas,2023,36
Esmeraldas,2024,32
Espera_Feliz,2012,9680
Espera_Feliz,2013,9815
Espera_Feliz,2014,8920
Espera_Feliz,2015,9356
Espera_Feliz,2016,9800
Espera_Feliz,2017,9820
Espera_Feliz,2018,10200
Espera_Feliz,2019,8900
Espera_Feliz,2020,9000
Espera_Feliz,2021,9000
Espera_Feliz,2022,9500
Espera_Feliz,2023,9500
Espera_Feliz,2024,9500
Espirito_Santo_do_Dourado,2012,1400
Espirito_Santo_do_Dourado,2013,1440
Espirito_Santo_do_Dourado,2014,1310
Espirito_Santo_do_Dourado,2015,1180
Espirito_Santo_do_Dourado,2016,1188
Espirito_Santo_do_Dourado,2017,390
Espirito_Santo_do_Dourado,2018,520
Espirito_Santo_do_Dourado,2019,470
Espirito_Santo_do_Dourado,2020,470
Espirito_Santo_do_Dourado,2021,468
Espirito_Santo_do_Dourado,2022,470
Espirito_Santo_do_Dourado,2023,470
Espirito_Santo_do_Dourado,2024,485
Estrela_do_Indaia,2012,400
Estrela_do_Indaia,2013,400
Estrela_do_Indaia,2014,400
Estrela_do_Indaia,2015,350
Estrela_do_Indaia,2016,340
Estrela_do_Indaia,2017,210
Estrela_do_Indaia,2018,200
Estrela_do_Indaia,2019,200
Estrela_do_Indaia,2020,200
Estrela_do_Indaia,2021,200
Estrela_do_Indaia,2022,200
Estrela_do_Indaia,2023,200
Estrela_do_Indaia,2024,200
Estrela_do_Sul,2012,2000
Estrela_do_Sul,2013,2110
Estrela_do_Sul,2014,2050
Estrela_do_Sul,2015,1951
Estrela_do_Sul,2016,2060
Estrela_do_Sul,2017,2130
Estrela_do_Sul,2018,2340
Estrela_do_Sul,2019,2271
Estrela_do_Sul,2020,1850
Estrela_do_Sul,2021,2220
Estrela_do_Sul,2022,2215
Estrela_do_Sul,2023,2520
Estrela_do_Sul,2024,2400
Eugenopolis,2012,1650
Eugenopolis,2013,1730
Eugenopolis,2014,1730
Eugenopolis,2015,1750
Eugenopolis,2016,1500
Eugenopolis,2017,1470
Eugenopolis,2018,1600
Eugenopolis,2019,1550
Eugenopolis,2020,1650
Eugenopolis,2021,1660
Eugenopolis,2022,1665
Eugenopolis,2023,1675
Eugenopolis,2024,1700
Fama,2012,1200
Fama,2013,1200
Fama,2014,1050
Fama,2015,1500
Fama,2016,1200
Fama,2017,1200
Fama,2018,1160
Fama,2019,1184
Fama,2020,1200
Fama,2021,1300
Fama,2022,940
Fama,2023,1240
Fama,2024,1240
Faria_Lemos,2012,930
Faria_Lemos,2013,900
Faria_Lemos,2014,860
Faria_Lemos,2015,652
Faria_Lemos,2016,655
Faria_Lemos,2017,710
Faria_Lemos,2018,750
Faria_Lemos,2019,640
Faria_Lemos,2020,645
Faria_Lemos,2021,650
Faria_Lemos,2022,654
Faria_Lemos,2023,655
Faria_Lemos,2024,685
Felicio_dos_Santos,2012,200
Felicio_dos_Santos,2013,200
Felicio_dos_Santos,2014,250
Felicio_dos_Santos,2015,310
Felicio_dos_Santos,2016,310
Felicio_dos_Santos,2017,240
Felicio_dos_Santos,2018,239
Felicio_dos_Santos,2019,290
Felicio_dos_Santos,2020,297
Felicio_dos_Santos,2021,297
Felicio_dos_Santos,2022,297
Felicio_dos_Santos,2023,297
Felicio_dos_Santos,2024,297
Sao_Goncalo_do_Rio_Preto,2012,45
Sao_Goncalo_do_Rio_Preto,2013,45
Sao_Goncalo_do_Rio_Preto,2014,20
Sao_Goncalo_do_Rio_Preto,2015,20
Sao_Goncalo_do_Rio_Preto,2016,20
Sao_Goncalo_do_Rio_Preto,2017,30
Sao_Goncalo_do_Rio_Preto,2018,29
Sao_Goncalo_do_Rio_Preto,2019,25
Sao_Goncalo_do_Rio_Preto,2020,25
Sao_Goncalo_do_Rio_Preto,2021,25
Sao_Goncalo_do_Rio_Preto,2022,34
Sao_Goncalo_do_Rio_Preto,2023,38
Sao_Goncalo_do_Rio_Preto,2024,42
Ferros,2012,180
Ferros,2013,200
Ferros,2014,200
Ferros,2015,170
Ferros,2016,200
Ferros,2017,54
Ferros,2018,55
Ferros,2019,55
Ferros,2020,40
Ferros,2021,39
Ferros,2022,39
Ferros,2023,39
Ferros,2024,39
Fervedouro,2012,4500
Fervedouro,2013,4500
Fervedouro,2014,4350
Fervedouro,2015,4750
Fervedouro,2016,4700
Fervedouro,2017,4740
Fervedouro,2018,4800
Fervedouro,2019,3815
Fervedouro,2020,4300
Fervedouro,2021,4105
Fervedouro,2022,4485
Fervedouro,2023,2800
Fervedouro,2024,3100
Formiga,2012,3286
Formiga,2013,3286
Formiga,2014,3426
Formiga,2015,2877
Formiga,2016,3700
Formiga,2017,2600
Formiga,2018,2100
Formiga,2019,2250
Formiga,2020,2680
Formiga,2021,2785
Formiga,2022,2785
Formiga,2023,2785
Formiga,2024,2785
Formoso,2012,181
Formoso,2013,130
Formoso,2014,150
Formoso,2015,150
Formoso,2016,150
Formoso,2017,210
Formoso,2018,390
Formoso,2019,400
Formoso,2020,460
Formoso,2021,560
Formoso,2022,560
Formoso,2023,1020
Formoso,2024,1000
Fortaleza_de_Minas,2012,800
Fortaleza_de_Minas,2013,800
Fortaleza_de_Minas,2014,900
Fortaleza_de_Minas,2015,900
Fortaleza_de_Minas,2016,900
Fortaleza_de_Minas,2017,975
Fortaleza_de_Minas,2018,1090
Fortaleza_de_Minas,2019,1090
Fortaleza_de_Minas,2020,1150
Fortaleza_de_Minas,2021,1150
Fortaleza_de_Minas,2022,1270
Fortaleza_de_Minas,2023,1170
Fortaleza_de_Minas,2024,1270
Franciscopolis,2012,300
Franciscopolis,2013,270
Franciscopolis,2014,250
Franciscopolis,2015,200
Franciscopolis,2016,200
Franciscopolis,2017,27
Franciscopolis,2018,60
Franciscopolis,2019,70
Franciscopolis,2020,60
Franciscopolis,2021,90
Franciscopolis,2022,90
Franciscopolis,2023,90
Franciscopolis,2024,90
Frei_Gaspar,2012,250
Frei_Gaspar,2013,255
Frei_Gaspar,2014,240
Frei_Gaspar,2015,200
Frei_Gaspar,2016,170
Frei_Gaspar,2017,38
Frei_Gaspar,2018,70
Frei_Gaspar,2019,40
Frei_Gaspar,2020,50
Frei_Gaspar,2021,30
Frei_Gaspar,2022,30
Frei_Gaspar,2023,30
Frei_Gaspar,2024,30
Grao_Mogol,2012,100
Grao_Mogol,2013,120
Grao_Mogol,2014,100
Grao_Mogol,2015,80
Grao_Mogol,2016,80
Grao_Mogol,2017,8
Grao_Mogol,2018,31
Grao_Mogol,2019,40
Grao_Mogol,2020,40
Grao_Mogol,2021,90
Grao_Mogol,2022,90
Grao_Mogol,2023,90
Grao_Mogol,2024,90
Guape,2012,5500
Guape,2013,5200
Guape,2014,5200
Guape,2015,4800
Guape,2016,6600
Guape,2017,6600
Guape,2018,7270
Guape,2019,7950
Guape,2020,9190
Guape,2021,9500
Guape,2022,8700
Guape,2023,8900
Guape,2024,9100
Guaraciaba,2012,155
Guaraciaba,2013,155
Guaraciaba,2014,130
Guaraciaba,2015,120
Guaraciaba,2016,140
Guaraciaba,2017,135
Guaraciaba,2018,140
Guaraciaba,2019,152
Guaraciaba,2020,150
Guaraciaba,2021,150
Guaraciaba,2022,130
