municipio,ano,target,cdd_5,cdd_9,prcptot_3,precomediocafe,tnn_5,tnn_6,tnn_7,txx_11,txx_9,wd30_10,wd30_11,wd30_9,cdd_6,tnn_8,prcptot_2,prcptot_11,wd30_2,wd30_3,txx_10,altitude_Terras Baixas,altitude_Terras de Média Altitude,altitude_Terras Altas,altitude_Terras Muito Altas
Buritizeiro,2018,2.1,11.0,28.0,147.69,139.60083333333333,10.39,11.69,12.12,35.5,36.25,31.0,19.0,26.0,30.0,10.83,235.06,145.62,23.0,27.0,39.62,False,False,True,False
Buritizeiro,2019,2.880232558139535,18.0,14.0,177.31,109.61,16.44,12.28,10.5,33.82,38.38,27.0,16.0,27.0,16.0,10.64,264.78,272.69,27.0,27.0,38.24,False,False,True,False
Buritizeiro,2020,3.0,13.0,23.0,71.5,110.44833333333334,8.81,12.13,9.92,39.45,39.05,31.0,27.0,30.0,22.0,14.33,236.88,152.06,22.0,20.0,38.09,False,False,True,False
Buritizeiro,2021,3.0,20.0,20.0,238.06,114.73333333333332,12.35,11.34,10.67,34.98,39.73,25.0,19.0,29.0,28.0,8.96,119.19,30.44,16.0,27.0,41.06,False,False,True,False
Capelinha,2012,1.2,12.0,13.0,141.69,255.14083333333332,11.76,9.48,8.23,28.63,33.45,3.0,0.0,4.0,20.0,8.3,149.31,82.81,5.0,7.0,31.32,False,False,True,False
Capelinha,2013,1.799636363636364,29.0,15.0,200.94,172.1825,11.54,10.23,8.05,33.67,34.53,11.0,4.0,6.0,13.0,7.55,213.31,134.88,2.0,10.0,35.23,False,False,True,False
Capelinha,2014,1.26,14.0,11.0,224.25,137.595,8.2,11.06,8.62,31.36,34.72,5.0,2.0,4.0,12.0,8.37,211.44,149.69,2.0,2.0,32.09,False,False,True,False
Capelinha,2015,0.9,11.0,10.0,194.31,168.48333333333332,10.64,10.23,9.52,31.06,34.44,12.0,4.0,6.0,28.0,6.89,226.69,234.12,7.0,7.0,34.5,False,False,True,False
Capelinha,2016,1.08,10.0,13.0,194.19,129.3216666666667,10.91,10.75,10.52,36.52,36.02,19.0,21.0,20.0,29.0,9.16,216.69,125.12,17.0,7.0,35.99,False,False,True,False
Capelinha,2017,1.164383561643836,13.0,26.0,267.62,155.69750000000002,10.47,7.83,8.3,31.46,33.35,16.0,4.0,8.0,26.0,9.35,237.19,195.56,0.0,4.0,35.49,False,False,True,False
Capelinha,2018,1.259917355371901,16.0,28.0,172.19,139.60083333333333,10.49,9.85,8.79,30.87,29.13,12.0,2.0,0.0,17.0,7.23,311.69,137.69,2.0,6.0,34.43,False,False,True,False
Capelinha,2019,1.140074211502783,18.0,14.0,179.69,109.61,13.4,9.83,9.31,30.91,32.44,12.0,1.0,7.0,16.0,11.5,227.38,277.12,19.0,11.0,33.64,False,False,True,False
Capelinha,2020,1.434123222748815,7.0,21.0,51.12,110.44833333333334,7.56,9.05,6.76,35.96,33.08,12.0,15.0,9.0,22.0,6.25,188.12,166.81,7.0,0.0,33.58,False,False,True,False
Capelinha,2021,1.435031847133758,22.0,30.0,161.12,114.73333333333332,8.23,9.02,9.09,31.51,34.58,14.0,6.0,7.0,20.0,6.23,171.44,31.81,2.0,5.0,37.51,False,False,True,False
Carai,2012,0.9,12.0,15.0,124.06,255.14083333333332,14.51,10.04,8.14,31.27,34.89,13.0,5.0,10.0,20.0,9.5,151.5,68.19,23.0,28.0,34.18,False,False,True,False
Carai,2013,0.9,29.0,15.0,154.0,172.1825,13.53,12.32,9.11,34.96,35.29,21.0,5.0,12.0,15.0,9.68,190.5,181.0,26.0,24.0,37.36,False,False,True,False
Carai,2014,0.6,22.0,22.0,145.0,137.595,10.73,12.01,11.18,33.57,36.58,13.0,16.0,9.0,14.0,9.63,184.88,139.56,27.0,20.0,34.82,False,False,True,False
Carai,2015,0.96,17.0,8.0,110.81,168.48333333333332,13.0,11.66,11.63,32.7,35.77,14.0,9.0,11.0,27.0,9.26,173.06,309.44,21.0,24.0,36.15,False,False,True,False
Carai,2016,0.96,10.0,20.0,115.56,129.3216666666667,13.29,11.68,13.11,36.95,35.8,23.0,26.0,26.0,30.0,10.88,174.81,109.69,29.0,29.0,36.09,False,False,True,False
Carai,2017,0.5359281437125748,16.0,26.0,127.5,155.69750000000002,12.63,9.7,10.1,32.6,34.15,19.0,12.0,15.0,25.0,9.78,195.88,166.19,14.0,24.0,37.39,False,False,True,False
Carai,2018,0.8403508771929824,11.0,25.0,152.56,139.60083333333333,11.73,11.14,10.84,33.76,30.67,24.0,14.0,2.0,30.0,9.82,192.62,151.81,16.0,19.0,35.47,False,False,True,False
Carai,2019,1.2,20.0,13.0,121.0,109.61,15.55,11.79,10.14,32.17,34.67,19.0,8.0,17.0,16.0,11.26,226.81,270.44,27.0,22.0,36.5,False,False,True,False
Carai,2020,1.5225,13.0,24.0,75.0,110.44833333333334,9.67,10.31,7.95,38.15,35.2,27.0,22.0,23.0,30.0,9.8,273.25,122.0,26.0,7.0,36.36,False,False,True,False
Carai,2021,1.218,20.0,20.0,165.88,114.73333333333332,8.47,9.74,8.85,32.42,36.82,20.0,11.0,18.0,30.0,7.36,136.12,24.06,12.0,24.0,39.53,False,False,True,False
Caranaiba,2012,0.3333333333333333,9.0,12.0,57.88,255.14083333333332,11.23,7.63,7.16,29.72,32.9,4.0,0.0,6.0,20.0,8.93,62.5,110.25,7.0,3.0,32.95,False,False,True,False
Caranaiba,2013,0.3333333333333333,24.0,18.0,193.44,172.1825,9.95,10.39,7.49,32.24,34.27,10.0,3.0,8.0,12.0,8.61,89.62,41.62,8.0,4.0,34.26,False,False,True,False
Caranaiba,2014,0.3333333333333333,14.0,7.0,119.25,137.595,9.14,11.31,7.79,32.45,34.6,2.0,4.0,5.0,10.0,9.79,79.75,70.75,5.0,1.0,31.15,False,False,True,False
Caranaiba,2015,2.466666666666667,7.0,11.0,116.5,168.48333333333332,11.88,10.25,9.07,31.41,33.18,11.0,5.0,5.0,21.0,7.08,189.19,162.75,5.0,1.0,35.08,False,False,True,False
Caranaiba,2016,2.466666666666667,9.0,13.0,130.06,129.3216666666667,10.2,9.88,11.05,33.51,34.92,17.0,11.0,12.0,15.0,10.96,148.81,61.0,14.0,3.0,35.68,False,False,True,False
Caranaiba,2017,0.45,7.0,24.0,95.38,155.69750000000002,11.48,7.68,7.18,31.1,33.35,7.0,3.0,9.0,23.0,8.98,73.25,44.81,4.0,5.0,33.68,False,False,True,False
Caranaiba,2018,0.6078431372549019,12.0,28.0,124.38,139.60083333333333,5.64,9.52,8.73,31.52,30.48,13.0,3.0,1.0,17.0,8.98,142.56,203.88,2.0,10.0,33.46,False,False,True,False
Caranaiba,2019,1.444444444444444,21.0,11.0,133.12,109.61,10.0,10.93,9.68,30.57,30.61,5.0,4.0,4.0,12.0,8.89,119.56,107.56,12.0,7.0,32.01,False,False,True,False
Caranaiba,2020,1.645161290322581,12.0,15.0,35.19,110.44833333333334,9.25,9.22,6.88,33.72,34.49,6.0,7.0,12.0,22.0,8.73,67.06,113.69,6.0,1.0,32.21,False,False,True,False
Caranaiba,2021,2.28,22.0,20.0,67.56,114.73333333333332,10.49,11.13,12.4,30.83,35.21,13.0,5.0,13.0,22.0,8.3,41.75,71.0,5.0,7.0,35.69,False,False,True,False
Catuji,2012,0.6,12.0,13.0,167.5,255.14083333333332,15.44,11.58,10.09,31.79,35.21,14.0,5.0,9.0,20.0,10.99,111.06,61.94,24.0,28.0,34.1,False,False,True,False
Catuji,2013,0.9,29.0,15.0,220.62,172.1825,14.88,14.1,10.68,34.42,35.2,18.0,8.0,13.0,13.0,11.28,208.12,145.0,28.0,25.0,38.02,False,False,True,False
Catuji,2014,0.72,14.0,22.0,161.19,137.595,11.68,13.31,12.38,33.78,36.07,13.0,16.0,8.0,12.0,10.94,187.81,124.06,25.0,22.0,34.64,False,False,True,False
Catuji,2015,0.9,17.0,9.0,124.88,168.48333333333332,14.24,12.91,12.52,32.94,36.11,16.0,12.0,14.0,27.0,10.9,213.62,300.19,22.0,26.0,36.65,False,False,True,False
Catuji,2016,1.2,10.0,20.0,166.75,129.3216666666667,14.56,12.7,14.43,37.47,36.08,24.0,28.0,26.0,29.0,12.09,144.06,143.12,29.0,30.0,36.41,False,False,True,False
Catuji,2017,0.4714285714285714,13.0,26.0,185.75,155.69750000000002,13.68,11.78,11.63,33.22,34.44,19.0,14.0,16.0,25.0,11.27,241.88,204.75,14.0,27.0,37.81,False,False,True,False
Catuji,2018,0.9,11.0,28.0,147.69,139.60083333333333,12.52,12.43,11.1,34.04,30.72,24.0,14.0,2.0,30.0,11.04,235.06,145.62,19.0,21.0,36.15,False,False,True,False
Catuji,2019,1.25974025974026,18.0,14.0,177.31,109.61,16.53,13.19,11.71,33.02,35.02,19.0,12.0,15.0,16.0,12.8,264.78,272.69,27.0,25.0,36.79,False,False,True,False
Catuji,2020,1.197183098591549,13.0,23.0,71.5,110.44833333333334,10.42,11.66,9.54,38.48,35.35,28.0,23.0,23.0,22.0,11.15,236.88,152.06,26.0,11.0,36.89,False,False,True,False
Catuji,2021,1.384615384615385,20.0,20.0,238.06,114.73333333333332,10.03,10.77,10.27,32.84,37.16,19.0,14.0,21.0,28.0,8.68,119.19,30.44,17.0,28.0,39.54,False,False,True,False
Congonhas_do_Norte,2012,1.2,9.0,30.0,75.94,255.14083333333332,11.39,7.44,6.08,28.22,31.75,2.0,0.0,4.0,20.0,8.49,108.12,42.69,2.0,0.0,30.95,False,False,True,False
Congonhas_do_Norte,2013,1.505882352941176,18.0,19.0,161.38,172.1825,10.27,9.68,8.3,33.15,32.27,7.0,2.0,5.0,13.0,7.19,171.56,164.19,1.0,6.0,33.15,False,False,True,False
Congonhas_do_Norte,2014,1.2,20.0,12.0,168.5,137.595,8.24,10.78,7.44,30.96,33.39,2.0,2.0,4.0,22.0,7.77,220.0,82.44,2.0,1.0,31.48,False,False,True,False
Congonhas_do_Norte,2015,1.258823529411765,10.0,9.0,98.62,168.48333333333332,11.87,8.54,8.35,29.79,31.17,9.0,0.0,4.0,28.0,5.81,179.56,140.38,3.0,1.0,33.52,False,False,True,False
Congonhas_do_Norte,2016,1.5,19.0,12.0,90.31,129.3216666666667,11.15,8.44,9.68,34.12,34.13,15.0,13.0,11.0,29.0,8.89,133.5,100.06,13.0,1.0,34.83,False,False,True,False
Congonhas_do_Norte,2017,0.6923076923076923,15.0,13.0,138.81,155.69750000000002,10.14,6.96,7.86,30.89,33.27,8.0,1.0,8.0,27.0,7.16,71.25,107.75,0.0,4.0,33.28,False,False,True,False
Congonhas_do_Norte,2018,0.9,12.0,28.0,136.31,139.60083333333333,6.71,9.07,6.87,30.35,29.66,10.0,1.0,0.0,18.0,7.84,158.38,215.06,0.0,4.0,34.09,False,False,True,False
Congonhas_do_Norte,2019,0.9,16.0,14.0,139.5,109.61,12.43,9.44,7.74,29.83,30.91,5.0,0.0,1.0,30.0,6.63,179.19,115.19,10.0,6.0,32.12,False,False,True,False
Congonhas_do_Norte,2020,1.2,8.0,24.0,44.44,110.44833333333334,5.95,7.99,5.33,34.42,33.8,15.0,10.0,11.0,26.0,6.92,374.0,111.44,5.0,0.0,32.66,False,False,True,False
Congonhas_do_Norte,2021,0.7333333333333333,21.0,30.0,62.25,114.73333333333332,9.9,6.93,8.15,30.35,34.81,13.0,2.0,7.0,27.0,4.98,65.44,32.06,2.0,4.0,36.01,False,False,True,False
Coroaci,2012,0.9017094017094016,10.0,20.0,77.69,255.14083333333332,13.97,9.56,8.14,30.87,35.11,10.0,3.0,10.0,20.0,9.65,133.19,85.69,21.0,19.0,33.45,False,False,True,False
Coroaci,2013,0.9017094017094016,18.0,19.0,148.44,172.1825,13.27,11.04,10.16,35.71,35.84,15.0,7.0,7.0,13.0,11.97,140.56,190.0,21.0,16.0,38.14,False,False,True,False
Coroaci,2014,1.04,20.0,12.0,184.12,137.595,10.51,12.97,9.49,34.14,36.79,8.0,9.0,4.0,14.0,9.13,271.06,92.0,21.0,11.0,32.65,False,False,True,False
Coroaci,2015,1.32,10.0,9.0,137.94,168.48333333333332,13.23,12.41,11.62,31.97,35.22,12.0,3.0,8.0,28.0,9.78,140.88,184.75,20.0,20.0,35.96,False,False,True,False
Coroaci,2016,1.735714285714286,19.0,13.0,105.25,129.3216666666667,14.15,11.45,13.24,36.88,35.88,23.0,24.0,22.0,29.0,11.0,153.5,84.25,28.0,28.0,36.71,False,False,True,False
Coroaci,2017,1.733333333333333,15.0,12.0,125.75,155.69750000000002,12.53,9.33,10.71,32.6,33.63,16.0,7.0,10.0,27.0,11.21,99.31,107.88,13.0,18.0,35.2,False,False,True,False
Coroaci,2018,1.557894736842105,11.0,28.0,141.12,139.60083333333333,12.13,11.91,9.48,31.79,30.31,15.0,6.0,2.0,17.0,10.41,219.88,313.25,13.0,14.0,35.66,False,False,True,False
Coroaci,2019,1.456,16.0,14.0,176.5,109.61,15.06,13.02,11.07,31.95,34.32,18.0,7.0,11.0,30.0,12.13,174.97,207.0,24.0,22.0,35.58,False,False,True,False
Coroaci,2020,1.8,7.0,24.0,60.25,110.44833333333334,9.29,11.12,8.87,36.38,35.29,21.0,13.0,15.0,26.0,9.68,368.12,86.0,18.0,6.0,35.33,False,False,True,False
Coroaci,2021,1.5,21.0,30.0,63.94,114.73333333333332,10.6,10.1,10.77,32.18,36.67,15.0,10.0,9.0,30.0,8.14,76.06,32.44,11.0,18.0,37.83,False,False,True,False
Cuparaque,2012,1.060747663551402,9.0,30.0,75.94,255.14083333333332,15.18,11.51,11.97,32.34,34.25,8.0,7.0,11.0,20.0,12.65,108.12,42.69,23.0,27.0,32.23,False,True,False,False
Cuparaque,2013,1.080459770114943,18.0,19.0,161.38,172.1825,14.92,14.36,12.37,34.84,33.45,18.0,11.0,9.0,13.0,13.44,171.56,164.19,26.0,26.0,38.92,False,True,False,False
Cuparaque,2014,1.020454545454546,20.0,12.0,168.5,137.595,13.07,14.88,12.56,33.01,35.98,10.0,10.0,9.0,22.0,11.74,220.0,82.44,23.0,22.0,34.38,False,True,False,False
Cuparaque,2015,0.8409090909090909,10.0,9.0,98.62,168.48333333333332,14.85,13.66,13.01,32.83,35.3,15.0,13.0,11.0,28.0,10.54,179.56,140.38,22.0,30.0,35.66,False,True,False,False
Cuparaque,2016,1.020454545454546,19.0,12.0,90.31,129.3216666666667,15.13,12.45,15.18,37.59,35.8,23.0,25.0,24.0,29.0,13.64,133.5,100.06,29.0,31.0,36.85,False,True,False,False
Cuparaque,2017,0.7375886524822695,15.0,13.0,138.81,155.69750000000002,14.62,11.42,12.93,33.76,33.15,18.0,13.0,16.0,27.0,12.44,71.25,107.75,19.0,23.0,37.2,False,True,False,False
Cuparaque,2018,1.019354838709677,12.0,28.0,136.31,139.60083333333333,13.28,14.91,12.64,32.56,30.51,21.0,11.0,1.0,18.0,11.85,158.38,215.06,21.0,27.0,35.57,False,True,False,False
Cuparaque,2019,1.5,16.0,14.0,139.5,109.61,17.29,14.14,12.9,33.87,34.68,15.0,13.0,14.0,30.0,13.31,179.19,115.19,27.0,28.0,35.22,False,True,False,False
Cuparaque,2020,1.018518518518519,8.0,24.0,44.44,110.44833333333334,10.92,13.92,10.37,37.11,33.67,23.0,16.0,15.0,26.0,10.91,374.0,111.44,25.0,11.0,36.93,False,True,False,False
Cuparaque,2021,1.32,21.0,30.0,62.25,114.73333333333332,13.18,11.58,12.23,33.65,36.99,17.0,11.0,25.0,27.0,10.32,65.44,32.06,19.0,26.0,37.83,False,True,False,False
Diamantina,2012,1.5,9.0,20.0,69.56,255.14083333333332,11.21,9.38,8.79,26.1,29.7,0.0,0.0,0.0,20.0,9.59,131.75,94.06,0.0,0.0,28.9,False,False,True,False
Diamantina,2013,1.3125,27.0,19.0,172.25,172.1825,10.71,10.49,9.49,30.59,30.3,3.0,1.0,1.0,12.0,7.29,174.44,163.5,0.0,0.0,30.99,False,False,True,False
Diamantina,2014,1.5,22.0,12.0,183.56,137.595,9.11,11.19,7.89,29.7,31.2,1.0,0.0,1.0,21.0,8.09,215.0,104.0,0.0,0.0,30.2,False,False,True,False
Diamantina,2015,1.875,10.0,9.0,177.31,168.48333333333332,11.61,9.99,8.59,28.82,28.97,5.0,0.0,0.0,28.0,7.59,165.88,223.12,0.0,0.0,31.27,False,False,True,False
Diamantina,2016,1.801470588235294,9.0,8.0,145.19,129.3216666666667,11.78,8.79,10.49,32.0,31.85,6.0,5.0,4.0,29.0,9.79,170.94,118.44,5.0,0.0,32.4,False,False,True,False
Diamantina,2017,1.421052631578947,12.0,25.0,177.5,155.69750000000002,11.0,8.17,10.11,29.6,31.72,5.0,0.0,4.0,24.0,9.6,176.19,169.38,0.0,0.0,32.1,False,False,True,False
Diamantina,2018,2.0,16.0,29.0,126.31,139.60083333333333,9.41,9.21,7.67,28.34,27.14,4.0,0.0,0.0,17.0,8.55,204.62,254.31,0.0,1.0,32.43,False,False,True,False
Diamantina,2019,1.72289156626506,19.0,14.0,140.62,109.61,12.25,10.29,9.72,27.75,29.14,1.0,0.0,0.0,30.0,10.02,256.22,158.0,6.0,1.0,30.63,False,False,True,False
Diamantina,2020,2.345381526104418,7.0,23.0,47.81,110.44833333333334,7.98,8.9,6.61,32.17,30.57,1.0,3.0,3.0,26.0,7.94,244.94,122.19,0.0,0.0,30.17,False,False,True,False
Diamantina,2021,2.919678714859438,21.0,30.0,94.12,114.73333333333332,9.81,9.48,8.87,28.23,31.56,8.0,0.0,5.0,30.0,7.56,78.75,32.62,0.0,0.0,32.96,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2012,1.2,11.0,14.0,85.81,255.14083333333332,12.93,10.64,8.77,28.3,32.35,1.0,0.0,4.0,20.0,11.34,146.88,109.69,0.0,0.0,31.2,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2013,1.2,27.0,19.0,158.06,172.1825,12.4,12.24,11.44,33.39,32.35,7.0,2.0,6.0,12.0,9.36,221.5,163.69,1.0,5.0,33.46,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2014,1.25,22.0,15.0,209.5,137.595,10.6,12.72,10.0,32.22,33.22,2.0,5.0,4.0,12.0,10.09,216.31,89.56,1.0,0.0,31.88,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2015,1.3,6.0,9.0,167.5,168.48333333333332,13.0,11.48,10.62,30.4,32.19,9.0,1.0,5.0,28.0,9.63,153.94,211.56,2.0,2.0,34.02,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2016,1.25,8.0,7.0,148.88,129.3216666666667,12.59,10.8,12.58,34.79,34.37,17.0,17.0,14.0,29.0,11.64,228.69,157.25,18.0,4.0,34.91,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2017,4.766666666666667,12.0,25.0,201.31,155.69750000000002,12.21,9.1,11.93,31.84,33.81,13.0,2.0,11.0,24.0,10.63,207.81,163.56,0.0,6.0,34.34,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2018,1.793103448275862,16.0,29.0,151.38,139.60083333333333,10.57,11.14,9.54,31.33,30.09,13.0,5.0,1.0,18.0,9.78,256.56,237.25,0.0,8.0,35.19,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2019,1.6,19.0,14.0,143.38,109.61,14.88,12.0,11.02,31.0,32.56,10.0,2.0,9.0,30.0,11.56,258.38,197.5,16.0,13.0,33.68,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2020,3.6,7.0,21.0,62.19,110.44833333333334,8.88,10.96,7.93,35.51,33.87,13.0,12.0,13.0,26.0,8.86,197.0,107.81,8.0,1.0,33.56,False,False,True,False
Sao_Goncalo_do_Rio_Preto,2021,3.36,22.0,20.0,116.38,114.73333333333332,11.13,10.63,10.38,31.0,34.69,14.0,3.0,8.0,30.0,8.31,116.25,38.06,2.0,6.0,36.25,False,False,True,False
Formoso,2012,2.397790055248619,12.0,11.0,186.19,255.14083333333332,15.13,11.96,11.01,35.27,38.58,22.0,20.0,29.0,20.0,12.69,152.31,115.19,24.0,28.0,36.48,False,False,True,False
Formoso,2013,2.4,29.0,15.0,174.88,172.1825,14.99,14.44,11.81,35.26,39.13,30.0,21.0,28.0,15.0,12.53,320.31,273.31,26.0,26.0,41.09,False,False,True,False
Formoso,2014,2.72,14.0,13.0,221.5,137.595,11.94,14.43,12.83,36.8,39.3,23.0,23.0,28.0,22.0,11.55,217.25,192.0,23.0,22.0,37.69,False,False,True,False
Formoso,2015,1.8,9.0,13.0,255.88,168.48333333333332,13.9,11.55,11.67,36.07,38.06,30.0,23.0,28.0,28.0,10.58,226.81,237.88,22.0,22.0,39.54,False,False,True,False
Formoso,2016,3.0,12.0,13.0,240.31,129.3216666666667,14.61,13.36,13.37,40.63,40.79,31.0,30.0,28.0,30.0,11.91,120.19,127.69,29.0,30.0,40.96,False,False,True,False
Formoso,2017,2.447619047619048,15.0,14.0,217.62,155.69750000000002,16.19,10.73,13.46,35.7,39.62,28.0,24.0,30.0,23.0,12.19,272.19,240.75,23.0,28.0,40.16,False,False,True,False
Formoso,2018,2.7,16.0,25.0,194.0,139.60083333333333,12.25,13.13,11.54,34.46,35.37,30.0,20.0,29.0,30.0,11.68,147.69,193.75,23.0,30.0,39.79,False,False,True,False
Formoso,2019,3.0,24.0,13.0,234.38,109.61,14.92,11.97,10.91,34.38,39.46,28.0,17.0,30.0,30.0,12.0,229.09,276.06,25.0,21.0,38.93,False,False,True,False
Formoso,2020,3.0,8.0,24.0,135.31,110.44833333333334,11.07,11.48,8.58,39.98,39.92,31.0,30.0,30.0,30.0,12.25,241.88,143.56,24.0,23.0,39.95,False,False,True,False
Formoso,2021,3.0,22.0,22.0,147.81,114.73333333333332,12.82,11.59,11.92,35.9,40.05,25.0,19.0,29.0,30.0,11.27,122.12,74.81,17.0,30.0,42.17,False,False,True,False
Franciscopolis,2012,0.9,12.0,13.0,120.19,255.14083333333332,13.63,9.95,8.79,29.92,33.81,9.0,0.0,4.0,20.0,9.22,130.56,67.81,15.0,25.0,32.28,False,True,False,False
Franciscopolis,2013,0.9,28.0,15.0,196.5,172.1825,13.43,12.41,9.23,33.3,34.17,13.0,5.0,7.0,13.0,9.54,196.44,138.06,14.0,16.0,36.68,False,True,False,False
Franciscopolis,2014,0.9,14.0,15.0,212.31,137.595,10.37,12.18,10.57,32.71,35.56,10.0,9.0,4.0,12.0,9.38,204.69,128.88,14.0,7.0,33.06,False,True,False,False
Franciscopolis,2015,1.08,17.0,10.0,156.12,168.48333333333332,13.08,11.76,11.29,31.58,35.1,12.0,6.0,8.0,28.0,9.65,216.62,257.0,20.0,20.0,35.86,False,True,False,False
Franciscopolis,2016,1.2,9.0,13.0,176.06,129.3216666666667,13.01,11.33,12.79,36.82,35.61,18.0,26.0,23.0,29.0,10.51,207.56,126.06,29.0,25.0,35.76,False,True,False,False
Franciscopolis,2017,0.5185185185185185,13.0,26.0,234.94,155.69750000000002,12.41,10.08,10.0,32.12,33.25,16.0,9.0,9.0,26.0,10.01,227.69,210.81,7.0,18.0,36.63,False,True,False,False
Franciscopolis,2018,1.8,11.0,28.0,180.44,139.60083333333333,11.58,11.59,9.44,32.07,29.51,16.0,8.0,0.0,17.0,9.59,286.31,149.56,10.0,15.0,35.06,False,True,False,False
Franciscopolis,2019,3.0,18.0,14.0,173.5,109.61,14.98,11.64,10.73,31.99,33.83,17.0,4.0,13.0,16.0,11.8,228.62,265.62,25.0,21.0,35.38,False,True,False,False
Franciscopolis,2020,1.8,13.0,24.0,58.31,110.44833333333334,9.13,10.32,7.84,37.16,34.54,24.0,18.0,16.0,22.0,8.5,234.44,172.5,19.0,3.0,35.42,False,True,False,False
Franciscopolis,2021,1.2,20.0,30.0,161.81,114.73333333333332,8.93,10.13,9.61,31.75,35.9,16.0,10.0,10.0,20.0,7.4,149.38,30.06,6.0,15.0,38.22,False,True,False,False
Frei_Gaspar,2012,0.9,12.0,15.0,124.06,255.14083333333332,17.52,13.89,12.61,33.62,35.83,18.0,12.0,15.0,20.0,13.77,151.5,68.19,29.0,29.0,35.09,False,True,False,False
Frei_Gaspar,2013,1.07843137254902,29.0,15.0,154.0,172.1825,16.36,16.17,13.36,36.06,35.71,26.0,12.0,15.0,15.0,14.02,190.5,181.0,28.0,29.0,39.17,False,True,False,False
Frei_Gaspar,2014,0.9,22.0,22.0,145.0,137.595,13.74,15.17,15.11,35.13,36.24,16.0,21.0,13.0,14.0,13.02,184.88,139.56,28.0,28.0,36.39,False,True,False,False
Frei_Gaspar,2015,1.14,17.0,8.0,110.81,168.48333333333332,16.11,14.62,14.19,34.21,37.16,20.0,23.0,19.0,27.0,12.8,173.06,309.44,26.0,31.0,36.76,False,True,False,False
Frei_Gaspar,2016,1.2,10.0,20.0,115.56,129.3216666666667,15.95,15.44,16.4,38.03,36.56,28.0,30.0,28.0,30.0,14.36,174.81,109.69,29.0,31.0,37.36,False,True,False,False
Frei_Gaspar,2017,0.3947368421052632,16.0,26.0,127.5,155.69750000000002,15.96,14.16,14.28,34.04,35.11,22.0,19.0,22.0,25.0,13.68,195.88,166.19,21.0,28.0,38.25,False,True,False,False
Frei_Gaspar,2018,0.6,11.0,25.0,152.56,139.60083333333333,14.14,14.35,13.63,35.23,31.96,27.0,18.0,4.0,30.0,12.85,192.62,151.81,25.0,30.0,36.82,False,True,False,False
Frei_Gaspar,2019,1.2,20.0,13.0,121.0,109.61,18.33,15.47,13.85,34.03,36.09,23.0,21.0,22.0,16.0,14.63,226.81,270.44,28.0,26.0,37.71,False,True,False,False
Frei_Gaspar,2020,1.08,13.0,24.0,75.0,110.44833333333334,12.2,14.08,12.12,38.33,34.67,29.0,25.0,22.0,30.0,13.93,273.25,122.0,28.0,19.0,36.92,False,True,False,False
Frei_Gaspar,2021,1.2,20.0,20.0,165.88,114.73333333333332,12.01,12.23,12.15,33.76,37.47,21.0,15.0,25.0,30.0,10.74,136.12,24.06,24.0,31.0,40.22,False,True,False,False
Grao_Mogol,2012,0.3,12.0,11.0,186.19,255.14083333333332,14.28,11.1,9.78,32.34,35.79,15.0,10.0,18.0,20.0,10.59,152.31,115.19,21.0,26.0,34.0,False,False,True,False
Grao_Mogol,2013,1.2,29.0,15.0,174.88,172.1825,13.65,12.7,10.14,36.28,35.64,28.0,5.0,18.0,15.0,11.51,320.31,273.31,26.0,23.0,37.13,False,False,True,False
Grao_Mogol,2014,0.72,14.0,13.0,221.5,137.595,11.82,12.75,11.65,34.85,37.21,19.0,15.0,16.0,22.0,9.74,217.25,192.0,27.0,14.0,36.09,False,False,True,False
Grao_Mogol,2015,0.9,9.0,13.0,255.88,168.48333333333332,13.18,11.68,11.55,33.01,35.45,17.0,12.0,17.0,28.0,11.18,226.81,237.88,20.0,24.0,36.47,False,False,True,False
Grao_Mogol,2016,0.6,12.0,13.0,240.31,129.3216666666667,12.33,11.73,12.04,39.12,37.9,31.0,28.0,30.0,30.0,11.04,120.19,127.69,28.0,29.0,38.67,False,False,True,False
Grao_Mogol,2017,3.5,15.0,14.0,217.62,155.69750000000002,12.47,9.87,10.87,33.9,35.44,20.0,16.0,21.0,23.0,12.07,272.19,240.75,15.0,22.0,35.39,False,False,True,False
Grao_Mogol,2018,1.0,16.0,25.0,194.0,139.60083333333333,12.2,11.42,10.9,33.32,32.61,29.0,14.0,4.0,30.0,10.63,147.69,193.75,7.0,11.0,36.64,False,False,True,False
Grao_Mogol,2019,0.725,24.0,13.0,234.38,109.61,15.71,11.93,10.79,32.67,35.59,24.0,6.0,22.0,30.0,12.68,229.09,276.06,25.0,19.0,36.04,False,False,True,False
Grao_Mogol,2020,0.775,8.0,24.0,135.31,110.44833333333334,9.85,12.43,9.34,38.1,36.74,29.0,24.0,25.0,30.0,11.95,241.88,143.56,19.0,6.0,36.21,False,False,True,False
