epoch,step,train_loss_epoch,train_loss_step
0,3,50.20758819580078,
1,7,50.46099090576172,
2,11,38.896732330322266,
3,15,50.52687072753906,
4,19,13.181658744812012,
5,23,39.83623504638672,
6,27,40.065513610839844,
7,31,50.430912017822266,
8,35,50.13858413696289,
9,39,49.91778564453125,
10,43,40.97792053222656,
11,47,40.4130744934082,
12,49,,1.627324104309082
12,51,49.95077133178711,
13,55,50.7590217590332,
14,59,38.62191390991211,
15,63,39.553565979003906,
16,67,50.18222427368164,
17,71,50.76555252075195,
18,75,49.6768798828125,
19,79,40.333892822265625,
20,83,50.24689483642578,
21,87,13.852608680725098,
22,91,2.162153959274292,
23,95,48.99884796142578,
24,99,,42.135963439941406
24,99,51.027503967285156,
25,103,13.794174194335938,
26,107,49.70880126953125,
27,111,51.09538269042969,
28,115,48.87226104736328,
29,119,40.03936004638672,
30,123,2.1485350131988525,
31,127,51.16370391845703,
32,131,50.2161979675293,
33,135,11.509332656860352,
34,139,50.0235595703125,
35,143,50.9868278503418,
36,147,50.31488800048828,
37,149,,4.242780685424805
37,151,49.28950881958008,
38,155,41.03742980957031,
39,159,2.782217264175415,
40,163,50.26809310913086,
41,167,49.629093170166016,
42,171,3.4100089073181152,
43,175,3.0530054569244385,
44,179,51.03194046020508,
45,183,50.3265380859375,
46,187,13.230263710021973,
47,191,39.76860427856445,
48,195,40.934326171875,
49,199,,1.8870890140533447
49,199,49.459625244140625,
50,203,40.86393737792969,
51,207,38.40071487426758,
52,211,49.435001373291016,
53,215,39.88302993774414,
54,219,13.76010799407959,
55,223,49.64250946044922,
56,227,49.85169219970703,
57,231,50.9117431640625,
58,235,40.21192932128906,
59,239,49.95993423461914,
60,243,50.20695877075195,
61,247,48.63479232788086,
62,249,,41.788936614990234
62,251,49.396888732910156,
63,255,2.8221445083618164,
64,259,50.073753356933594,
65,263,49.72587966918945,
66,267,40.51829147338867,
67,271,12.326789855957031,
68,275,51.048458099365234,
69,279,2.0392141342163086,
70,283,13.66363525390625,
71,287,50.13285827636719,
72,291,48.64518356323242,
73,295,49.816810607910156,
74,299,,1.1598961353302002
74,299,2.912156105041504,
75,303,50.80811309814453,
76,307,50.49190902709961,
77,311,50.333396911621094,
78,315,2.710742235183716,
79,319,3.3504679203033447,
80,323,49.332366943359375,
81,327,50.40864562988281,
82,331,38.95262908935547,
83,335,50.37552261352539,
84,339,49.3767204284668,
85,343,50.85110092163086,
86,347,49.42924118041992,
87,349,,0.9519689679145813
87,351,39.11058807373047,
88,355,3.555964946746826,
89,359,39.5843620300293,
90,363,2.415060520172119,
91,367,38.51987838745117,
92,371,49.8104362487793,
93,375,49.077415466308594,
94,379,12.486776351928711,
95,383,12.475300788879395,
96,387,12.144109725952148,
97,391,40.252994537353516,
98,395,50.85013961791992,
99,399,,3.9052302837371826
99,399,2.464148759841919,
100,403,3.4718430042266846,
101,407,12.901300430297852,
102,411,39.216861724853516,
103,415,40.11967849731445,
104,419,48.81243133544922,
105,423,12.266623497009277,
106,427,39.35359573364258,
107,431,2.8447399139404297,
108,435,12.599588394165039,
109,439,39.00453567504883,
110,443,3.5171687602996826,
111,447,39.94157028198242,
112,449,,150.15231323242188
112,451,49.161685943603516,
113,455,50.1590461730957,
114,459,50.82016372680664,
115,463,3.343907117843628,
116,467,49.354331970214844,
117,471,50.96308517456055,
118,475,49.300445556640625,
119,479,40.76506805419922,
120,483,50.01911544799805,
121,487,12.503399848937988,
122,491,39.22967529296875,
123,495,1.1104367971420288,
124,499,,3.0364108085632324
124,499,2.4620585441589355,
125,503,50.861122131347656,
126,507,3.596026659011841,
127,511,2.306283473968506,
128,515,2.6084086894989014,
129,519,39.77472686767578,
130,523,49.3638916015625,
131,527,38.56364822387695,
132,531,50.5276985168457,
133,535,49.30317687988281,
134,539,39.489768981933594,
135,543,11.993348121643066,
136,547,49.467933654785156,
137,549,,1.21742844581604
137,551,12.676572799682617,
138,555,13.030757904052734,
139,559,39.6129035949707,
140,563,12.119254112243652,
141,567,13.649884223937988,
142,571,40.258975982666016,
143,575,39.26172637939453,
144,579,38.49292755126953,
145,583,40.250240325927734,
146,587,50.11302185058594,
147,591,49.19160842895508,
148,595,50.140560150146484,
149,599,,1.1596368551254272
149,599,48.67516326904297,
150,603,50.17436599731445,
151,607,39.1513786315918,
152,611,50.318302154541016,
153,615,50.7574348449707,
154,619,50.947471618652344,
155,623,50.89175033569336,
156,627,49.909423828125,
157,631,49.67484664916992,
158,635,13.082582473754883,
159,639,49.963932037353516,
160,643,1.7796428203582764,
161,647,50.34105682373047,
162,649,,3.2074732780456543
162,651,1.7603105306625366,
163,655,40.191383361816406,
164,659,40.504669189453125,
165,663,49.3894157409668,
166,667,12.569375038146973,
167,671,11.22547435760498,
168,675,12.2129487991333,
169,679,2.539416551589966,
170,683,12.541253089904785,
171,687,12.950516700744629,
172,691,38.54103088378906,
173,695,38.512386322021484,
174,699,,156.66390991210938
174,699,40.843624114990234,
