number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.24252313189405006,2025-12-22 23:17:59.097407,2025-12-22 23:18:26.356276,0 days 00:00:27.258869,5.6115164153345e-05,COMPLETE
1,1.0428897897331233,2025-12-22 23:18:26.372271,2025-12-22 23:18:53.420742,0 days 00:00:27.048471,0.0007969454818643932,COMPLETE
2,0.9341478649603411,2025-12-22 23:18:53.433780,2025-12-22 23:19:20.440293,0 days 00:00:27.006513,0.000291063591313307,COMPLETE
3,0.6043877795270604,2025-12-22 23:19:20.451445,2025-12-22 23:19:47.394669,0 days 00:00:26.943224,0.00015751320499779721,COMPLETE
4,0.2844647593291089,2025-12-22 23:19:47.406389,2025-12-22 23:20:14.742672,0 days 00:00:27.336283,2.0513382630874486e-05,COMPLETE
5,0.28446816734886765,2025-12-22 23:20:14.755917,2025-12-22 23:20:42.296701,0 days 00:00:27.540784,2.0511104188433963e-05,COMPLETE
6,0.2888749545587171,2025-12-22 23:20:42.308885,2025-12-22 23:21:09.575402,0 days 00:00:27.266517,1.3066739238053272e-05,COMPLETE
7,0.9401588225632759,2025-12-22 23:21:09.586636,2025-12-22 23:21:36.861245,0 days 00:00:27.274609,0.0005399484409787432,COMPLETE
8,0.6005948053373558,2025-12-22 23:21:36.872824,2025-12-22 23:22:04.150495,0 days 00:00:27.277671,0.00015930522616241006,COMPLETE
9,0.9770070118530154,2025-12-22 23:22:04.162882,2025-12-22 23:22:31.780413,0 days 00:00:27.617531,0.0002607024758370766,COMPLETE
10,0.24248458462332675,2025-12-22 23:22:31.791794,2025-12-22 23:22:58.922319,0 days 00:00:27.130525,5.6098759789230884e-05,COMPLETE
11,0.24213154377838256,2025-12-22 23:22:58.936012,2025-12-22 23:23:26.043892,0 days 00:00:27.107880,5.686536606827121e-05,COMPLETE
12,0.24437437043455792,2025-12-22 23:23:26.057634,2025-12-22 23:23:53.208238,0 days 00:00:27.150604,5.0941963733263534e-05,COMPLETE
13,0.24582284236397942,2025-12-22 23:23:53.220897,2025-12-22 23:24:20.908266,0 days 00:00:27.687369,6.327930150255978e-05,COMPLETE
14,0.27653625130124115,2025-12-22 23:24:20.923975,2025-12-22 23:24:48.702049,0 days 00:00:27.778074,3.3848570129075296e-05,COMPLETE
15,0.3568531147309541,2025-12-22 23:24:48.715315,2025-12-22 23:25:16.414091,0 days 00:00:27.698776,9.292347042446328e-05,COMPLETE
16,0.2782392589918059,2025-12-22 23:25:16.426885,2025-12-22 23:25:43.882926,0 days 00:00:27.456041,3.242551761422184e-05,COMPLETE
17,0.44302006175812136,2025-12-22 23:25:43.894462,2025-12-22 23:26:11.495597,0 days 00:00:27.601135,0.00010380760466431,COMPLETE
18,0.27470153035592487,2025-12-22 23:26:11.507905,2025-12-22 23:26:39.021328,0 days 00:00:27.513423,3.511092477163456e-05,COMPLETE
19,0.2894293262819536,2025-12-22 23:26:39.033635,2025-12-22 23:27:06.532720,0 days 00:00:27.499085,1.0625600049713467e-05,COMPLETE
20,0.44457369841416733,2025-12-22 23:27:06.544237,2025-12-22 23:27:34.059830,0 days 00:00:27.515593,0.00010435934593599819,COMPLETE
21,0.24255480138683644,2025-12-22 23:27:34.071829,2025-12-22 23:28:01.449176,0 days 00:00:27.377347,5.991914990598357e-05,COMPLETE
22,0.25692990140342037,2025-12-22 23:28:01.461231,2025-12-22 23:28:29.101145,0 days 00:00:27.639914,4.332180833565662e-05,COMPLETE
23,0.2672806292319315,2025-12-22 23:28:29.112874,2025-12-22 23:28:56.528120,0 days 00:00:27.415246,7.384262218987815e-05,COMPLETE
24,0.28243433373230165,2025-12-22 23:28:56.544017,2025-12-22 23:29:23.998615,0 days 00:00:27.454598,2.168322926729387e-05,COMPLETE
25,0.6955516640053613,2025-12-22 23:29:24.011670,2025-12-22 23:29:52.072954,0 days 00:00:28.061284,0.00016750938740150845,COMPLETE
26,0.27056632573584644,2025-12-22 23:29:52.084922,2025-12-22 23:30:19.681885,0 days 00:00:27.596963,7.493995934970498e-05,COMPLETE
27,0.27858931807770243,2025-12-22 23:30:19.694992,2025-12-22 23:30:47.224455,0 days 00:00:27.529463,2.6102993065704727e-05,COMPLETE
28,0.2547592540171003,2025-12-22 23:30:47.240902,2025-12-22 23:31:14.914743,0 days 00:00:27.673841,4.4257982241008513e-05,COMPLETE
29,0.2875703924634935,2025-12-22 23:31:14.928456,2025-12-22 23:31:42.505092,0 days 00:00:27.576636,1.5112411257011498e-05,COMPLETE
30,0.5384336505260705,2025-12-22 23:31:42.517751,2025-12-22 23:32:10.104396,0 days 00:00:27.586645,0.00012535019558701456,COMPLETE
31,0.2442915356132021,2025-12-22 23:32:10.118141,2025-12-22 23:32:37.718710,0 days 00:00:27.600569,6.121468996814833e-05,COMPLETE
32,0.2464127460801677,2025-12-22 23:32:37.730575,2025-12-22 23:33:05.151940,0 days 00:00:27.421365,4.912417945542776e-05,COMPLETE
33,0.29032023259453704,2025-12-22 23:33:05.163521,2025-12-22 23:33:32.763246,0 days 00:00:27.599725,8.065841232375676e-05,COMPLETE
34,0.9728723850094828,2025-12-22 23:33:32.774792,2025-12-22 23:34:00.355626,0 days 00:00:27.580834,0.00023544900556234506,COMPLETE
35,0.24206056967132686,2025-12-22 23:34:00.367478,2025-12-22 23:34:27.896643,0 days 00:00:27.529165,5.747138024135571e-05,COMPLETE
36,0.2786236094774791,2025-12-22 23:34:27.910414,2025-12-22 23:34:55.445206,0 days 00:00:27.534792,2.6129259198094764e-05,COMPLETE
37,0.9061486408976672,2025-12-22 23:34:55.459090,2025-12-22 23:35:23.096639,0 days 00:00:27.637549,0.0009818226878189125,COMPLETE
38,0.9271452284698557,2025-12-22 23:35:23.110700,2025-12-22 23:35:50.707089,0 days 00:00:27.596389,0.0004943018624063408,COMPLETE
39,0.5460123052099938,2025-12-22 23:35:50.763319,2025-12-22 23:36:18.307043,0 days 00:00:27.543724,0.00013469593304134492,COMPLETE
40,0.2631716840821064,2025-12-22 23:36:18.318579,2025-12-22 23:36:46.076265,0 days 00:00:27.757686,4.026829825795927e-05,COMPLETE
41,0.24221995053448975,2025-12-22 23:36:46.089086,2025-12-22 23:37:13.613204,0 days 00:00:27.524118,5.8700129628268816e-05,COMPLETE
42,0.24291790003396557,2025-12-22 23:37:13.623898,2025-12-22 23:37:41.241312,0 days 00:00:27.617414,5.270449386239589e-05,COMPLETE
43,0.3181182281254762,2025-12-22 23:37:41.289899,2025-12-22 23:38:08.960647,0 days 00:00:27.670748,8.630095295216551e-05,COMPLETE
44,0.25256906551440667,2025-12-22 23:38:09.002622,2025-12-22 23:38:36.547532,0 days 00:00:27.544910,6.743539319763548e-05,COMPLETE
45,0.2790143919677522,2025-12-22 23:38:36.558521,2025-12-22 23:39:04.054028,0 days 00:00:27.495507,2.8055007481659587e-05,COMPLETE
46,0.2425892672108286,2025-12-22 23:39:04.065532,2025-12-22 23:39:31.689220,0 days 00:00:27.623688,5.414227030486503e-05,COMPLETE
47,0.7965576335440117,2025-12-22 23:39:31.700134,2025-12-22 23:39:59.182948,0 days 00:00:27.482814,0.00019847301746332214,COMPLETE
48,0.2692786286807078,2025-12-22 23:39:59.195427,2025-12-22 23:40:26.709722,0 days 00:00:27.514295,3.7270922846164836e-05,COMPLETE
49,0.5204327948381768,2025-12-22 23:40:26.720436,2025-12-22 23:40:54.361425,0 days 00:00:27.640989,0.00012041397789187498,COMPLETE
50,0.4023224831003482,2025-12-22 23:40:54.373687,2025-12-22 23:41:21.877912,0 days 00:00:27.504225,9.897014465252589e-05,COMPLETE
51,0.24465510812786476,2025-12-22 23:41:21.890881,2025-12-22 23:41:49.492570,0 days 00:00:27.601689,6.155847907387907e-05,COMPLETE
52,0.24209177101955498,2025-12-22 23:41:49.554841,2025-12-22 23:42:17.229859,0 days 00:00:27.675018,5.7175192114395004e-05,COMPLETE
53,0.24828396658083837,2025-12-22 23:42:17.253635,2025-12-22 23:42:44.948629,0 days 00:00:27.694994,4.8041009289390244e-05,COMPLETE
54,0.2791065150419335,2025-12-22 23:42:44.960037,2025-12-22 23:43:12.655234,0 days 00:00:27.695197,3.109645768187547e-05,COMPLETE
55,0.2668044821544935,2025-12-22 23:43:12.666572,2025-12-22 23:43:40.333099,0 days 00:00:27.666527,7.368089351169589e-05,COMPLETE
56,0.2680379361823514,2025-12-22 23:43:40.345720,2025-12-22 23:44:07.966500,0 days 00:00:27.620780,3.790116220184081e-05,COMPLETE
57,0.2835131850480428,2025-12-22 23:44:07.976843,2025-12-22 23:44:35.566420,0 days 00:00:27.589577,2.1098177412106196e-05,COMPLETE
58,0.24262585719701565,2025-12-22 23:44:35.577325,2025-12-22 23:45:03.250840,0 days 00:00:27.673515,5.399829314327656e-05,COMPLETE
59,0.3438501933881693,2025-12-22 23:45:03.269835,2025-12-22 23:45:30.922121,0 days 00:00:27.652286,9.084215527083258e-05,COMPLETE
60,0.25463389857162017,2025-12-22 23:45:30.933527,2025-12-22 23:45:58.565378,0 days 00:00:27.631851,4.434480768081827e-05,COMPLETE
61,0.24741345463062378,2025-12-22 23:45:58.576075,2025-12-22 23:46:26.332010,0 days 00:00:27.755935,6.447131980349517e-05,COMPLETE
62,0.25578776350377064,2025-12-22 23:46:26.343916,2025-12-22 23:46:53.886226,0 days 00:00:27.542310,6.917222498844845e-05,COMPLETE
63,0.2424607351987409,2025-12-22 23:46:53.897209,2025-12-22 23:47:21.527934,0 days 00:00:27.630725,5.6351023803660055e-05,COMPLETE
64,0.48288659832430636,2025-12-22 23:47:21.575859,2025-12-22 23:47:49.268384,0 days 00:00:27.692525,0.00011139540573432465,COMPLETE
65,0.2781043663262045,2025-12-22 23:47:49.287366,2025-12-22 23:48:16.947558,0 days 00:00:27.660192,3.219046582891864e-05,COMPLETE
