number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.13732925788073388,2025-12-24 16:39:45.780849,2025-12-24 16:40:19.935820,0 days 00:00:34.154971,5.6115164153345e-05,COMPLETE
1,0.15647768227919098,2025-12-24 16:40:19.957286,2025-12-24 16:40:53.656671,0 days 00:00:33.699385,0.0007969454818643932,COMPLETE
2,0.12422614781426826,2025-12-24 16:40:53.670983,2025-12-24 16:41:27.400608,0 days 00:00:33.729625,0.000291063591313307,COMPLETE
3,0.13024880348854012,2025-12-24 16:41:27.416715,2025-12-24 16:42:01.133433,0 days 00:00:33.716718,0.00015751320499779721,COMPLETE
4,0.12324886403349547,2025-12-24 16:42:01.144309,2025-12-24 16:42:34.906511,0 days 00:00:33.762202,2.0513382630874486e-05,COMPLETE
5,0.12324891998217866,2025-12-24 16:42:34.920352,2025-12-24 16:43:08.549662,0 days 00:00:33.629310,2.0511104188433963e-05,COMPLETE
6,0.12286945245672157,2025-12-24 16:43:08.560738,2025-12-24 16:43:42.163243,0 days 00:00:33.602505,1.3066739238053272e-05,COMPLETE
7,0.12767432822271765,2025-12-24 16:43:42.175899,2025-12-24 16:44:15.836591,0 days 00:00:33.660692,0.0005399484409787432,COMPLETE
8,0.12985270368716106,2025-12-24 16:44:15.848069,2025-12-24 16:44:49.453148,0 days 00:00:33.605079,0.00015930522616241006,COMPLETE
9,0.12441153552322019,2025-12-24 16:44:49.464155,2025-12-24 16:45:23.120853,0 days 00:00:33.656698,0.0002607024758370766,COMPLETE
10,0.12276886738373553,2025-12-24 16:45:23.131570,2025-12-24 16:45:56.744586,0 days 00:00:33.613016,1.0991587445851024e-05,COMPLETE
11,0.122728269174797,2025-12-24 16:45:56.757855,2025-12-24 16:46:30.400159,0 days 00:00:33.642304,1.0085513452139397e-05,COMPLETE
12,0.12231667877983099,2025-12-24 16:46:30.414540,2025-12-24 16:47:04.121222,0 days 00:00:33.706682,4.5027954628441e-05,COMPLETE
13,0.1218489339893866,2025-12-24 16:47:04.134199,2025-12-24 16:47:37.889127,0 days 00:00:33.754928,4.939713749567097e-05,COMPLETE
14,0.13584886912068458,2025-12-24 16:47:37.902229,2025-12-24 16:48:11.956160,0 days 00:00:34.053931,5.563750857229186e-05,COMPLETE
15,0.1283385945738009,2025-12-24 16:48:11.971493,2025-12-24 16:48:45.606094,0 days 00:00:33.634601,5.299333403146996e-05,COMPLETE
