number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.23708024661503713,2025-12-23 17:24:01.117816,2025-12-23 17:24:32.882360,0 days 00:00:31.764544,5.6115164153345e-05,COMPLETE
1,0.1669648293468603,2025-12-23 17:24:32.899604,2025-12-23 17:25:04.591800,0 days 00:00:31.692196,0.0007969454818643932,COMPLETE
2,0.3383099900537902,2025-12-23 17:25:04.603962,2025-12-23 17:25:36.415513,0 days 00:00:31.811551,0.000291063591313307,COMPLETE
3,0.25690213825411556,2025-12-23 17:25:36.425502,2025-12-23 17:26:07.564540,0 days 00:00:31.139038,0.00015751320499779721,COMPLETE
4,0.16231077771873062,2025-12-23 17:26:07.576401,2025-12-23 17:26:38.783425,0 days 00:00:31.207024,2.0513382630874486e-05,COMPLETE
5,0.16230524206533106,2025-12-23 17:26:38.795897,2025-12-23 17:27:09.937308,0 days 00:00:31.141411,2.0511104188433963e-05,COMPLETE
6,0.13480964556865815,2025-12-23 17:27:09.950063,2025-12-23 17:27:40.979424,0 days 00:00:31.029361,1.3066739238053272e-05,COMPLETE
7,0.207807910069825,2025-12-23 17:27:40.992030,2025-12-23 17:28:12.196344,0 days 00:00:31.204314,0.0005399484409787432,COMPLETE
8,0.2579298848206163,2025-12-23 17:28:12.207652,2025-12-23 17:28:43.446313,0 days 00:00:31.238661,0.00015930522616241006,COMPLETE
9,0.32891511946082613,2025-12-23 17:28:43.463896,2025-12-23 17:29:14.563142,0 days 00:00:31.099246,0.0002607024758370766,COMPLETE
10,0.13452252654602273,2025-12-23 17:29:14.575689,2025-12-23 17:29:45.700361,0 days 00:00:31.124672,1.0991587445851024e-05,COMPLETE
11,0.1345308671733919,2025-12-23 17:29:45.714267,2025-12-23 17:30:16.684555,0 days 00:00:30.970288,1.0085513452139397e-05,COMPLETE
12,0.2232226883193957,2025-12-23 17:30:16.696812,2025-12-23 17:30:48.349056,0 days 00:00:31.652244,4.5027954628441e-05,COMPLETE
13,0.13452780328766695,2025-12-23 17:30:48.360470,2025-12-23 17:31:19.993477,0 days 00:00:31.633007,1.0243674778871204e-05,COMPLETE
14,0.20845317502014557,2025-12-23 17:31:20.006455,2025-12-23 17:31:51.646324,0 days 00:00:31.639869,3.769390545903666e-05,COMPLETE
15,0.1687019796979036,2025-12-23 17:31:51.658905,2025-12-23 17:32:23.213363,0 days 00:00:31.554458,2.1995951644486814e-05,COMPLETE
16,0.24366772526154173,2025-12-23 17:32:23.228993,2025-12-23 17:32:54.676830,0 days 00:00:31.447837,7.00652458191755e-05,COMPLETE
17,0.19671094520375035,2025-12-23 17:32:54.690778,2025-12-23 17:33:26.082578,0 days 00:00:31.391800,3.2010852467712055e-05,COMPLETE
18,0.1346010857932142,2025-12-23 17:33:26.093291,2025-12-23 17:33:57.426066,0 days 00:00:31.332775,1.2343806604383953e-05,COMPLETE
19,0.15137667196853768,2025-12-23 17:33:57.437564,2025-12-23 17:34:28.694663,0 days 00:00:31.257099,1.7828136233907425e-05,COMPLETE
20,0.2525983651837905,2025-12-23 17:34:28.706248,2025-12-23 17:34:59.945925,0 days 00:00:31.239677,9.677459173454222e-05,COMPLETE
21,0.13452677709158978,2025-12-23 17:34:59.961972,2025-12-23 17:35:32.168565,0 days 00:00:32.206593,1.0345027933964954e-05,COMPLETE
22,0.18895402574655515,2025-12-23 17:35:32.180920,2025-12-23 17:36:04.124079,0 days 00:00:31.943159,2.8487814644434234e-05,COMPLETE
23,0.13594686869097006,2025-12-23 17:36:04.137892,2025-12-23 17:36:35.319108,0 days 00:00:31.181216,1.4090358651565451e-05,COMPLETE
24,0.13452423653261805,2025-12-23 17:36:35.330458,2025-12-23 17:37:06.736748,0 days 00:00:31.406290,1.0629865255047742e-05,COMPLETE
25,0.13716320843609023,2025-12-23 17:37:06.748139,2025-12-23 17:37:38.088554,0 days 00:00:31.340415,1.4675637087095174e-05,COMPLETE
26,0.1898950372817643,2025-12-23 17:37:38.099818,2025-12-23 17:38:09.810020,0 days 00:00:31.710202,2.8901192915907763e-05,COMPLETE
27,0.1497781213930745,2025-12-23 17:38:09.821450,2025-12-23 17:38:41.174824,0 days 00:00:31.353374,1.7488533110426527e-05,COMPLETE
28,0.1788681049289069,2025-12-23 17:38:41.186090,2025-12-23 17:39:12.473412,0 days 00:00:31.287322,2.483605736745557e-05,COMPLETE
29,0.23845418413546993,2025-12-23 17:39:12.485293,2025-12-23 17:39:43.818654,0 days 00:00:31.333361,5.959206131645761e-05,COMPLETE
30,0.2165014485146218,2025-12-23 17:39:43.830278,2025-12-23 17:40:15.129699,0 days 00:00:31.299421,4.1603820445869874e-05,COMPLETE
31,0.1345284813031069,2025-12-23 17:40:15.141295,2025-12-23 17:40:46.457526,0 days 00:00:31.316231,1.0214180396826562e-05,COMPLETE
32,0.1345252724064784,2025-12-23 17:40:46.468810,2025-12-23 17:41:17.616497,0 days 00:00:31.147687,1.0587070957317162e-05,COMPLETE
33,0.14638178594666912,2025-12-23 17:41:17.628530,2025-12-23 17:41:48.903050,0 days 00:00:31.274520,1.6772713428273226e-05,COMPLETE
34,0.13570177343528653,2025-12-23 17:41:48.915566,2025-12-23 17:42:20.078059,0 days 00:00:31.162493,1.3931956190351669e-05,COMPLETE
35,0.13456250352941204,2025-12-23 17:42:20.089089,2025-12-23 17:42:51.064874,0 days 00:00:30.975785,1.2041256685671047e-05,COMPLETE
36,0.18790392646452886,2025-12-23 17:42:51.076941,2025-12-23 17:43:22.248955,0 days 00:00:31.172014,0.0007697661497510711,COMPLETE
37,0.16586589246981304,2025-12-23 17:43:22.260505,2025-12-23 17:43:53.518327,0 days 00:00:31.257822,2.1327367036132398e-05,COMPLETE
38,0.1496991658262393,2025-12-23 17:43:53.529077,2025-12-23 17:44:24.750143,0 days 00:00:31.221066,1.7472408517418408e-05,COMPLETE
39,0.13453004196831655,2025-12-23 17:44:24.761593,2025-12-23 17:44:55.992971,0 days 00:00:31.231378,1.013679657968772e-05,COMPLETE
40,0.3502470105852565,2025-12-23 17:44:56.005074,2025-12-23 17:45:27.352142,0 days 00:00:31.347068,0.00028961603572682067,COMPLETE
41,0.13453123336885486,2025-12-23 17:45:27.368938,2025-12-23 17:45:58.732436,0 days 00:00:31.363498,1.0065205118189755e-05,COMPLETE
42,0.13468293038525886,2025-12-23 17:45:58.743466,2025-12-23 17:46:30.055630,0 days 00:00:31.312164,1.2786895728638754e-05,COMPLETE
43,0.1389415627610279,2025-12-23 17:46:30.066944,2025-12-23 17:47:01.504093,0 days 00:00:31.437149,1.5172966297562619e-05,COMPLETE
44,0.17700259153443795,2025-12-23 17:47:01.516412,2025-12-23 17:47:33.032482,0 days 00:00:31.516070,2.426171071244827e-05,COMPLETE
45,0.2720360349757477,2025-12-23 17:47:33.045293,2025-12-23 17:48:04.453396,0 days 00:00:31.408103,0.00019469167007567733,COMPLETE
46,0.13460977852017128,2025-12-23 17:48:04.465207,2025-12-23 17:48:35.999902,0 days 00:00:31.534695,1.239952040799071e-05,COMPLETE
47,0.15761967419521544,2025-12-23 17:48:36.011411,2025-12-23 17:49:07.419891,0 days 00:00:31.408480,1.9294964998911503e-05,COMPLETE
48,0.32559552621099236,2025-12-23 17:49:07.431575,2025-12-23 17:49:38.883355,0 days 00:00:31.451780,0.0004131731287812945,COMPLETE
49,0.1345246140005392,2025-12-23 17:49:38.895876,2025-12-23 17:50:10.091812,0 days 00:00:31.195936,1.1367204960370341e-05,COMPLETE
50,0.20225288277158499,2025-12-23 17:50:10.103575,2025-12-23 17:50:41.680618,0 days 00:00:31.577043,3.4649714399445017e-05,COMPLETE
51,0.13452080592781615,2025-12-23 17:50:41.696635,2025-12-23 17:51:12.997916,0 days 00:00:31.301281,1.1171922269145524e-05,COMPLETE
52,0.13452341998695877,2025-12-23 17:51:13.011664,2025-12-23 17:51:44.414396,0 days 00:00:31.402732,1.1338587709424657e-05,COMPLETE
53,0.1399955807976151,2025-12-23 17:51:44.429148,2025-12-23 17:52:15.630807,0 days 00:00:31.201659,1.5410432763713103e-05,COMPLETE
54,0.1345775878957586,2025-12-23 17:52:15.641716,2025-12-23 17:52:46.883267,0 days 00:00:31.241551,1.217249309831092e-05,COMPLETE
55,0.16563482567216703,2025-12-23 17:52:46.894320,2025-12-23 17:53:18.091599,0 days 00:00:31.197279,2.1273291437210666e-05,COMPLETE
56,0.13456456811131887,2025-12-23 17:53:18.103065,2025-12-23 17:53:49.506068,0 days 00:00:31.403003,1.2064047260063125e-05,COMPLETE
57,0.14085908947243028,2025-12-23 17:53:49.517811,2025-12-23 17:54:21.207583,0 days 00:00:31.689772,1.5602608225173952e-05,COMPLETE
58,0.15533986294638108,2025-12-23 17:54:21.220151,2025-12-23 17:54:53.089674,0 days 00:00:31.869523,1.870968894419841e-05,COMPLETE
59,0.17820611666264238,2025-12-23 17:54:53.103075,2025-12-23 17:55:24.743153,0 days 00:00:31.640078,2.463047469180917e-05,COMPLETE
60,0.13554133308995397,2025-12-23 17:55:24.755079,2025-12-23 17:55:56.487504,0 days 00:00:31.732425,1.3826681332999984e-05,COMPLETE
61,0.1345225398916897,2025-12-23 17:55:56.506840,2025-12-23 17:56:28.072207,0 days 00:00:31.565367,1.1096874428853895e-05,COMPLETE
62,0.2557993039544876,2025-12-23 17:56:28.087156,2025-12-23 17:56:59.738000,0 days 00:00:31.650844,0.00010775678414393478,COMPLETE
63,0.13453167533687743,2025-12-23 17:56:59.751718,2025-12-23 17:57:31.564086,0 days 00:00:31.812368,1.1718710940549648e-05,COMPLETE
64,0.13452299197914439,2025-12-23 17:57:31.577858,2025-12-23 17:58:03.222696,0 days 00:00:31.644838,1.1312385497235378e-05,COMPLETE
65,0.13535751474371654,2025-12-23 17:58:03.238148,2025-12-23 17:58:34.795399,0 days 00:00:31.557251,1.3696086391800544e-05,COMPLETE
66,0.14663068847452643,2025-12-23 17:58:34.811955,2025-12-23 17:59:06.631258,0 days 00:00:31.819303,1.682540739792058e-05,COMPLETE
67,0.13452174353424978,2025-12-23 17:59:06.645172,2025-12-23 17:59:38.320256,0 days 00:00:31.675084,1.1281839492771984e-05,COMPLETE
68,0.13680177750489136,2025-12-23 17:59:38.334110,2025-12-23 18:00:10.052965,0 days 00:00:31.718855,1.4534085390837e-05,COMPLETE
69,0.19002326511758194,2025-12-23 18:00:10.069851,2025-12-23 18:00:41.859073,0 days 00:00:31.789222,2.895443254377422e-05,COMPLETE
70,0.15670582811163428,2025-12-23 18:00:41.872532,2025-12-23 18:01:13.035745,0 days 00:00:31.163213,1.9044268974927484e-05,COMPLETE
71,0.13451984527004157,2025-12-23 18:01:13.046725,2025-12-23 18:01:44.314072,0 days 00:00:31.267347,1.1228499302135222e-05,COMPLETE
72,0.13454959129543267,2025-12-23 18:01:44.327586,2025-12-23 18:02:15.993617,0 days 00:00:31.666031,1.1923516903080478e-05,COMPLETE
73,0.13453083977597963,2025-12-23 18:02:16.005237,2025-12-23 18:02:47.685632,0 days 00:00:31.680395,1.009761412006788e-05,COMPLETE
74,0.13520458752231423,2025-12-23 18:02:47.698896,2025-12-23 18:03:19.370342,0 days 00:00:31.671446,1.3586382335955036e-05,COMPLETE
75,0.14392602145383812,2025-12-23 18:03:19.383202,2025-12-23 18:03:51.019508,0 days 00:00:31.636306,1.6273737866193237e-05,COMPLETE
