number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.15867759572459378,2025-12-23 20:01:02.027893,2025-12-23 20:01:33.988243,0 days 00:00:31.960350,5.6115164153345e-05,COMPLETE
1,0.2100840384393904,2025-12-23 20:01:34.010267,2025-12-23 20:02:05.886828,0 days 00:00:31.876561,0.0007969454818643932,COMPLETE
2,0.23700493680425377,2025-12-23 20:02:05.898516,2025-12-23 20:02:37.571939,0 days 00:00:31.673423,0.000291063591313307,COMPLETE
3,0.22525861723606386,2025-12-23 20:02:37.588592,2025-12-23 20:03:09.274105,0 days 00:00:31.685513,0.00015751320499779721,COMPLETE
4,0.16576827043817222,2025-12-23 20:03:09.286011,2025-12-23 20:03:40.982815,0 days 00:00:31.696804,2.0513382630874486e-05,COMPLETE
5,0.1657704691931912,2025-12-23 20:03:41.026236,2025-12-23 20:04:12.811737,0 days 00:00:31.785501,2.0511104188433963e-05,COMPLETE
6,0.1641989939364583,2025-12-23 20:04:12.824396,2025-12-23 20:04:44.557170,0 days 00:00:31.732774,1.3066739238053272e-05,COMPLETE
7,0.21470655395786478,2025-12-23 20:04:44.577790,2025-12-23 20:05:16.235097,0 days 00:00:31.657307,0.0005399484409787432,COMPLETE
8,0.22713002315099126,2025-12-23 20:05:16.246080,2025-12-23 20:05:48.006194,0 days 00:00:31.760114,0.00015930522616241006,COMPLETE
9,0.23244653726019807,2025-12-23 20:05:48.017808,2025-12-23 20:06:19.773093,0 days 00:00:31.755285,0.0002607024758370766,COMPLETE
10,0.15867309421969827,2025-12-23 20:06:19.813211,2025-12-23 20:06:51.623927,0 days 00:00:31.810716,5.6098759789230884e-05,COMPLETE
11,0.15890109571624622,2025-12-23 20:06:51.637558,2025-12-23 20:07:23.411590,0 days 00:00:31.774032,5.686536606827121e-05,COMPLETE
12,0.15666593427747968,2025-12-23 20:07:23.425489,2025-12-23 20:07:55.214769,0 days 00:00:31.789280,5.039509209159561e-05,COMPLETE
13,0.15611694418909142,2025-12-23 20:07:55.228479,2025-12-23 20:08:26.851493,0 days 00:00:31.623014,4.939713749567097e-05,COMPLETE
