number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.20453187651690757,2025-12-24 18:04:31.286594,2025-12-24 18:05:05.414153,0 days 00:00:34.127559,5.6115164153345e-05,COMPLETE
1,0.25327081483218883,2025-12-24 18:05:05.428071,2025-12-24 18:05:39.238066,0 days 00:00:33.809995,0.0007969454818643932,COMPLETE
2,0.3358820794918037,2025-12-24 18:05:39.250694,2025-12-24 18:06:12.916586,0 days 00:00:33.665892,0.000291063591313307,COMPLETE
3,0.31822286668108063,2025-12-24 18:06:12.928037,2025-12-24 18:06:46.669268,0 days 00:00:33.741231,0.00015751320499779721,COMPLETE
4,0.2249430078809776,2025-12-24 18:06:46.680639,2025-12-24 18:07:20.378108,0 days 00:00:33.697469,2.0513382630874486e-05,COMPLETE
5,0.2249459888191838,2025-12-24 18:07:20.392505,2025-12-24 18:07:54.200619,0 days 00:00:33.808114,2.0511104188433963e-05,COMPLETE
6,0.23088554820485097,2025-12-24 18:07:54.213311,2025-12-24 18:08:28.000130,0 days 00:00:33.786819,1.3066739238053272e-05,COMPLETE
7,0.3546762590484442,2025-12-24 18:08:28.013106,2025-12-24 18:09:01.746728,0 days 00:00:33.733622,0.0005399484409787432,COMPLETE
8,0.3222512087325492,2025-12-24 18:09:01.761274,2025-12-24 18:09:35.528813,0 days 00:00:33.767539,0.00015930522616241006,COMPLETE
9,0.3501532380884122,2025-12-24 18:09:35.539912,2025-12-24 18:10:09.294584,0 days 00:00:33.754672,0.0002607024758370766,COMPLETE
10,0.20452380092304523,2025-12-24 18:10:09.305419,2025-12-24 18:10:43.034619,0 days 00:00:33.729200,5.6098759789230884e-05,COMPLETE
11,0.20471374390704813,2025-12-24 18:10:43.047460,2025-12-24 18:11:16.769513,0 days 00:00:33.722053,5.686536606827121e-05,COMPLETE
12,0.20456506233342178,2025-12-24 18:11:16.782048,2025-12-24 18:11:50.501474,0 days 00:00:33.719426,5.039509209159561e-05,COMPLETE
13,0.20608870535374768,2025-12-24 18:11:50.513224,2025-12-24 18:12:24.327153,0 days 00:00:33.813929,6.329443279587906e-05,COMPLETE
