number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.2486732893279595,2025-12-22 15:39:25.599615,2025-12-22 15:39:50.621161,0 days 00:00:25.021546,5.6115164153345e-05,COMPLETE
1,0.2201710323816261,2025-12-22 15:39:50.635919,2025-12-22 15:40:15.241945,0 days 00:00:24.606026,0.0007969454818643932,COMPLETE
2,0.24750528702347868,2025-12-22 15:40:15.253762,2025-12-22 15:40:39.458019,0 days 00:00:24.204257,0.000291063591313307,COMPLETE
3,0.25026651094793934,2025-12-22 15:40:39.468407,2025-12-22 15:41:03.715189,0 days 00:00:24.246782,0.00015751320499779721,COMPLETE
4,0.24543823445997362,2025-12-22 15:41:03.726840,2025-12-22 15:41:28.167648,0 days 00:00:24.440808,2.0513382630874486e-05,COMPLETE
5,0.24543651008265208,2025-12-22 15:41:28.180551,2025-12-22 15:41:52.847477,0 days 00:00:24.666926,2.0511104188433963e-05,COMPLETE
6,0.2436752391401112,2025-12-22 15:41:52.858023,2025-12-22 15:42:17.428928,0 days 00:00:24.570905,1.3066739238053272e-05,COMPLETE
7,0.33417966535923177,2025-12-22 15:42:17.438922,2025-12-22 15:42:42.060642,0 days 00:00:24.621720,0.0005399484409787432,COMPLETE
8,0.2480970693110923,2025-12-22 15:42:42.071365,2025-12-22 15:43:06.663173,0 days 00:00:24.591808,0.00015930522616241006,COMPLETE
9,0.2506826794323861,2025-12-22 15:43:06.673955,2025-12-22 15:43:31.321874,0 days 00:00:24.647919,0.0002607024758370766,COMPLETE
10,0.25262185661651987,2025-12-22 15:43:31.332701,2025-12-22 15:43:55.984835,0 days 00:00:24.652134,0.0009098916702684729,COMPLETE
11,0.2451454932667425,2025-12-22 15:43:55.995366,2025-12-22 15:44:20.594312,0 days 00:00:24.598946,1.0153320501058912e-05,COMPLETE
12,0.2490314557070828,2025-12-22 15:44:20.604956,2025-12-22 15:44:45.202079,0 days 00:00:24.597123,4.34488308830119e-05,COMPLETE
13,0.24429640724031326,2025-12-22 15:44:45.212171,2025-12-22 15:45:09.764447,0 days 00:00:24.552276,7.313987573769538e-05,COMPLETE
14,0.2429398179048734,2025-12-22 15:45:09.778518,2025-12-22 15:45:34.385104,0 days 00:00:24.606586,0.0009284987809651233,COMPLETE
15,0.24952541864469133,2025-12-22 15:45:34.401433,2025-12-22 15:45:59.036827,0 days 00:00:24.635394,0.0007478848028660182,COMPLETE
16,0.2252117854466604,2025-12-22 15:45:59.048325,2025-12-22 15:46:23.611077,0 days 00:00:24.562752,0.0004310819687632001,COMPLETE
17,0.22378021172102056,2025-12-22 15:46:23.628670,2025-12-22 15:46:48.471085,0 days 00:00:24.842415,0.0004182493985686534,COMPLETE
18,0.22715562589903773,2025-12-22 15:46:48.487386,2025-12-22 15:47:13.041818,0 days 00:00:24.554432,0.0004058574898693599,COMPLETE
19,0.24835874278847214,2025-12-22 15:47:13.053110,2025-12-22 15:47:37.837844,0 days 00:00:24.784734,0.00014323196525959308,COMPLETE
20,0.24835265959484376,2025-12-22 15:47:37.852192,2025-12-22 15:48:02.552829,0 days 00:00:24.700637,0.0002733762389478881,COMPLETE
21,0.30970713276769973,2025-12-22 15:48:02.564094,2025-12-22 15:48:27.207758,0 days 00:00:24.643664,0.000500842965244719,COMPLETE
22,0.3341515957573033,2025-12-22 15:48:27.223550,2025-12-22 15:48:51.757825,0 days 00:00:24.534275,0.0005943427831557092,COMPLETE
23,0.25300056733593684,2025-12-22 15:48:51.775981,2025-12-22 15:49:16.349070,0 days 00:00:24.573089,0.0003483376632126144,COMPLETE
24,0.24763878860308405,2025-12-22 15:49:16.363309,2025-12-22 15:49:40.933915,0 days 00:00:24.570606,0.00021061006483989243,COMPLETE
25,0.2595198891536672,2025-12-22 15:49:40.945134,2025-12-22 15:50:05.530856,0 days 00:00:24.585722,0.0006973256368533725,COMPLETE
26,0.21326714777850656,2025-12-22 15:50:05.546430,2025-12-22 15:50:30.229385,0 days 00:00:24.682955,0.00045232820854474814,COMPLETE
27,0.24088207538996514,2025-12-22 15:50:30.242966,2025-12-22 15:50:54.903507,0 days 00:00:24.660541,9.066202935322655e-05,COMPLETE
28,0.2434690742308959,2025-12-22 15:50:54.914758,2025-12-22 15:51:19.408421,0 days 00:00:24.493663,0.00020553577990221973,COMPLETE
