number,value,datetime_start,datetime_complete,duration,params_learning_rate,state
0,0.3977313019882782,2025-12-23 18:42:37.614878,2025-12-23 18:43:09.205445,0 days 00:00:31.590567,5.6115164153345e-05,COMPLETE
1,0.2367780627025977,2025-12-23 18:43:09.220471,2025-12-23 18:43:40.448936,0 days 00:00:31.228465,0.0007969454818643932,COMPLETE
2,0.42104261370085844,2025-12-23 18:43:40.462695,2025-12-23 18:44:11.707537,0 days 00:00:31.244842,0.000291063591313307,COMPLETE
3,0.46314901640082934,2025-12-23 18:44:11.718990,2025-12-23 18:44:42.925225,0 days 00:00:31.206235,0.00015751320499779721,COMPLETE
4,0.182697493651119,2025-12-23 18:44:42.936945,2025-12-23 18:45:14.229905,0 days 00:00:31.292960,2.0513382630874486e-05,COMPLETE
5,0.18269118097661946,2025-12-23 18:45:14.242813,2025-12-23 18:45:45.409704,0 days 00:00:31.166891,2.0511104188433963e-05,COMPLETE
6,0.1750735920228984,2025-12-23 18:45:45.423227,2025-12-23 18:46:16.735382,0 days 00:00:31.312155,1.3066739238053272e-05,COMPLETE
7,0.25120360094508964,2025-12-23 18:46:16.756881,2025-12-23 18:46:48.100865,0 days 00:00:31.343984,0.0005399484409787432,COMPLETE
8,0.46262668016498437,2025-12-23 18:46:48.112018,2025-12-23 18:47:19.405819,0 days 00:00:31.293801,0.00015930522616241006,COMPLETE
9,0.4349953888622907,2025-12-23 18:47:19.425375,2025-12-23 18:47:50.784980,0 days 00:00:31.359605,0.0002607024758370766,COMPLETE
10,0.17578607164557594,2025-12-23 18:47:50.801181,2025-12-23 18:48:22.061735,0 days 00:00:31.260554,1.0991587445851024e-05,COMPLETE
11,0.17622764107944033,2025-12-23 18:48:22.075580,2025-12-23 18:48:53.210950,0 days 00:00:31.135370,1.0085513452139397e-05,COMPLETE
12,0.17608984838456299,2025-12-23 18:48:53.225389,2025-12-23 18:49:24.554837,0 days 00:00:31.329448,1.0353677627159783e-05,COMPLETE
13,0.3609785668743599,2025-12-23 18:49:24.570969,2025-12-23 18:49:55.761310,0 days 00:00:31.190341,4.589365632201506e-05,COMPLETE
14,0.18915862278808113,2025-12-23 18:49:55.777473,2025-12-23 18:50:27.155536,0 days 00:00:31.378063,2.2651346992895165e-05,COMPLETE
15,0.3434188816628013,2025-12-23 18:50:27.170033,2025-12-23 18:50:58.493002,0 days 00:00:31.322969,4.3221087694016625e-05,COMPLETE
16,0.1749816313539632,2025-12-23 18:50:58.509040,2025-12-23 18:51:29.675851,0 days 00:00:31.166811,1.534927439807468e-05,COMPLETE
17,0.4357042822262419,2025-12-23 18:51:29.692589,2025-12-23 18:52:00.966831,0 days 00:00:31.274242,7.635551218914075e-05,COMPLETE
18,0.2624460936213292,2025-12-23 18:52:00.978379,2025-12-23 18:52:32.114327,0 days 00:00:31.135948,3.4037494621421064e-05,COMPLETE
19,0.17720973480044525,2025-12-23 18:52:32.125282,2025-12-23 18:53:03.370863,0 days 00:00:31.245581,1.7828136233907425e-05,COMPLETE
20,0.2347989792489282,2025-12-23 18:53:03.382093,2025-12-23 18:53:34.654723,0 days 00:00:31.272630,3.072407096526922e-05,COMPLETE
21,0.1749252033873241,2025-12-23 18:53:34.668720,2025-12-23 18:54:05.978237,0 days 00:00:31.309517,1.3576176422967532e-05,COMPLETE
22,0.1752902731451856,2025-12-23 18:54:05.990711,2025-12-23 18:54:37.230541,0 days 00:00:31.239830,1.622435952020783e-05,COMPLETE
23,0.1747403891433958,2025-12-23 18:54:37.241519,2025-12-23 18:55:08.480572,0 days 00:00:31.239053,1.4228048987978963e-05,COMPLETE
24,0.23052582551756606,2025-12-23 18:55:08.499352,2025-12-23 18:55:39.764931,0 days 00:00:31.265579,3.0218086187091173e-05,COMPLETE
25,0.17477415166057358,2025-12-23 18:55:39.776065,2025-12-23 18:56:11.054326,0 days 00:00:31.278261,1.4645296214710388e-05,COMPLETE
26,0.4280239840990399,2025-12-23 18:56:11.065651,2025-12-23 18:56:42.259189,0 days 00:00:31.193538,6.944516062217944e-05,COMPLETE
27,0.195051390169168,2025-12-23 18:56:42.270110,2025-12-23 18:57:13.497971,0 days 00:00:31.227861,2.4175039588134252e-05,COMPLETE
28,0.17482426269486467,2025-12-23 18:57:13.509261,2025-12-23 18:57:44.703443,0 days 00:00:31.194182,1.4852412612549982e-05,COMPLETE
29,0.46172293891203736,2025-12-23 18:57:44.714637,2025-12-23 18:58:16.085788,0 days 00:00:31.371151,0.00010872222491939433,COMPLETE
30,0.3879311144349411,2025-12-23 18:58:16.096331,2025-12-23 18:58:47.480040,0 days 00:00:31.383709,5.215735733951972e-05,COMPLETE
31,0.1749157836774783,2025-12-23 18:58:47.491412,2025-12-23 18:59:18.923847,0 days 00:00:31.432435,1.365613396340803e-05,COMPLETE
32,0.20424315766929566,2025-12-23 18:59:18.937526,2025-12-23 18:59:50.191235,0 days 00:00:31.253709,2.618425128715917e-05,COMPLETE
33,0.17476006638376368,2025-12-23 18:59:50.202928,2025-12-23 19:00:21.625233,0 days 00:00:31.422305,1.4195896617044501e-05,COMPLETE
34,0.1754769898934904,2025-12-23 19:00:21.637054,2025-12-23 19:00:53.267149,0 days 00:00:31.630095,1.6497493371511453e-05,COMPLETE
35,0.29866530948747994,2025-12-23 19:00:53.278026,2025-12-23 19:01:24.575672,0 days 00:00:31.297646,3.798471642199587e-05,COMPLETE
36,0.18140723471790818,2025-12-23 19:01:24.586563,2025-12-23 19:01:55.950036,0 days 00:00:31.363473,2.006665829132091e-05,COMPLETE
37,0.20295165308342492,2025-12-23 19:01:55.962354,2025-12-23 19:02:27.254726,0 days 00:00:31.292372,0.0009818226878189125,COMPLETE
38,0.175140310564845,2025-12-23 19:02:27.264873,2025-12-23 19:02:58.504148,0 days 00:00:31.239275,1.2778142200042823e-05,COMPLETE
39,0.20916113345578863,2025-12-23 19:02:58.515405,2025-12-23 19:03:29.894911,0 days 00:00:31.379506,2.7149002963886034e-05,COMPLETE
40,0.24685850199328885,2025-12-23 19:03:29.905897,2025-12-23 19:04:01.300050,0 days 00:00:31.394153,0.0005339037562131424,COMPLETE
41,0.17500896523008252,2025-12-23 19:04:01.310901,2025-12-23 19:04:32.801982,0 days 00:00:31.491081,1.3299576846333537e-05,COMPLETE
42,0.18033861871855947,2025-12-23 19:04:32.813573,2025-12-23 19:05:04.135119,0 days 00:00:31.321546,1.9706181130901653e-05,COMPLETE
43,0.17520632470524022,2025-12-23 19:05:04.146202,2025-12-23 19:05:35.540237,0 days 00:00:31.394035,1.2545720846163235e-05,COMPLETE
44,0.1751206969446543,2025-12-23 19:05:35.551847,2025-12-23 19:06:06.878982,0 days 00:00:31.327135,1.581753020438073e-05,COMPLETE
45,0.17585200071154586,2025-12-23 19:06:06.890039,2025-12-23 19:06:38.210382,0 days 00:00:31.320343,1.082183564965403e-05,COMPLETE
46,0.17708564294316906,2025-12-23 19:06:38.222306,2025-12-23 19:07:09.517138,0 days 00:00:31.294832,1.7733590043837894e-05,COMPLETE
47,0.18747907598097183,2025-12-23 19:07:09.528643,2025-12-23 19:07:40.869291,0 days 00:00:31.340648,2.212156280295058e-05,COMPLETE
48,0.17535415800637272,2025-12-23 19:07:40.880603,2025-12-23 19:08:12.180313,0 days 00:00:31.299710,1.2166154115600283e-05,COMPLETE
49,0.17623823669884103,2025-12-23 19:08:12.191611,2025-12-23 19:08:43.508788,0 days 00:00:31.317177,1.00658707597643e-05,COMPLETE
50,0.46285591247746444,2025-12-23 19:08:43.523213,2025-12-23 19:09:14.867670,0 days 00:00:31.344457,0.00016266339526990628,COMPLETE
51,0.17491927294941526,2025-12-23 19:09:14.879391,2025-12-23 19:09:46.261266,0 days 00:00:31.381875,1.359673995315379e-05,COMPLETE
52,0.17483675799372012,2025-12-23 19:09:46.272558,2025-12-23 19:10:17.681983,0 days 00:00:31.409425,1.395341675597673e-05,COMPLETE
53,0.17928975881837397,2025-12-23 19:10:17.692952,2025-12-23 19:10:49.214908,0 days 00:00:31.521956,1.9318302287454244e-05,COMPLETE
54,0.17475953569156785,2025-12-23 19:10:49.225697,2025-12-23 19:11:20.588435,0 days 00:00:31.362738,1.4519522917019669e-05,COMPLETE
55,0.1984809093673609,2025-12-23 19:11:20.601401,2025-12-23 19:11:51.937548,0 days 00:00:31.336147,2.495208642464177e-05,COMPLETE
56,0.25672663457158407,2025-12-23 19:11:51.948992,2025-12-23 19:12:23.312226,0 days 00:00:31.363234,3.336706584461931e-05,COMPLETE
57,0.17484863777488052,2025-12-23 19:12:23.323322,2025-12-23 19:12:54.651854,0 days 00:00:31.328532,1.4932900217865154e-05,COMPLETE
58,0.17560025948553928,2025-12-23 19:12:54.665387,2025-12-23 19:13:26.095764,0 days 00:00:31.430377,1.1456760156549892e-05,COMPLETE
