number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.14242715635935627,2026-02-10 00:50:08.899768,2026-02-10 00:50:18.323890,0 days 00:00:09.424122,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.17093084904507183,2026-02-10 00:50:18.588176,2026-02-10 00:50:26.949646,0 days 00:00:08.361470,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.1417257542740424,2026-02-10 00:50:27.221983,2026-02-10 00:50:34.950893,0 days 00:00:07.728910,,64,2.3102018878452926e-05,1,COMPLETE
3,0.18866711334559977,2026-02-10 00:50:35.216301,2026-02-10 00:50:43.294128,0 days 00:00:08.077827,,128,0.00016738085788752134,1,COMPLETE
4,0.1401106273325576,2026-02-10 00:50:43.503735,2026-02-10 00:50:52.452323,0 days 00:00:08.948588,0.12602063719411183,96,2.5081156860452307e-05,2,COMPLETE
5,0.1691959734962078,2026-02-10 00:50:52.722252,2026-02-10 00:51:04.833645,0 days 00:00:12.111393,0.27606099749584057,32,0.000790261954970823,3,COMPLETE
6,0.14221481171136185,2026-02-10 00:51:05.104247,2026-02-10 00:51:15.143926,0 days 00:00:10.039679,0.2246844304357644,64,1.7541893487450798e-05,2,COMPLETE
7,0.17864651203140486,2026-02-10 00:51:15.407505,2026-02-10 00:51:23.886808,0 days 00:00:08.479303,0.4579309401710595,64,0.00010968217207529509,2,COMPLETE
8,0.20794641155553256,2026-02-10 00:51:24.130452,2026-02-10 00:51:33.895399,0 days 00:00:09.764947,0.25547091587579285,128,0.0001569639638866114,3,COMPLETE
9,0.1609086340312313,2026-02-10 00:51:34.160668,2026-02-10 00:51:43.514028,0 days 00:00:09.353360,0.42087879230161584,96,3.488976654890367e-05,3,COMPLETE
10,0.13945126301618344,2026-02-10 00:51:43.728405,2026-02-10 00:51:51.700546,0 days 00:00:07.972141,,96,1.1176284636053914e-05,1,COMPLETE
11,0.13944628646216584,2026-02-10 00:51:51.975693,2026-02-10 00:51:59.758290,0 days 00:00:07.782597,,96,1.0262068043682174e-05,1,COMPLETE
12,0.1394483277671588,2026-02-10 00:52:00.024024,2026-02-10 00:52:07.701431,0 days 00:00:07.677407,,96,1.0699107977669544e-05,1,COMPLETE
13,0.13944654935360534,2026-02-10 00:52:07.957543,2026-02-10 00:52:15.988051,0 days 00:00:08.030508,,96,1.0317258242768112e-05,1,COMPLETE
14,0.13910960842011189,2026-02-10 00:52:16.242507,2026-02-10 00:52:24.031829,0 days 00:00:07.789322,,96,5.898785739727974e-05,1,COMPLETE
15,0.17818348719990038,2026-02-10 00:52:24.312952,2026-02-10 00:52:32.187570,0 days 00:00:07.874618,,96,0.0003230674617349937,1,COMPLETE
16,0.1832883506198787,2026-02-10 00:52:32.457506,2026-02-10 00:52:40.935225,0 days 00:00:08.477719,0.37581464044825685,96,6.343101283603361e-05,2,COMPLETE
17,0.1435588616716118,2026-02-10 00:52:41.177917,2026-02-10 00:52:49.132595,0 days 00:00:07.954678,,128,5.083369253856855e-05,1,COMPLETE
18,0.15662184195162382,2026-02-10 00:52:49.384018,2026-02-10 00:52:57.134868,0 days 00:00:07.750850,,32,0.0003209584308143902,1,COMPLETE
19,0.227215046285094,2026-02-10 00:52:57.641668,2026-02-10 00:53:06.928790,0 days 00:00:09.287122,0.34244106981989864,96,0.00010676916501410135,2,COMPLETE
20,0.14005920019864926,2026-02-10 00:53:07.142946,2026-02-10 00:53:15.498621,0 days 00:00:08.355675,,96,3.698828555800956e-05,1,COMPLETE
