number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.1588483458884476,2026-02-10 01:05:01.209746,2026-02-10 01:05:11.796446,0 days 00:00:10.586700,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.36340577707716815,2026-02-10 01:05:12.049291,2026-02-10 01:05:22.062916,0 days 00:00:10.013625,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.1744508241533124,2026-02-10 01:05:22.329205,2026-02-10 01:05:31.862519,0 days 00:00:09.533314,,64,2.3102018878452926e-05,1,COMPLETE
3,0.2034262568351626,2026-02-10 01:05:32.138938,2026-02-10 01:05:41.991515,0 days 00:00:09.852577,,128,0.00016738085788752134,1,COMPLETE
4,0.15707876618905967,2026-02-10 01:05:42.256244,2026-02-10 01:05:51.441152,0 days 00:00:09.184908,0.12602063719411183,96,2.5081156860452307e-05,2,COMPLETE
5,0.28254969324327467,2026-02-10 01:05:51.699196,2026-02-10 01:06:01.544107,0 days 00:00:09.844911,0.27606099749584057,32,0.000790261954970823,3,COMPLETE
6,0.1751884033124158,2026-02-10 01:06:01.808350,2026-02-10 01:06:11.180058,0 days 00:00:09.371708,0.2246844304357644,64,1.7541893487450798e-05,2,COMPLETE
7,0.25656610447454437,2026-02-10 01:06:11.415620,2026-02-10 01:06:20.639768,0 days 00:00:09.224148,0.4579309401710595,64,0.00010968217207529509,2,COMPLETE
8,0.2731359194878701,2026-02-10 01:06:20.873276,2026-02-10 01:06:31.551226,0 days 00:00:10.677950,0.25547091587579285,128,0.0001569639638866114,3,COMPLETE
9,0.15839970031190806,2026-02-10 01:06:31.805416,2026-02-10 01:06:41.908369,0 days 00:00:10.102953,0.42087879230161584,96,3.488976654890367e-05,3,COMPLETE
10,0.17254911057358183,2026-02-10 01:06:42.176986,2026-02-10 01:06:50.866854,0 days 00:00:08.689868,,96,1.1176284636053914e-05,1,COMPLETE
11,0.15936937015121724,2026-02-10 01:06:51.156159,2026-02-10 01:07:00.537216,0 days 00:00:09.381057,0.4185413303727785,96,4.260390924999258e-05,2,COMPLETE
12,0.15846424003178186,2026-02-10 01:07:00.753987,2026-02-10 01:07:10.704520,0 days 00:00:09.950533,0.3745104630335596,96,3.834342974902971e-05,3,COMPLETE
13,0.2109044472555179,2026-02-10 01:07:10.976555,2026-02-10 01:07:20.516570,0 days 00:00:09.540015,0.40075312414336334,96,6.523041476282556e-05,2,COMPLETE
14,0.15884045493864468,2026-02-10 01:07:20.780078,2026-02-10 01:07:30.740197,0 days 00:00:09.960119,0.33482091171918965,96,2.3390462077712666e-05,3,COMPLETE
15,0.17617320953762633,2026-02-10 01:07:30.997219,2026-02-10 01:07:40.284937,0 days 00:00:09.287718,0.49756392634996777,96,1.0492287759039432e-05,2,COMPLETE
16,0.1575986246324034,2026-02-10 01:07:40.529447,2026-02-10 01:07:49.925210,0 days 00:00:09.395763,0.10793617991936451,96,3.539728451056159e-05,2,COMPLETE
17,0.3310952024558919,2026-02-10 01:07:50.135429,2026-02-10 01:07:59.424978,0 days 00:00:09.289549,0.10076952397928148,32,0.00026887383619959664,2,COMPLETE
18,0.1696200176526588,2026-02-10 01:07:59.647765,2026-02-10 01:08:08.596108,0 days 00:00:08.948343,,128,7.792526274130711e-05,1,COMPLETE
19,0.1571728454068335,2026-02-10 01:08:08.868917,2026-02-10 01:08:18.190978,0 days 00:00:09.322061,0.16321706479048775,96,2.038512271383219e-05,2,COMPLETE
20,0.16047014243676172,2026-02-10 01:08:18.420956,2026-02-10 01:08:27.166798,0 days 00:00:08.745842,,96,1.777373055232449e-05,1,COMPLETE
21,0.1570162917501867,2026-02-10 01:08:27.444696,2026-02-10 01:08:36.826989,0 days 00:00:09.382293,0.14525246454805218,96,2.9440007323089596e-05,2,COMPLETE
22,0.15711212873838754,2026-02-10 01:08:37.077825,2026-02-10 01:08:46.326900,0 days 00:00:09.249075,0.1803272252631078,96,2.1548838101428055e-05,2,COMPLETE
