number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.16729732714428452,2026-01-03 22:19:00.076795,2026-01-03 22:19:11.440068,0 days 00:00:11.363273,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.2695748718560196,2026-01-03 22:19:11.455675,2026-01-03 22:19:22.720093,0 days 00:00:11.264418,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.20194715640492028,2026-01-03 22:19:22.761413,2026-01-03 22:19:33.296906,0 days 00:00:10.535493,,64,2.3102018878452926e-05,1,COMPLETE
3,0.20626642254942817,2026-01-03 22:19:33.307000,2026-01-03 22:19:43.842737,0 days 00:00:10.535737,,128,0.00016738085788752134,1,COMPLETE
4,0.19437690976666872,2026-01-03 22:19:43.852552,2026-01-03 22:19:55.061102,0 days 00:00:11.208550,0.12602063719411183,96,2.5081156860452307e-05,2,COMPLETE
5,0.22940081556688074,2026-01-03 22:19:55.071383,2026-01-03 22:20:06.429299,0 days 00:00:11.357916,0.27606099749584057,32,0.000790261954970823,3,COMPLETE
6,0.2002212467340191,2026-01-03 22:20:06.440191,2026-01-03 22:20:17.092486,0 days 00:00:10.652295,0.2246844304357644,64,1.7541893487450798e-05,2,COMPLETE
7,0.17965179224711403,2026-01-03 22:20:17.104208,2026-01-03 22:20:28.229491,0 days 00:00:11.125283,0.4579309401710595,64,0.00010968217207529509,2,COMPLETE
8,0.21156303025734824,2026-01-03 22:20:28.240378,2026-01-03 22:20:40.503389,0 days 00:00:12.263011,0.25547091587579285,128,0.0001569639638866114,3,COMPLETE
9,0.16041070804552238,2026-01-03 22:20:40.514977,2026-01-03 22:20:51.919406,0 days 00:00:11.404429,0.42087879230161584,96,3.488976654890367e-05,3,COMPLETE
10,0.1382411744982147,2026-01-03 22:20:51.932521,2026-01-03 22:21:03.659258,0 days 00:00:11.726737,0.42168550519136694,96,5.406608285998605e-05,3,COMPLETE
11,0.14036388261074073,2026-01-03 22:21:03.672814,2026-01-03 22:21:15.113791,0 days 00:00:11.440977,0.4305092770905965,96,5.185290336874033e-05,3,COMPLETE
12,0.13879611905923037,2026-01-03 22:21:15.125447,2026-01-03 22:21:26.572965,0 days 00:00:11.447518,0.367325029259439,96,5.013399185861382e-05,3,COMPLETE
13,0.1869681431200996,2026-01-03 22:21:26.585679,2026-01-03 22:21:38.501241,0 days 00:00:11.915562,0.35819304166388977,96,1.2981077000185685e-05,3,COMPLETE
14,0.2728288254562012,2026-01-03 22:21:38.512675,2026-01-03 22:21:50.063922,0 days 00:00:11.551247,0.35834257628129645,96,0.00030008263499265163,3,COMPLETE
15,0.20109533755731304,2026-01-03 22:21:50.076716,2026-01-03 22:22:00.888176,0 days 00:00:10.811460,0.3517668660697282,96,6.653648920661955e-05,2,COMPLETE
16,0.23698528684832426,2026-01-03 22:22:00.899135,2026-01-03 22:22:12.830059,0 days 00:00:11.930924,0.4984066126989743,96,9.476206739803659e-05,3,COMPLETE
