number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_learning_rate,params_n_layers,state
0,0.13709634941685264,2026-01-04 04:44:42.354902,2026-01-04 04:44:52.893854,0 days 00:00:10.538952,0.12323344486727979,32,5.6115164153345e-05,3,COMPLETE
1,0.18236468740446002,2026-01-04 04:44:52.912265,2026-01-04 04:45:03.746384,0 days 00:00:10.834119,0.18493564427131048,96,0.0005399484409787432,2,COMPLETE
2,0.13546128292197987,2026-01-04 04:45:03.760618,2026-01-04 04:45:13.478909,0 days 00:00:09.718291,,64,2.3102018878452926e-05,1,COMPLETE
3,0.12695862229217614,2026-01-04 04:45:13.498623,2026-01-04 04:45:23.898833,0 days 00:00:10.400210,,128,0.00016738085788752134,1,COMPLETE
4,0.13625140560904891,2026-01-04 04:45:23.915815,2026-01-04 04:45:34.814302,0 days 00:00:10.898487,0.12602063719411183,96,2.5081156860452307e-05,2,COMPLETE
5,0.16132763328207378,2026-01-04 04:45:34.825170,2026-01-04 04:45:45.306666,0 days 00:00:10.481496,0.27606099749584057,32,0.000790261954970823,3,COMPLETE
6,0.13466215293707057,2026-01-04 04:45:45.321866,2026-01-04 04:45:55.782076,0 days 00:00:10.460210,0.2246844304357644,64,1.7541893487450798e-05,2,COMPLETE
7,0.13381820221180862,2026-01-04 04:45:55.796497,2026-01-04 04:46:05.758269,0 days 00:00:09.961772,0.4579309401710595,64,0.00010968217207529509,2,COMPLETE
8,0.1637418110524812,2026-01-04 04:46:05.775799,2026-01-04 04:46:17.765712,0 days 00:00:11.989913,0.25547091587579285,128,0.0001569639638866114,3,COMPLETE
9,0.13481628437869023,2026-01-04 04:46:17.780471,2026-01-04 04:46:28.568510,0 days 00:00:10.788039,0.42087879230161584,96,3.488976654890367e-05,3,COMPLETE
10,0.13051740355979372,2026-01-04 04:46:28.582795,2026-01-04 04:46:38.931794,0 days 00:00:10.348999,,128,0.00025818710407263815,1,COMPLETE
11,0.13017768101527083,2026-01-04 04:46:38.945727,2026-01-04 04:46:49.596981,0 days 00:00:10.651254,,128,0.0002620752406670898,1,COMPLETE
12,0.131159161119174,2026-01-04 04:46:49.611909,2026-01-04 04:46:59.596094,0 days 00:00:09.984185,,128,0.000292278466325665,1,COMPLETE
13,0.13174854390823873,2026-01-04 04:46:59.611356,2026-01-04 04:47:10.070491,0 days 00:00:10.459135,,128,0.0002997858219123052,1,COMPLETE
14,0.13111861446898784,2026-01-04 04:47:10.085134,2026-01-04 04:47:20.071113,0 days 00:00:09.985979,,128,6.41512455213293e-05,1,COMPLETE
15,0.12719817544052894,2026-01-04 04:47:20.086117,2026-01-04 04:47:30.508036,0 days 00:00:10.421919,,128,0.0001734075036613794,1,COMPLETE
16,0.1268456134080489,2026-01-04 04:47:30.522654,2026-01-04 04:47:41.837020,0 days 00:00:11.314366,0.37581464044825685,128,0.00012510660925285654,2,COMPLETE
17,0.1282180332688848,2026-01-04 04:47:41.850913,2026-01-04 04:47:52.479472,0 days 00:00:10.628559,0.3836148016655611,128,7.950043791346768e-05,2,COMPLETE
18,0.13907909665630172,2026-01-04 04:47:52.492727,2026-01-04 04:48:02.916352,0 days 00:00:10.423625,0.35146796355699267,32,0.00012093162802222865,2,COMPLETE
19,0.13783834397781386,2026-01-04 04:48:02.930119,2026-01-04 04:48:13.596385,0 days 00:00:10.666266,0.4975876613710089,128,1.163939862642155e-05,2,COMPLETE
20,0.13134550381774998,2026-01-04 04:48:13.610228,2026-01-04 04:48:24.800313,0 days 00:00:11.190085,0.31594507639797126,128,0.00048748381747391645,2,COMPLETE
21,0.1272404747970163,2026-01-04 04:48:24.814274,2026-01-04 04:48:35.258599,0 days 00:00:10.444325,,128,0.00017367449021319202,1,COMPLETE
22,0.12653498118812867,2026-01-04 04:48:35.273482,2026-01-04 04:48:45.214776,0 days 00:00:09.941294,,128,0.00015813096695441195,1,COMPLETE
23,0.13346216672337569,2026-01-04 04:48:45.232244,2026-01-04 04:48:55.681679,0 days 00:00:10.449435,,128,4.54158584948286e-05,1,COMPLETE
24,0.1291357461209783,2026-01-04 04:48:55.698216,2026-01-04 04:49:06.359856,0 days 00:00:10.661640,,128,8.980632106493192e-05,1,COMPLETE
25,0.12701700981042055,2026-01-04 04:49:06.371479,2026-01-04 04:49:16.331576,0 days 00:00:09.960097,,128,0.00013994176893958985,1,COMPLETE
26,0.12752490556865848,2026-01-04 04:49:16.343557,2026-01-04 04:49:26.614124,0 days 00:00:10.270567,,96,0.0003979596456680131,1,COMPLETE
27,0.12933134924589015,2026-01-04 04:49:26.629350,2026-01-04 04:49:37.234682,0 days 00:00:10.605332,0.3429611265339291,32,0.00022719213394484282,2,COMPLETE
28,0.1365819554818464,2026-01-04 04:49:37.249603,2026-01-04 04:49:47.237307,0 days 00:00:09.987704,0.40548401229393444,64,8.246589686765446e-05,2,COMPLETE
29,0.13706901051509568,2026-01-04 04:49:47.253502,2026-01-04 04:49:58.373694,0 days 00:00:11.120192,0.4616781257969857,32,5.749752881616853e-05,3,COMPLETE
30,0.205192035325678,2026-01-04 04:49:58.388774,2026-01-04 04:50:10.438559,0 days 00:00:12.049785,0.17003401623172357,128,0.0009281018545337922,3,COMPLETE
31,0.12693092105851508,2026-01-04 04:50:10.452988,2026-01-04 04:50:20.374494,0 days 00:00:09.921506,,128,0.00014648528929945155,1,COMPLETE
32,0.12876365978270274,2026-01-04 04:50:20.389140,2026-01-04 04:50:30.792853,0 days 00:00:10.403713,,128,0.00021209661324976114,1,COMPLETE
33,0.12814103433524682,2026-01-04 04:50:30.807553,2026-01-04 04:50:41.166520,0 days 00:00:10.358967,,128,0.00011552617039703149,1,COMPLETE
34,0.1304682002715542,2026-01-04 04:50:41.180694,2026-01-04 04:50:51.628598,0 days 00:00:10.447904,,96,0.0003935461796991321,1,COMPLETE
35,0.12692461030440383,2026-01-04 04:50:51.640136,2026-01-04 04:51:01.608265,0 days 00:00:09.968129,,128,0.0001683484396652554,1,COMPLETE
36,0.13364706095649667,2026-01-04 04:51:01.622846,2026-01-04 04:51:11.977789,0 days 00:00:10.354943,,128,4.3896260049906476e-05,1,COMPLETE
37,0.13660682756702108,2026-01-04 04:51:11.992596,2026-01-04 04:51:22.530007,0 days 00:00:10.537411,0.3258921610124521,64,7.731789801741333e-05,2,COMPLETE
38,0.12821256438688636,2026-01-04 04:51:22.544269,2026-01-04 04:51:32.493700,0 days 00:00:09.949431,,128,0.00019505479314463803,1,COMPLETE
39,0.1258685487735586,2026-01-04 04:51:32.508616,2026-01-04 04:51:43.153467,0 days 00:00:10.644851,0.37384459649748086,96,0.00013564869221649814,2,COMPLETE
40,0.12551603491468485,2026-01-04 04:51:43.167685,2026-01-04 04:51:53.793238,0 days 00:00:10.625553,0.3760779023283239,96,0.00010324237203434151,2,COMPLETE
41,0.12547162358341438,2026-01-04 04:51:53.809990,2026-01-04 04:52:04.610645,0 days 00:00:10.800655,0.38573155372849877,96,0.00010219474214358655,2,COMPLETE
42,0.12530340130481674,2026-01-04 04:52:04.623309,2026-01-04 04:52:14.888923,0 days 00:00:10.265614,0.3776683945295955,96,0.00010390225353117192,2,COMPLETE
43,0.12625149930808457,2026-01-04 04:52:14.904943,2026-01-04 04:52:25.572580,0 days 00:00:10.667637,0.4253669830235961,96,9.449311871767457e-05,2,COMPLETE
44,0.12597019850021487,2026-01-04 04:52:25.587273,2026-01-04 04:52:36.204891,0 days 00:00:10.617618,0.4249241380612111,96,0.00010566453404542641,2,COMPLETE
45,0.1296545356736839,2026-01-04 04:52:36.219311,2026-01-04 04:52:47.065008,0 days 00:00:10.845697,0.3764537686227308,96,6.61902426857293e-05,2,COMPLETE
46,0.13496377318024855,2026-01-04 04:52:47.075881,2026-01-04 04:52:57.829729,0 days 00:00:10.753848,0.40193004908915736,96,4.824432175605394e-05,2,COMPLETE
47,0.12588036803875863,2026-01-04 04:52:57.840491,2026-01-04 04:53:08.843199,0 days 00:00:11.002708,0.4533488556444157,96,0.00010834299441462162,2,COMPLETE
48,0.13597737924786543,2026-01-04 04:53:08.853476,2026-01-04 04:53:19.456698,0 days 00:00:10.603222,0.45329276627422255,96,3.464206474801883e-05,2,COMPLETE
49,0.12959890876007416,2026-01-04 04:53:19.470752,2026-01-04 04:53:29.679026,0 days 00:00:10.208274,0.35323717491812684,96,6.595449470434437e-05,2,COMPLETE
50,0.1254382509065332,2026-01-04 04:53:29.694181,2026-01-04 04:53:40.481832,0 days 00:00:10.787651,0.37281036849771804,96,9.834713714045122e-05,2,COMPLETE
